project_source_id,activity.type,address,rating_program_name,building.URL,reg.date,reg.std,owner.type,zipcode,pilot,cert.date
10521948,LEED,"8355 Aero Dr, San Diego, CA, USA",LEED NC 2.2,http://www.gbig.org/buildings/43102/details,6/23/2009,LEED NC 2.2,Non-Profit Org.,92123,FALSE,NA
10522104,LEED,"25152 Springfield Court, Valencia, CA, USA",LEED EB 2008,http://www.gbig.org/buildings/115519/details,6/24/2009,LEED EB 2008,Profit Org.,91355,FALSE,NA
10522224,LEED,"1122 California 41, Fish Camp, CA, USA",LEED NC 2.2,http://www.gbig.org/buildings/115285/details,5/22/2009,LEED NC 2.2,Profit Org.,93623,FALSE,NA
10522957,LEED,"3095 Beacon Blvd, West Sacramento, CA, USA",LEED CI 2.0,http://www.gbig.org/buildings/11575/details,6/24/2009,LEED CI 2.0,Non-Profit Org.,95691,FALSE,NA
10522959,LEED,"2860 Zanker Road, San Jose, CA, USA",LEED EB 2008,http://www.gbig.org/buildings/102915/details,6/24/2009,LEED EB 2008,Profit Org.,95134,FALSE,NA
10522978,LEED,"1300 Island Drive, Redwood City, CA, USA",LEED EB 2008,http://www.gbig.org/buildings/391837/details,6/24/2009,LEED EB 2008,Profit Org.,94065,FALSE,NA
10523020,LEED,"11801 Go For Broke Rd, Rocklin, CA, USA",LEED NC 2.2,http://www.gbig.org/buildings/1065362/details,6/24/2009,LEED NC 2.2,Local Government,95765,FALSE,NA
10523021,LEED,"1510 Fashion Island Blvd, San Mateo, CA, USA",LEED EB 2008,http://www.gbig.org/buildings/5001/details,6/24/2009,LEED EB 2008,Profit Org.,94404,FALSE,NA
10523166,LEED,"1 MacArthur Pl, Santa Ana, CA, USA",LEED EB 2008,http://www.gbig.org/buildings/115/details,6/24/2009,LEED EB 2008,"Profit Org., Corporate: Privately Held",92707,FALSE,NA
10523203,LEED,"2 MacArthur Pl, Santa Ana, CA, USA",LEED EB 2008,http://www.gbig.org/buildings/7295/details,6/24/2009,LEED EB 2008,"Profit Org., Corporate: Privately Held",92707,FALSE,NA
10523215,LEED,"21301 Burbank Blvd, Woodland Hills, CA, USA",LEED EB 2008,http://www.gbig.org/buildings/30481/details,7/6/2009,LEED EB 2008,"Profit Org., Corporate: Publicly Traded",91367,FALSE,NA
10523257,LEED,"712 1st St, Fairfield, CA, USA",LEED NC 2.2,http://www.gbig.org/buildings/1390295/details,6/24/2009,LEED NC 2.2,Federal Government,94533,FALSE,NA
10523306,LEED,"300 N Los Angeles St, Los Angeles, CA, USA",LEED CI 2.0,http://www.gbig.org/buildings/11116/details,6/24/2009,LEED CI 2.0,"Federal Government, Government Use: Federal",90012,FALSE,NA
10523342,LEED,"Dixon Ave and V Street, Fairfield, CA, USA",LEED NC 2.2,http://www.gbig.org/buildings/607009/details,6/24/2009,LEED NC 2.2,Federal Government,94535,FALSE,NA
10523352,LEED,"5812 Hollis St, Emeryville, CA, USA",LEED CS 2.0,http://www.gbig.org/buildings/39730/details,6/24/2009,LEED CS 2.0,Profit Org.,94608,FALSE,NA
10523377,LEED,"1920 Main St, Irvine, CA, USA",LEED EB 2008,http://www.gbig.org/buildings/29207/details,7/2/2009,LEED EB 2008,"Other, Corporate: Privately Held",92614,FALSE,NA
10523411,LEED,"2440 Hotel Cir N #200, San Diego, CA, USA",LEED CI 2.0,http://www.gbig.org/buildings/1311512/details,6/24/2009,LEED CI 2.0,Non-Profit Org.,92108,FALSE,NA
10523582,LEED,"New Mexico Blvd and Arizona Blvd, Camp Roberts, CA, USA",LEED NC 2.2,http://www.gbig.org/buildings/607019/details,6/24/2009,LEED NC 2.2,State Government,93426,FALSE,NA
10523791,LEED,"6275 Nancy Ridge Dr, San Diego, CA, USA",LEED CS 2.0,http://www.gbig.org/buildings/18346/details,6/24/2009,LEED CS 2.0,Profit Org.,92121,FALSE,NA
10523817,LEED,"4755 Nexus Center Dr, San Diego, CA, USA",LEED NC 2.2,http://www.gbig.org/buildings/37772/details,6/24/2009,LEED NC 2.2,Profit Org.,92121,FALSE,NA
10523841,LEED,"11119 North Torrey Pines Road, La Jolla, CA, USA",LEED CS 2.0,http://www.gbig.org/buildings/48086/details,9/7/2011,LEED CS 2.0,Profit Org.,92037,FALSE,NA
10523866,LEED,"6455 Nancy Ridge Dr, San Diego, CA, USA",LEED CS 2.0,http://www.gbig.org/buildings/40781/details,11/20/2009,LEED CS 2.0,Profit Org.,92121,FALSE,NA
10523893,LEED,"6801 Hollywood Blvd, Hollywood, CA, USA",LEED CI 2.0,http://www.gbig.org/buildings/41177/details,6/24/2009,LEED CI 2.0,Profit Org.,90028,FALSE,NA
10523985,LEED,"8060 Carmel Valley Rd, Carmel, CA, USA",LEED NC 2.2,http://www.gbig.org/buildings/20572/details,6/24/2009,LEED EB 2008,Non-Profit Org.,93923,FALSE,NA
10524027,LEED,"100 Kimball Way, South San Francisco, CA, USA",LEED CI 2.0,http://www.gbig.org/buildings/659/details,6/24/2009,LEED CI 2.0,Profit Org.,94080,FALSE,NA
10524039,LEED,"180 Kimball Way, South San Francisco, CA, USA",LEED CI 2.0,http://www.gbig.org/buildings/28606/details,6/24/2009,LEED CI 2.0,Profit Org.,94080,FALSE,NA
10524050,LEED,"442 Littlefield Ave, South San Francisco, CA, USA",LEED CI 2.0,http://www.gbig.org/buildings/37156/details,6/24/2009,LEED CI 2.0,Profit Org.,94080,FALSE,NA
10524062,LEED,"39300 Trade Center Dr, Palmdale, CA, USA",LEED NC 2.2,http://www.gbig.org/buildings/13690/details,6/24/2009,LEED NC 2.2,Local Government,93551,FALSE,NA
10524075,LEED,"1651 South Central Avenue, Los Angeles, CA, USA",LEED NC 2.2,http://www.gbig.org/buildings/159707/details,6/24/2009,LEED NC 2.2,State Government,91204,FALSE,NA
10524120,LEED,"1205 Coleman Ave, Santa Clara, CA, USA",LEED CI 2.0,http://www.gbig.org/buildings/25123/details,6/24/2009,LEED CI 2.0,Profit Org.,95050,FALSE,NA
10524154,LEED,"318 Cayuga St #208, Salinas, CA, USA",LEED NC 2.2,http://www.gbig.org/buildings/1311515/details,6/24/2009,LEED NC 2.2,Non-Profit Org.,93901,FALSE,NA
10524167,LEED,"15505 Sand Canyon Ave, Irvine, CA, USA",LEED CS 2.0,http://www.gbig.org/buildings/27480/details,6/24/2009,LEED CS 2.0,Local Government,92618,FALSE,NA
10524179,LEED,"4555 Great America Pkwy, Santa Clara, CA, USA",LEED EB 2008,http://www.gbig.org/buildings/37448/details,6/24/2009,LEED EB 2008,Profit Org.,95054,FALSE,NA
10524203,LEED,"4655 Great America Pkwy, Santa Clara, CA, USA",LEED EB 2008,http://www.gbig.org/buildings/15378/details,6/24/2009,LEED EB 2008,Profit Org.,95054,FALSE,NA
10524218,LEED,"Fremont Blvd and Thornton Ave, Fremont, CA, USA",LEED NC 2.2,http://www.gbig.org/buildings/607038/details,6/24/2009,LEED NC 2.2,Profit Org.,94536,FALSE,NA
10524637,LEED,"3455 Senn St, San Diego, CA, USA",LEED NC 2.2,http://www.gbig.org/buildings/1311519/details,6/25/2009,LEED NC 2.2,"Federal Government, Government Use: Federal",92136,FALSE,NA
10525257,LEED,"500 12th St, Oakland, CA, USA",LEED EB 2008,http://www.gbig.org/buildings/15978/details,6/25/2009,LEED EB 2008,"Other, Investor: Investment Manager",94607,FALSE,NA
10525460,LEED,"500 City Pkwy W, Orange, CA, USA",LEED CS 2.0,http://www.gbig.org/buildings/15997/details,6/25/2009,LEED CS 2.0,"Profit Org., Corporate: Privately Held",92868,FALSE,NA
10525482,LEED,"150 Spear St, San Francisco, CA, USA",LEED EB 2008,http://www.gbig.org/buildings/4826/details,4/20/2009,LEED EB 2008,"Profit Org., Investor: Equity Fund, Investor: Investment Manager",94105,FALSE,NA
10525483,LEED,"505 City Pkwy W, Orange, CA, USA",LEED CS 2.0,http://www.gbig.org/buildings/16276/details,6/25/2009,LEED CS 2.0,"Profit Org., Corporate: Privately Held",92868,FALSE,NA
10525513,LEED,"400 Jibboom Street, Sacramento, CA, USA",LEED NC 2.2,http://www.gbig.org/buildings/521650/details,6/25/2009,LEED NC 2.2,"Non-Profit Org., Corporate: Privately Held",95811,FALSE,NA
10525514,LEED,"600 City Pkwy W, Orange, CA, USA",LEED CS 2.0,http://www.gbig.org/buildings/39971/details,6/25/2009,LEED CS 2.0,"Profit Org., Corporate: Privately Held",92868,FALSE,NA
10525637,LEED,"4557 Great America Pkwy, Santa Clara, CA, USA",LEED EB 2008,http://www.gbig.org/buildings/15248/details,6/25/2009,LEED EB 2008,Profit Org.,95054,FALSE,NA
10525661,LEED,"1001 E Hillsdale Blvd, Foster City, CA, USA",LEED EB 2008,http://www.gbig.org/buildings/929/details,6/25/2009,LEED EB 2008,Profit Org.,94404,FALSE,NA
10525695,LEED,"4373 E Vineyard Ave, Oxnard, CA, USA",LEED NC 2.2,http://www.gbig.org/buildings/37036/details,8/13/2009,LEED NC 2.2,Local Government,93036,FALSE,NA
10525755,LEED,"3590 Rubidoux Blvd, Riverside, CA, USA",LEED NC 2.2,http://www.gbig.org/buildings/35127/details,6/25/2009,LEED NC 2.2,Local Government,92509,FALSE,NA
10525814,LEED,"4830 La Sierra Ave, Riverside, CA, USA",LEED NC 2.2,http://www.gbig.org/buildings/15654/details,6/25/2009,LEED NC 2.2,Local Government,92505,FALSE,NA
10525964,LEED,"3595 Olive St, Lemon Grove, CA, USA",LEED NC 2.2,http://www.gbig.org/buildings/1390301/details,6/25/2009,LEED NC 2.2,Profit Org.,91945,FALSE,NA
10526513,LEED,"10300 Merritt St, Castroville, CA, USA",LEED EB 2008,http://www.gbig.org/buildings/1347/details,6/25/2009,LEED EB 2008,Non-Profit Org.,95012,FALSE,NA
10526562,LEED,"649 Front St, San Francisco, CA, USA",LEED CI 2.0,http://www.gbig.org/buildings/40798/details,6/28/2009,LEED CI 2.0,Profit Org.,94111,FALSE,NA
10526580,LEED,"22010 S Wilmington Ave, Carson, CA, USA",LEED NC 2.2,http://www.gbig.org/buildings/30795/details,6/25/2009,LEED NC 2.2,"Investor: REIT,Non-traded, Profit Org., Corporate: Privately Held",90745,FALSE,NA
10526715,LEED,"1004 Lakeview Ave, South Lake Tahoe, CA, USA",LEED NC 2.2,http://www.gbig.org/buildings/1311540/details,6/25/2009,LEED NC 2.2,State Government,96150,FALSE,NA
10526719,LEED,"170 N Catalina Ave, Pasadena, CA, USA",LEED NC 2.2,http://www.gbig.org/buildings/5937/details,6/25/2009,LEED NC 2.2,Profit Org.,91106,FALSE,NA
10526850,LEED,"510 19th St, Bakersfield, CA, USA",LEED NC 2.2,http://www.gbig.org/buildings/16349/details,6/25/2009,LEED NC 2.2,Federal Government,93301,FALSE,NA
10526895,LEED,"2010 Main St, Irvine, CA, USA",LEED EB 2008,http://www.gbig.org/buildings/7723/details,7/9/2009,LEED EB 2008,Other,92614,FALSE,NA
10526904,LEED,"6317 Wilshire Boulevard, Los Angeles, CA, USA",LEED NC 2.2,http://www.gbig.org/buildings/90090/details,6/25/2009,LEED NC 2.2,Profit Org.,90048,FALSE,NA
10526917,LEED,"340 W Commonwealth Ave, Fullerton, CA, USA",LEED NC 2.2,http://www.gbig.org/buildings/34691/details,6/25/2009,LEED NC 2.2,Local Government,92832,FALSE,NA
10526932,LEED,"1300 Clay St, Oakland, CA, USA",LEED EB 2008,http://www.gbig.org/buildings/3581/details,7/9/2009,LEED EB 2008,"Other, Investor: REIT, Publicly traded, Corporate: Privately Held",94612,FALSE,NA
10526938,LEED,"499 14th St, Oakland, CA, USA",LEED EB 2008,http://www.gbig.org/buildings/15859/details,7/9/2009,LEED EB 2008,"Profit Org., Investor: Investment Manager, Non-Profit (that do not fit into ot",94612,FALSE,NA
10526942,LEED,"501 14th St, Oakland, CA, USA",LEED EB 2008,http://www.gbig.org/buildings/16165/details,7/9/2009,LEED EB 2008,"Profit Org., Investor: Investment Manager",94612,FALSE,NA
10526945,LEED,"505 14th St, Oakland, CA, USA",LEED EB 2008,http://www.gbig.org/buildings/38452/details,7/9/2009,LEED EB 2008,"Other, Investor: REIT, Publicly traded",94612,FALSE,NA
10527003,LEED,"201 Magnolia Ave, Long Beach, CA, USA",LEED NC 2.2,http://www.gbig.org/buildings/29825/details,6/25/2009,LEED NC 2.2,State Government,90802,FALSE,NA
10527310,LEED,"1529, 1541 Brown Rd, Twentynine Palms, CA, United States",LEED NC 2.2,http://www.gbig.org/buildings/1310851/details,6/2/2009,LEED NC 2.2,"Federal Government, Government Use: Federal",92277,FALSE,NA
10527361,LEED,"8671 Sidewinder Rd, San Diego, CA, USA",LEED NC 2.2,http://www.gbig.org/buildings/1394047/details,6/26/2009,LEED NC 2.2,Federal Government,92129,FALSE,NA
10527374,LEED,"MCAS Miramar, MCAS Miramar, CA, USA",LEED NC 2.2,http://www.gbig.org/buildings/607223/details,6/26/2009,LEED NC 2.2,Federal Government,92145,FALSE,NA
10527734,LEED,"1610 Arden Way, Sacramento, CA, USA",LEED EB 2008,http://www.gbig.org/buildings/27801/details,6/26/2009,LEED EB 2008,Profit Org.,95815,FALSE,NA
10527783,LEED,"1601 Response Rd, Sacramento, CA, USA",LEED EB 2008,http://www.gbig.org/buildings/5530/details,6/26/2009,LEED EB 2008,Profit Org.,95815,FALSE,NA
10527819,LEED,"1545 River Park Dr, Sacramento, CA, USA",LEED EB 2008,http://www.gbig.org/buildings/5217/details,6/26/2009,LEED EB 2008,Profit Org.,95815,FALSE,NA
10527992,LEED,"626 S Alvarado St, Los Angeles, CA, USA",LEED NC 2.2,http://www.gbig.org/buildings/18330/details,6/26/2009,LEED NC 2.2,Non-Profit Org.,90057,FALSE,NA
10528087,LEED,"1000 S Fremont Ave, Alhambra, CA, USA",LEED EB 2008,http://www.gbig.org/buildings/871/details,6/25/2009,LEED EB 2008,"Profit Org., Corporate: Privately Held",91803,FALSE,NA
10528102,LEED,"16241 Laguna Canyon Road, Irvine, CA, USA",LEED EB 2008,http://www.gbig.org/buildings/115661/details,6/26/2009,LEED EB 2008,Profit Org.,92618,FALSE,NA
10528213,LEED,"1700 Montgomery St, San Francisco, CA, USA",LEED EB 2008,http://www.gbig.org/buildings/28158/details,6/26/2009,LEED EB 2008,"Profit Org., Real Estate",94111,FALSE,NA
10528226,LEED,"601 California St, San Francisco, CA, USA",LEED EB 2008,http://www.gbig.org/buildings/40073/details,6/26/2009,LEED EB 2008,Profit Org.,94108,FALSE,NA
10528263,LEED,"275 Battery St, San Francisco, CA, USA",LEED EB 2008,http://www.gbig.org/buildings/32514/details,6/26/2009,LEED EB 2008,"Other, Corporate: Privately Held",94111,FALSE,NA
10528624,LEED,"Manchester Child Development Center, University of San Diego, San Diego, CA, USA",LEED NC 2.2,http://www.gbig.org/buildings/790787/details,6/16/2009,LEED NC 2.2,Federal Government,92111,FALSE,NA
10528687,LEED,"16840 7th St, Oceanside, CA, USA",LEED NC 2.2,http://www.gbig.org/buildings/1311552/details,6/26/2009,LEED NC 2.2,Federal Government,92055,FALSE,NA
10528969,LEED,"9445 Fairway View Place #210, Rancho Cucamonga, CA, USA",LEED CI 2.0,http://www.gbig.org/buildings/791477/details,6/26/2009,LEED CI 2.0,Profit Org.,91730,FALSE,NA
10528987,LEED,"400 16th St, San Diego, CA, USA",LEED NC 2.2,http://www.gbig.org/buildings/35985/details,6/26/2009,LEED NC 2.2,Profit Org.,92101,FALSE,NA
10529000,LEED,"1490 Island Ave, San Diego, CA, USA",LEED NC 2.2,http://www.gbig.org/buildings/4723/details,6/26/2009,LEED NC 2.2,Profit Org.,92101,FALSE,NA
10529119,LEED,"4100 Clinton Ave, Richmond, CA, USA",LEED NC 2.2,http://www.gbig.org/buildings/36368/details,6/26/2009,LEED NC 2.2,Local Government,94805,FALSE,NA
10529193,LEED,"444 W Katella Ave, Anaheim, CA, USA",LEED NC 2.2,http://www.gbig.org/buildings/14998/details,6/26/2009,LEED NC 2.2,Profit Org.,92802,FALSE,NA
10529359,LEED,"225 N Market St, San Jose, CA, USA",LEED EB 2008,http://www.gbig.org/buildings/8854/details,6/26/2009,LEED EB 2008,Local Government,95110,FALSE,NA
10529369,LEED,"3130 Alpine Rd, Ladera Shopping Center, Portola Valley, CA, USA",LEED CS 2.0,http://www.gbig.org/buildings/33898/details,6/26/2009,LEED CS 2.0,Profit Org.,94028,FALSE,NA
10529390,LEED,"5796 Armada Dr, Carlsbad, CA, USA",LEED EB 2008,http://www.gbig.org/buildings/39680/details,8/18/2009,LEED EB 2008,Profit Org.,92008,FALSE,NA
10529398,LEED,"7220 Trade St, San Diego, CA, USA",LEED EB 2008,http://www.gbig.org/buildings/41787/details,6/26/2009,LEED EB 2008,Profit Org.,92121,FALSE,NA
10529412,LEED,"6445 Camden Ave, San Jose, CA, USA",LEED EB 2008,http://www.gbig.org/buildings/18548/details,6/26/2009,LEED EB 2008,Local Government,95120,FALSE,NA
10529426,LEED,"520 W Virginia St, San Jose, CA, USA",LEED EB 2008,http://www.gbig.org/buildings/38762/details,6/26/2009,LEED EB 2008,Local Government,95125,FALSE,NA
10529450,LEED,"137 N White Rd, San Jose, CA, USA",LEED EB 2008,http://www.gbig.org/buildings/26290/details,6/26/2009,LEED EB 2008,Local Government,95127,FALSE,NA
10529459,LEED,"21680 Gateway Center Dr, Diamond Bar, CA, USA",LEED EB 2008,http://www.gbig.org/buildings/8438/details,6/26/2009,LEED EB 2008,Profit Org.,91765,FALSE,NA
10529547,LEED,"898 N Sepulveda Blvd, El Segundo, CA, USA",LEED EB 2008,http://www.gbig.org/buildings/21395/details,6/26/2009,LEED EB 2008,Profit Org.,90245,FALSE,NA
10529565,LEED,"100 N Sepulveda Blvd, El Segundo, CA, USA",LEED EB 2008,http://www.gbig.org/buildings/22917/details,6/26/2009,LEED EB 2008,"Profit Org., Corporate: Publicly Traded",90245,FALSE,NA
10529592,LEED,"1 Park Plaza, Irvine, CA, USA",LEED EB 2008,http://www.gbig.org/buildings/297/details,6/26/2009,LEED EB 2008,"Profit Org., Government Use: Local, County, Corporate: Privately Held",92614,FALSE,NA
10543385,LEED,"30252 Haun Rd, Menifee, CA 92584",LEED Retail NC 1.0 Pilots,http://www.gbig.org/buildings/791515/details,8/7/2009,LEED Retail NC 1.0 Pilots,Profit Org.,92584,TRUE,8/7/2009
10543419,LEED,"19307 Golden Valley Rd, Santa Clarita, CA, USA",LEED Retail NC 1.0 Pilots,http://www.gbig.org/buildings/7076/details,8/7/2009,LEED Retail NC 1.0 Pilots,Profit Org.,91387,TRUE,8/14/2009
10544044,LEED,"8511 Fallbrook Avenue, Canoga Park, CA, USA",LEED EB 2008,http://www.gbig.org/buildings/115692/details,10/5/2009,LEED EB 2008,Profit Org.,91304,FALSE,NA
10544388,LEED,"25500 Commerce Center Drive, CA, USA",LEED EB 2008,http://www.gbig.org/buildings/115693/details,10/5/2009,LEED EB 2008,Profit Org.,91730,FALSE,NA
10544395,LEED,"25530 Commerce Center Drive, CA, USA",LEED EB 2008,http://www.gbig.org/buildings/115694/details,10/5/2009,LEED EB 2008,Profit Org.,91730,FALSE,NA
10544401,LEED,"2664 Vista Pacific Dr, Oceanside, CA, USA",LEED EB 2008,http://www.gbig.org/buildings/607358/details,10/5/2009,LEED EB 2008,Profit Org.,92056,FALSE,NA
10558856,LEED,"8680 Balboa Ave, San Diego, CA, USA",LEED EB 2008,http://www.gbig.org/buildings/43385/details,10/5/2009,LEED EB 2008,"Profit Org., Corporate: Publicly Traded",92123,FALSE,NA
10558861,LEED,"8690 Balboa Ave, San Diego, CA, USA",LEED EB 2008,http://www.gbig.org/buildings/21192/details,10/5/2009,LEED EB 2008,"Profit Org., Corporate: Publicly Traded",92123,FALSE,NA
10570965,LEED,"7625 Linda Vista Rd, San Diego, CA, USA",LEED Retail CI 1.0 Pilot,http://www.gbig.org/buildings/42248/details,11/10/2009,LEED Retail CI 1.0 Pilot,Profit Org.,92111,TRUE,7/28/2010
10596170,LEED,"19095 Bear Valley Rd, Jess Ranch Marketplace, Apple Valley, CA, USA",LEED Retail NC 1.0 Pilots,http://www.gbig.org/buildings/29158/details,2/8/2010,LEED Retail NC 1.0 Pilots,Profit Org.,92308,TRUE,1/3/2011
10596226,LEED,"670 Town Center Dr, Oxnard, CA, USA",LEED NC 2.2,http://www.gbig.org/buildings/1311575/details,3/12/2014,LEED NC 2.2,Profit Org.,93036,FALSE,NA
10598548,LEED,"983 Inner Loop Rd, Fort Irwin, CA, USA",LEED NC 2.2,http://www.gbig.org/buildings/1323827/details,2/16/2010,LEED NC 2.2,Federal Government,92310,FALSE,NA
10613031,LEED,"360 Patton Ave # 263, Monterey, CA, USA",LEED NC 2.2,http://www.gbig.org/buildings/1308856/details,6/15/2009,LEED NC 2.2,Federal Government,93940,FALSE,NA
10707092,LEED,"11160 Rancho Carmel Dr, San Diego, CA, USA",LEED Retail CI 1.0 Pilot,http://www.gbig.org/buildings/24356/details,5/4/2011,LEED Retail CI 1.0 Pilot,Profit Org.,92128,TRUE,8/15/2011
10707094,LEED,"1470 Mountain Ave, Duarte, CA, USA",LEED Retail CI 1.0 Pilot,http://www.gbig.org/buildings/4666/details,5/4/2011,LEED Retail CI 1.0 Pilot,Profit Org.,91010,TRUE,8/15/2011
10707104,LEED,"2415 Via Campo, Montebello, CA, USA",LEED Retail CI 1.0 Pilot,http://www.gbig.org/buildings/116857/details,5/4/2011,LEED Retail CI 1.0 Pilot,Profit Org.,90640,TRUE,8/15/2011
10745839,LEED,"990 Serramonte Blvd, Serra Shopping Center, Colma, CA, USA",LEED Retail CI 1.0 Pilot,http://www.gbig.org/buildings/44536/details,11/4/2011,LEED Retail CI 1.0 Pilot,Profit Org.,94014,TRUE,1/24/2012
10745853,LEED,"816 Freeman Ln, Grass Valley, CA, USA",LEED Retail CI 1.0 Pilot,http://www.gbig.org/buildings/42901/details,11/4/2011,LEED Retail CI 1.0 Pilot,Profit Org.,95949,TRUE,1/24/2012
10745865,LEED,"6933 Hollywood Blvd, Los Angeles, CA, USA",LEED Retail CI 1.0 Pilot,http://www.gbig.org/buildings/19061/details,11/4/2011,LEED Retail CI 1.0 Pilot,Profit Org.,90028,TRUE,1/24/2012
10745894,LEED,"2610 S Tracy Blvd, Tracy, CA, USA",LEED Retail CI 1.0 Pilot,http://www.gbig.org/buildings/32206/details,11/4/2011,LEED Retail CI 1.0 Pilot,Profit Org.,95376,TRUE,1/24/2012
10752342,LEED,"5525 Carson Street, Lakewood, CA, USA",LEED Retail CI 1.0 Pilot,http://www.gbig.org/buildings/92201/details,2/21/2011,LEED Retail CI 1.0 Pilot,Profit Org.,90713,TRUE,2/21/2011
10761171,LEED,"808 E Danenberg Dr, El Centro, CA, USA",LEED Retail NC 1.0 Pilots,http://www.gbig.org/buildings/20583/details,2/1/2012,LEED Retail NC 1.0 Pilots,Profit Org.,92243,TRUE,2/1/2012
10783001,LEED,"6300 East State University Drive CBA 443, Long Beach, CA, USA",LEED Retail CI 1.0 Pilot,http://www.gbig.org/buildings/1033759/details,5/30/2012,LEED Retail CI 1.0 Pilot,Profit Org.,90815,TRUE,9/8/2012
10783005,LEED,"790 W Hamilton Ave, Campbell, CA, USA",LEED Retail CI 1.0 Pilot,http://www.gbig.org/buildings/20222/details,5/30/2012,LEED Retail CI 1.0 Pilot,Profit Org.,95008,TRUE,9/8/2012
10783007,LEED,"46801 Warm Springs Blvd, Fremont, CA, USA",LEED Retail CI 1.0 Pilot,http://www.gbig.org/buildings/37632/details,5/30/2012,LEED Retail CI 1.0 Pilot,Profit Org.,94539,TRUE,9/8/2012
10783008,LEED,"1390 Woodside Rd, Redwood City, CA, USA",LEED Retail CI 1.0 Pilot,http://www.gbig.org/buildings/26390/details,5/30/2012,LEED Retail CI 1.0 Pilot,Profit Org.,94061,TRUE,9/8/2012
10783022,LEED,"13211 Jamboree Rd, Tustin, CA, USA",LEED Retail CI 1.0 Pilot,http://www.gbig.org/buildings/26033/details,5/30/2012,LEED Retail CI 1.0 Pilot,Profit Org.,92782,TRUE,9/8/2012
10790082,LEED,"3110 N Sepulveda Blvd, Manhattan Beach, CA, USA",LEED NC 2.2,http://www.gbig.org/buildings/62178/details,7/11/2012,LEED NC 2.2,Profit Org.,90266,FALSE,NA
10790084,LEED,"12900 Ventura Blvd, Studio City, CA, USA",LEED NC 2.2,http://www.gbig.org/buildings/50245/details,7/11/2012,LEED NC 2.2,"Profit Org., Corporate: Publicly Traded",91604,FALSE,NA
10790089,LEED,"1700 East Gonzales Road, Oxnard, CA, USA",LEED Retail NC 1.0 Pilots,http://www.gbig.org/buildings/122045/details,7/11/2012,LEED Retail NC 1.0 Pilots,"Profit Org., Corporate: Publicly Traded",93036,TRUE,12/19/2012
10790091,LEED,"811 W Foothill Blvd, Upland Square Shopping Center, Upland, CA, USA",LEED Retail NC 1.0 Pilots,http://www.gbig.org/buildings/75734/details,7/11/2012,LEED Retail NC 1.0 Pilots,Profit Org.,91786,TRUE,12/19/2012
10798114,LEED,"800 N Alameda St, Los Angeles, CA, USA",LEED Retail CI 1.0 Pilot,http://www.gbig.org/buildings/75348/details,7/3/2012,LEED Retail CI 1.0 Pilot,Profit Org.,90012,TRUE,8/29/2012
10799250,LEED,"Pier 1 The Embarcadero, San Francisco, CA, USA",LEED Retail CI 1.0 Pilot,http://www.gbig.org/buildings/122049/details,9/6/2012,LEED Retail CI 1.0 Pilot,Profit Org.,94111,TRUE,11/1/2012
10799253,LEED,"2021 Bronze Star Dr, Woodland, CA, USA",LEED Retail CI 1.0 Pilot,http://www.gbig.org/buildings/56374/details,9/6/2012,LEED Retail CI 1.0 Pilot,Profit Org.,95776,TRUE,11/1/2012
10799273,LEED,"11031 Firestone Blvd, Norwalk, CA, USA",LEED Retail CI 1.0 Pilot,http://www.gbig.org/buildings/47871/details,9/6/2012,LEED Retail CI 1.0 Pilot,Profit Org.,90650,TRUE,11/1/2012
10799275,LEED,"670 Palomar St, Chula Vista, CA, USA",LEED Retail CI 1.0 Pilot,http://www.gbig.org/buildings/72775/details,9/6/2012,LEED Retail CI 1.0 Pilot,Profit Org.,91911,TRUE,11/1/2012
10799277,LEED,"9760 Winter Gardens Boulevard, Lakeside, CA, USA",LEED Retail CI 1.0 Pilot,http://www.gbig.org/buildings/122051/details,11/1/2012,LEED Retail CI 1.0 Pilot,Profit Org.,92040,TRUE,11/1/2012
10799278,LEED,"1552 Rosecrans St, San Diego, CA, USA",LEED Retail CI 1.0 Pilot,http://www.gbig.org/buildings/52830/details,9/6/2012,LEED Retail CI 1.0 Pilot,Profit Org.,92106,TRUE,11/1/2012
10830719,LEED,"925 West Arrow Highway, San Dimas Plaza, San Dimas, CA, USA",LEED CI 2.0,http://www.gbig.org/buildings/84387/details,2/21/2013,LEED CI 2.0,Profit Org.,91773,FALSE,NA
10832204,LEED,"4135 East Pacific Coast Highway, Torrance, CA, USA",LEED CI 2.0,http://www.gbig.org/buildings/123630/details,2/21/2013,LEED CI 2.0,Profit Org.,90505,FALSE,NA
10832231,LEED,"717 West Olympic Boulevard, Los Angeles, CA, USA",LEED CI 2.0,http://www.gbig.org/buildings/73851/details,3/13/2013,LEED CI 2.0,Profit Org.,90015,FALSE,NA
10832265,LEED,"35040 Newark Boulevard, Newark, CA, USA",LEED Retail CI 1.0 Pilot,http://www.gbig.org/buildings/85720/details,12/10/2012,LEED Retail CI 1.0 Pilot,Profit Org.,94560,TRUE,12/10/2012
10832273,LEED,"3801 Martin Luther King Junior Boulevard, Lynwood, CA, USA",LEED Retail CI 1.0 Pilot,http://www.gbig.org/buildings/85723/details,12/10/2012,LEED Retail CI 1.0 Pilot,Profit Org.,90262,TRUE,12/10/2012
