,project_source_id,Activity Type,Owner Type,Space Type,Project Size,Certification date,CBSA,USGBC Chapter,EPA Region,ASHRAE Climate Zone,Urban Rural Classification,Electric Utility Provider,address,building.URL,rating_program_name
1985,10250815,LEED,K-12 Education,Higher Ed,"31,500 sq ft",December 03 2013,"San Diego-Carlsbad-San Marcos, CA Metropolitan Statistical Area",San Diego Chapter,EPA Region 9: Pacific Southwest,ASHRAE Climate Zone #3,NCHS Urban-Rural Classification: Large central metro,San Diego Gas & Electric Co.,"820 4th Avenue, Chula Vista, CA, USA",http://www.gbig.org/buildings/110317,LEED for Schools 2007
1986,10250828,LEED,K-12 Education,Higher Ed,"81,000 sq ft",December 03 2013,"San Diego-Carlsbad-San Marcos, CA Metropolitan Statistical Area",San Diego Chapter,EPA Region 9: Pacific Southwest,ASHRAE Climate Zone #3,NCHS Urban-Rural Classification: Large central metro,San Diego Gas & Electric Co.,"2900 Highland Avenue, National City, CA, USA",http://www.gbig.org/buildings/110318,LEED for Schools 2007
1987,10248094,LEED,K-12 Education,K-12,"25,005 sq ft",April 03 2013,"Los Angeles-Long Beach-Santa Ana, CA Metropolitan Statistical Area",Los Angeles Chapter,EPA Region 9: Pacific Southwest,ASHRAE Climate Zone #3,NCHS Urban-Rural Classification: Large central metro,Pasadena Water & Power Dept.,"1030 East California Boulevard, Pasadena, CA, USA",http://www.gbig.org/buildings/110295,LEED for Schools 2007
1988,10248097,LEED,K-12 Education,K-12,"33,608 sq ft",January 03 2012,"Los Angeles-Long Beach-Santa Ana, CA Metropolitan Statistical Area",Los Angeles Chapter,EPA Region 9: Pacific Southwest,ASHRAE Climate Zone #3,NCHS Urban-Rural Classification: Large central metro,Pasadena Water & Power Dept.,"1030 East California Boulevard, Pasadena, CA, USA",http://www.gbig.org/buildings/110295,LEED for Schools 2007
1989,10233363,LEED,K-12 Education,Higher Ed,"22,000 sq ft",January 05 2011,"San Francisco-Oakland-Fremont, CA Metropolitan Statistical Area",Northern California Chapter,EPA Region 9: Pacific Southwest,ASHRAE Climate Zone #3,NCHS Urban-Rural Classification: Large fringe metro,Pacific Gas and Electric Co.,"1400 Alameda De Las Pulgas, Belmont, CA, USA",http://www.gbig.org/buildings/111031,LEED for Schools 2007
1990,10210806,LEED,K-12 Education,Higher Ed,"34,910 sq ft",October 20 2010,"Los Angeles-Long Beach-Santa Ana, CA Metropolitan Statistical Area",Los Angeles Chapter,EPA Region 9: Pacific Southwest,ASHRAE Climate Zone #3,NCHS Urban-Rural Classification: Large central metro,Los Angeles Dept. of Water & Power,"11350 Palms Blvd, Los Angeles, CA, USA",http://www.gbig.org/buildings/24530,LEED for Schools 2007
1991,10184174,LEED,K-12 Education,K-12,"40,000 sq ft",August 30 2010,"Los Angeles-Long Beach-Santa Ana, CA Metropolitan Statistical Area",Los Angeles Chapter,EPA Region 9: Pacific Southwest,ASHRAE Climate Zone #3,NCHS Urban-Rural Classification: Large central metro,Southern California Edison Co.,"8255 Beach St, Los Angeles, CA, USA",http://www.gbig.org/buildings/20819,LEED for Schools 2007
1992,10176199,LEED,K-12 Education,Higher Ed,"116,000 sq ft",NA,"San Francisco-Oakland-Fremont, CA Metropolitan Statistical Area",Northern California Chapter,EPA Region 9: Pacific Southwest,ASHRAE Climate Zone #3,NCHS Urban-Rural Classification: Large fringe metro,Pacific Gas and Electric Co.,"50 Valparaiso Ave, Atherton, CA, USA",http://www.gbig.org/buildings/15963,LEED for Schools 2007
1993,10173618,LEED,K-12 Education,K-12,"75,714 sq ft",October 28 2009,"Los Angeles-Long Beach-Santa Ana, CA Metropolitan Statistical Area",Los Angeles Chapter,EPA Region 9: Pacific Southwest,ASHRAE Climate Zone #3,NCHS Urban-Rural Classification: Large central metro,Los Angeles Dept. of Water & Power,"1639 East 27th Street, Los Angeles, CA, USA",http://www.gbig.org/buildings/114092,LEED for Schools 2007
1994,10170423,LEED,K-12 Education,K-12,"53,872 sq ft",April 24 2013,"Vallejo-Fairfield, CA Metropolitan Statistical Area",Northern California Chapter,EPA Region 9: Pacific Southwest,NA,NCHS Urban-Rural Classification: Medium metro,Pacific Gas and Electric Co.,"1355 Marshall Rd, Vacaville, CA, USA",http://www.gbig.org/buildings/4001,LEED for Schools 2007
1995,10205807,LEED,K-12 Education,K-12,"26,500 sq ft",December 03 2013,"San Diego-Carlsbad-San Marcos, CA Metropolitan Statistical Area",San Diego Chapter,EPA Region 9: Pacific Southwest,ASHRAE Climate Zone #3,NCHS Urban-Rural Classification: Large central metro,San Diego Gas & Electric Co.,"3250 Palm Ave, San Diego, CA, USA",http://www.gbig.org/buildings/12130,LEED for Schools 2007
1996,10201922,LEED,K-12 Education,K-12,"56,100 sq ft",December 03 2013,"San Diego-Carlsbad-San Marcos, CA Metropolitan Statistical Area",San Diego Chapter,EPA Region 9: Pacific Southwest,ASHRAE Climate Zone #3,NCHS Urban-Rural Classification: Large central metro,San Diego Gas & Electric Co.,"555 Claire Ave, Chula Vista, CA, USA",http://www.gbig.org/buildings/17150,LEED for Schools 2007
1997,10201924,LEED,K-12 Education,K-12,"21,000 sq ft",January 22 2014,"San Diego-Carlsbad-San Marcos, CA Metropolitan Statistical Area",San Diego Chapter,EPA Region 9: Pacific Southwest,ASHRAE Climate Zone #3,NCHS Urban-Rural Classification: Large central metro,San Diego Gas & Electric Co.,"415 5th Ave, Chula Vista, CA, USA",http://www.gbig.org/buildings/36490,LEED for Schools 2007
1998,10199315,LEED,K-12 Education,K-12,"31,093 sq ft",February 11 2014,"San Diego-Carlsbad-San Marcos, CA Metropolitan Statistical Area",San Diego Chapter,EPA Region 9: Pacific Southwest,ASHRAE Climate Zone #3,NCHS Urban-Rural Classification: Large central metro,San Diego Gas & Electric Co.,"1701 D Ave, National City, CA, USA",http://www.gbig.org/buildings/28194,LEED for Schools 2007
1999,10199321,LEED,K-12 Education,K-12,"17,568 sq ft",NA,"San Diego-Carlsbad-San Marcos, CA Metropolitan Statistical Area",San Diego Chapter,EPA Region 9: Pacific Southwest,ASHRAE Climate Zone #3,NCHS Urban-Rural Classification: Large central metro,San Diego Gas & Electric Co.,"1701 D Ave, National City, CA, USA",http://www.gbig.org/buildings/28194,LEED for Schools 2007
2000,10199325,LEED,K-12 Education,K-12,"34,752 sq ft",January 03 2014,"San Diego-Carlsbad-San Marcos, CA Metropolitan Statistical Area",San Diego Chapter,EPA Region 9: Pacific Southwest,ASHRAE Climate Zone #3,NCHS Urban-Rural Classification: Large central metro,San Diego Gas & Electric Co.,"1685 Hollister St, San Diego, CA, USA",http://www.gbig.org/buildings/28074,LEED for Schools 2007
2001,10429811,LEED,Corporate,Retail,"1,800 sq ft",April 13 2009,"Riverside-San Bernardino-Ontario, CA Metropolitan Statistical Area",Inland Empire Chapter,EPA Region 9: Pacific Southwest,NA,NCHS Urban-Rural Classification: Large central metro,NA,"6205 Pats Ranch Road, Mira Loma, CA, USA",http://www.gbig.org/buildings/371547,LEED Retail CI 1.0 Pilot
2002,10429971,LEED,Corporate,Retail,"2,400 sq ft",April 13 2009,"Riverside-San Bernardino-Ontario, CA Metropolitan Statistical Area",Inland Empire Chapter,EPA Region 9: Pacific Southwest,NA,NCHS Urban-Rural Classification: Large central metro,NA,"34481 Date Palm Dr #2a, Cathedral City, CA, USA",http://www.gbig.org/buildings/1310659,LEED Retail CI 1.0 Pilot
2003,10433685,LEED,Corporate,Retail,"3,100 sq ft",April 02 2008,"Riverside-San Bernardino-Ontario, CA Metropolitan Statistical Area",Inland Empire Chapter,EPA Region 9: Pacific Southwest,NA,NCHS Urban-Rural Classification: Large fringe metro,Southern California Edison Co.,"2515 North Phil Ochs Avenue, Rialto, CA, USA",http://www.gbig.org/buildings/573563,LEED Retail CI 1.0 Pilot
2004,10433758,LEED,Corporate,Retail,"3,040 sq ft",April 02 2008,"Fresno, CA Metropolitan Statistical Area",Central California Chapter,EPA Region 9: Pacific Southwest,NA,NCHS Urban-Rural Classification: Medium metro,Pacific Gas and Electric Co.,"CA, Fresno, CA, USA",http://www.gbig.org/buildings/786438,LEED Retail CI 1.0 Pilot
2005,10433869,LEED,Corporate,Retail,"1,997 sq ft",April 02 2008,"Los Angeles-Long Beach-Santa Ana, CA Metropolitan Statistical Area",Los Angeles Chapter,EPA Region 9: Pacific Southwest,NA,NCHS Urban-Rural Classification: Large central metro,Southern California Edison Co.,"Montebello Genocide Memorial, Montebello, CA, USA",http://www.gbig.org/buildings/1047016,LEED Retail CI 1.0 Pilot
2006,10434021,LEED,Corporate,Retail,"1,364 sq ft",April 02 2008,"Los Angeles-Long Beach-Santa Ana, CA Metropolitan Statistical Area",Los Angeles Chapter,EPA Region 9: Pacific Southwest,NA,NCHS Urban-Rural Classification: Large central metro,NA,"14417 Roscoe Blvd b, Panorama City, CA, USA",http://www.gbig.org/buildings/1310678,LEED Retail CI 1.0 Pilot
2007,10434063,LEED,Corporate,Retail,"2,000 sq ft",April 02 2008,"Los Angeles-Long Beach-Santa Ana, CA Metropolitan Statistical Area",Los Angeles Chapter,EPA Region 9: Pacific Southwest,NA,NCHS Urban-Rural Classification: Large central metro,Los Angeles Dept. of Water & Power,"3114 1/2 North Main Street, Los Angeles, CA, USA",http://www.gbig.org/buildings/972929,LEED Retail CI 1.0 Pilot
2008,10570965,LEED,Corporate,Retail,"1,700 sq ft",July 28 2010,"San Diego-Carlsbad-San Marcos, CA Metropolitan Statistical Area",San Diego Chapter,EPA Region 9: Pacific Southwest,ASHRAE Climate Zone #3,NCHS Urban-Rural Classification: Large central metro,San Diego Gas & Electric Co.,"7625 Linda Vista Rd, San Diego, CA, USA",http://www.gbig.org/buildings/42248,LEED Retail CI 1.0 Pilot
2009,10609159,LEED,Federal Government,Office,"20,160 sq ft",April 25 2012,"San Diego-Carlsbad-San Marcos, CA Metropolitan Statistical Area",San Diego Chapter,EPA Region 9: Pacific Southwest,NA,NCHS Urban-Rural Classification: Large central metro,NA,"20250 Vandegrift Blvd, Oceanside, CA, USA",http://www.gbig.org/buildings/1264678,LEED CS 2.0
2010,10439038,LEED,Investor,Office,"29,660 sq ft",NA,"Los Angeles-Long Beach-Santa Ana, CA Metropolitan Statistical Area",Los Angeles Chapter,EPA Region 9: Pacific Southwest,ASHRAE Climate Zone #3,NCHS Urban-Rural Classification: Large central metro,Southern California Edison Co.,"828 Silver Spur Rd, Rolling Hills Estates, CA, USA",http://www.gbig.org/buildings/20833,LEED CS 2.0
2011,10439978,LEED,Investor,Warehouse and Distribution,"139,674 sq ft",NA,"Los Angeles-Long Beach-Santa Ana, CA Metropolitan Statistical Area",Los Angeles Chapter,EPA Region 9: Pacific Southwest,ASHRAE Climate Zone #3,NCHS Urban-Rural Classification: Large central metro,Southern California Edison Co.,"14439 S Avalon Blvd, Gardena, CA, USA",http://www.gbig.org/buildings/26777,LEED CS 2.0
2012,10440042,LEED,Investor,Industrial Manufacturing,"150,109 sq ft",NA,"Riverside-San Bernardino-Ontario, CA Metropolitan Statistical Area",Inland Empire Chapter,EPA Region 9: Pacific Southwest,ASHRAE Climate Zone #3,NCHS Urban-Rural Classification: Large central metro,Riverside Public Utilities Dept.,"1100 Citrus St, Riverside, CA, USA",http://www.gbig.org/buildings/24060,LEED CS 2.0
2013,10440055,LEED,Investor,Industrial Manufacturing,"46,840 sq ft",NA,"Riverside-San Bernardino-Ontario, CA Metropolitan Statistical Area",Inland Empire Chapter,EPA Region 9: Pacific Southwest,ASHRAE Climate Zone #3,NCHS Urban-Rural Classification: Large central metro,Riverside Public Utilities Dept.,"1080 Citrus St, Riverside, CA, USA",http://www.gbig.org/buildings/23848,LEED CS 2.0
2014,10440084,LEED,Investor,Industrial Manufacturing,"207,718 sq ft",NA,"Riverside-San Bernardino-Ontario, CA Metropolitan Statistical Area",Inland Empire Chapter,EPA Region 9: Pacific Southwest,ASHRAE Climate Zone #3,NCHS Urban-Rural Classification: Large fringe metro,Southern California Edison Co.,"2600 S Stanford Ave, Ontario, CA, USA",http://www.gbig.org/buildings/10017,LEED CS 2.0
2015,10440107,LEED,Investor,Industrial Manufacturing,"105,014 sq ft",NA,"Riverside-San Bernardino-Ontario, CA Metropolitan Statistical Area",Inland Empire Chapter,EPA Region 9: Pacific Southwest,ASHRAE Climate Zone #3,NCHS Urban-Rural Classification: Large fringe metro,Southern California Edison Co.,"4070 Greystone Dr, Ontario, CA, USA",http://www.gbig.org/buildings/36301,LEED CS 2.0
2016,10440383,LEED,Corporate,Office,"230,518 sq ft",NA,"San Francisco-Oakland-Fremont, CA Metropolitan Statistical Area",Northern California Chapter,EPA Region 9: Pacific Southwest,NA,NCHS Urban-Rural Classification: Large fringe metro,Pacific Gas and Electric Co.,"6131 Bollinger Canyon Rd, San Ramon, CA, USA",http://www.gbig.org/buildings/40331,LEED CS 2.0
2017,10422933,LEED,Investor,Industrial Manufacturing,"617,919 sq ft",NA,"Riverside-San Bernardino-Ontario, CA Metropolitan Statistical Area",Inland Empire Chapter,EPA Region 9: Pacific Southwest,NA,NCHS Urban-Rural Classification: Large central metro,NA,"29737 New Hub Dr #102, Sun City, CA, USA",http://www.gbig.org/buildings/1399656,LEED CS 2.0
2018,10422967,LEED,Investor,Industrial Manufacturing,"209,858 sq ft",NA,"Riverside-San Bernardino-Ontario, CA Metropolitan Statistical Area",Inland Empire Chapter,EPA Region 9: Pacific Southwest,NA,NCHS Urban-Rural Classification: Large central metro,NA,"Zeiders RD & Ciccotti ST., Menifee, CA, USA",http://www.gbig.org/buildings/605250,LEED CS 2.0
2019,10420424,LEED,Investor,Other,"3,700 sq ft",NA,"Sacramento--Arden-Arcade--Roseville, CA Metropolitan Statistical Area",Northern California Chapter,EPA Region 9: Pacific Southwest,ASHRAE Climate Zone #3,NCHS Urban-Rural Classification: Large fringe metro,Pacific Gas and Electric Co.,"3743 Faraday Ave, Davis, CA, USA",http://www.gbig.org/buildings/35520,LEED CS 2.0
2020,10420443,LEED,Investor,Other,"37,400 sq ft",NA,"Sacramento--Arden-Arcade--Roseville, CA Metropolitan Statistical Area",Northern California Chapter,EPA Region 9: Pacific Southwest,ASHRAE Climate Zone #3,NCHS Urban-Rural Classification: Large fringe metro,Pacific Gas and Electric Co.,"3703 Faraday Ave, Davis, CA, USA",http://www.gbig.org/buildings/13261,LEED CS 2.0
2021,10420451,LEED,Investor,Other,"29,460 sq ft",NA,"Sacramento--Arden-Arcade--Roseville, CA Metropolitan Statistical Area",Northern California Chapter,EPA Region 9: Pacific Southwest,ASHRAE Climate Zone #3,NCHS Urban-Rural Classification: Large fringe metro,Pacific Gas and Electric Co.,"3723 Faraday Ave, Davis, CA, USA",http://www.gbig.org/buildings/35483,LEED CS 2.0
2022,10481970,LEED,Investor,Office,"15,000 sq ft",July 15 2014,"San Jose-Sunnyvale-Santa Clara, CA Metropolitan Statistical Area",Northern California Chapter,EPA Region 9: Pacific Southwest,ASHRAE Climate Zone #3,NCHS Urban-Rural Classification: Large central metro,Palo Alto Utilities Dept.,"317 University Ave, Palo Alto, CA, USA",http://www.gbig.org/buildings/11856,LEED CS 2.0
2023,10481424,LEED,Investor,Office: Mixed Use,"900,000 sq ft",NA,"San Jose-Sunnyvale-Santa Clara, CA Metropolitan Statistical Area",Northern California Chapter,EPA Region 9: Pacific Southwest,ASHRAE Climate Zone #3,NCHS Urban-Rural Classification: Large central metro,Pacific Gas and Electric Co.,"2315 N 1st St, San Jose, CA, USA",http://www.gbig.org/buildings/9118,LEED CS 2.0
2024,10485575,LEED,Investor,Office,"71,503 sq ft",January 04 2011,"Riverside-San Bernardino-Ontario, CA Metropolitan Statistical Area",Inland Empire Chapter,EPA Region 9: Pacific Southwest,ASHRAE Climate Zone #3,NCHS Urban-Rural Classification: Large fringe metro,Southern California Edison Co.,"658 East Brier Drive, Argosy University Inland Empire, San Bernardino, CA, USA",http://www.gbig.org/buildings/90241,LEED CS 2.0
2025,10492678,LEED,Investor,Office,"72,924 sq ft",NA,"Sacramento--Arden-Arcade--Roseville, CA Metropolitan Statistical Area",NA,EPA Region 9: Pacific Southwest,ASHRAE Climate Zone #3,NCHS Urban-Rural Classification: Large central metro,Sacramento Municipal Utility District,"10101OldPlacervilleRoad,RanchoCordova,CA,USA",http://www.gbig.org/buildings/115228,LEED CS 2.0
2026,10492715,LEED,Investor,Office,"72,924 sq ft",NA,"Sacramento--Arden-Arcade--Roseville, CA Metropolitan Statistical Area",NA,EPA Region 9: Pacific Southwest,ASHRAE Climate Zone #3,NCHS Urban-Rural Classification: Large central metro,Sacramento Municipal Utility District,"10121OldPlacervilleRoad,RanchoCordova,CA,USA",http://www.gbig.org/buildings/115229,LEED CS 2.0
2027,10496769,LEED,Local Government,Office,"25,000 sq ft",October 08 2010,"San Diego-Carlsbad-San Marcos, CA Metropolitan Statistical Area",San Diego Chapter,EPA Region 9: Pacific Southwest,ASHRAE Climate Zone #3,NCHS Urban-Rural Classification: Large central metro,San Diego Gas & Electric Co.,"10021 Willow Creek Rd, San Diego, CA, USA",http://www.gbig.org/buildings/974,LEED CS 2.0
2028,10496849,LEED,Investor,Office,10 Million sq ft,NA,"San Jose-Sunnyvale-Santa Clara, CA Metropolitan Statistical Area",Northern California Chapter,EPA Region 9: Pacific Southwest,NA,NCHS Urban-Rural Classification: Large central metro,Pacific Gas and Electric Co.,"1000 Enterprise Way, Sunnyvale, CA, USA",http://www.gbig.org/buildings/786034,LEED CS 2.0
2029,10496850,LEED,Investor,Office,"625,952 sq ft",May 21 2013,"San Jose-Sunnyvale-Santa Clara, CA Metropolitan Statistical Area",Northern California Chapter,EPA Region 9: Pacific Southwest,NA,NCHS Urban-Rural Classification: Large central metro,Pacific Gas and Electric Co.,"1000 Enterprise Way, Sunnyvale, CA, USA",http://www.gbig.org/buildings/786034,LEED CS 2.0
2030,10496853,LEED,Investor,Office,"999,999 sq ft",NA,"San Jose-Sunnyvale-Santa Clara, CA Metropolitan Statistical Area",Northern California Chapter,EPA Region 9: Pacific Southwest,NA,NCHS Urban-Rural Classification: Large central metro,Pacific Gas and Electric Co.,"1000 Enterprise Way, Sunnyvale, CA, USA",http://www.gbig.org/buildings/786034,LEED CS 2.0
2031,10497157,LEED,Investor,Lodging,"750,000 sq ft",NA,"Los Angeles-Long Beach-Santa Ana, CA Metropolitan Statistical Area",Los Angeles Chapter,EPA Region 9: Pacific Southwest,ASHRAE Climate Zone #3,NCHS Urban-Rural Classification: Large central metro,Los Angeles Dept. of Water & Power,"930 Wilshire Blvd, Los Angeles, CA, USA",http://www.gbig.org/buildings/44096,LEED CS 2.0
2032,10497158,LEED,Investor,Office,1.5 Million sq ft,NA,"Los Angeles-Long Beach-Santa Ana, CA Metropolitan Statistical Area",Los Angeles Chapter,EPA Region 9: Pacific Southwest,ASHRAE Climate Zone #3,NCHS Urban-Rural Classification: Large central metro,Los Angeles Dept. of Water & Power,"930 Wilshire Blvd, Los Angeles, CA, USA",http://www.gbig.org/buildings/44096,LEED CS 2.0
2033,10501629,LEED,Investor,Laboratory,"102,698 sq ft",April 13 2016,"San Francisco-Oakland-Fremont, CA Metropolitan Statistical Area",Northern California Chapter,EPA Region 9: Pacific Southwest,ASHRAE Climate Zone #3,NCHS Urban-Rural Classification: Large central metro,Pacific Gas and Electric Co.,"740 Heinz Avenue, Berkeley, CA, USA",http://www.gbig.org/buildings/89851,LEED CS 2.0
2034,10502286,LEED,Investor,Office,"21,087 sq ft",NA,"Stockton, CA Metropolitan Statistical Area",Northern California Chapter,EPA Region 9: Pacific Southwest,ASHRAE Climate Zone #3,NCHS Urban-Rural Classification: Medium metro,Pacific Gas and Electric Co.,"604 San Juan Ave, Stockton, CA, USA",http://www.gbig.org/buildings/40158,LEED CS 2.0
2035,10509187,LEED,Investor,Office,"9,500 sq ft",NA,"San Francisco-Oakland-Fremont, CA Metropolitan Statistical Area",Redwood Empire Chapter,EPA Region 9: Pacific Southwest,ASHRAE Climate Zone #3,NCHS Urban-Rural Classification: Large fringe metro,Pacific Gas and Electric Co.,"999 S Novato Blvd, Novato, CA, USA",http://www.gbig.org/buildings/22374,LEED CS 2.0
2036,10508264,LEED,Investor,Retail,"32,650 sq ft",June 27 2014,"Los Angeles-Long Beach-Santa Ana, CA Metropolitan Statistical Area",Los Angeles Chapter,EPA Region 9: Pacific Southwest,ASHRAE Climate Zone #3,NCHS Urban-Rural Classification: Large central metro,Southern California Edison Co.,"28912 Roadside Dr, Whizins Mall Shopping Center, Agoura Hills, CA, USA",http://www.gbig.org/buildings/10696,LEED CS 2.0
2037,10512530,LEED,Investor,Office,"57,000 sq ft",NA,"Sacramento--Arden-Arcade--Roseville, CA Metropolitan Statistical Area",Northern California Chapter,EPA Region 9: Pacific Southwest,ASHRAE Climate Zone #3,NCHS Urban-Rural Classification: Large central metro,Sacramento Municipal Utility District,"10799 International Dr, Rancho Cordova, CA, USA",http://www.gbig.org/buildings/23830,LEED CS 2.0
2038,10519003,LEED,Investor,Office,"15,062 sq ft",NA,"Los Angeles-Long Beach-Santa Ana, CA Metropolitan Statistical Area",Orange County Chapter,EPA Region 9: Pacific Southwest,ASHRAE Climate Zone #3,NCHS Urban-Rural Classification: Large central metro,Southern California Edison Co.,"3170 Pullman St, Costa Mesa, CA, USA",http://www.gbig.org/buildings/11860,LEED CS 2.0
2039,10520863,LEED,Investor,Laboratory,"500,000 sq ft",NA,"San Francisco-Oakland-Fremont, CA Metropolitan Statistical Area",Northern California Chapter,EPA Region 9: Pacific Southwest,ASHRAE Climate Zone #3,NCHS Urban-Rural Classification: Large fringe metro,Pacific Gas and Electric Co.,"375 Oyster Point Boulevard, South San Francisco, CA, USA",http://www.gbig.org/buildings/115497,LEED CS 2.0
2040,10523352,LEED,Investor,Laboratory,"138,342 sq ft",NA,"San Francisco-Oakland-Fremont, CA Metropolitan Statistical Area",Northern California Chapter,EPA Region 9: Pacific Southwest,ASHRAE Climate Zone #3,NCHS Urban-Rural Classification: Large central metro,Pacific Gas and Electric Co.,"5812 Hollis St, Emeryville, CA, USA",http://www.gbig.org/buildings/39730,LEED CS 2.0
2041,10523791,LEED,Investor,Laboratory,"45,963 sq ft",April 11 2013,"San Diego-Carlsbad-San Marcos, CA Metropolitan Statistical Area",San Diego Chapter,EPA Region 9: Pacific Southwest,ASHRAE Climate Zone #3,NCHS Urban-Rural Classification: Large central metro,San Diego Gas & Electric Co.,"6275 Nancy Ridge Dr, San Diego, CA, USA",http://www.gbig.org/buildings/18346,LEED CS 2.0
2042,10523841,LEED,Investor,Office,"73,306 sq ft",April 14 2013,"San Diego-Carlsbad-San Marcos, CA Metropolitan Statistical Area",San Diego Chapter,EPA Region 9: Pacific Southwest,ASHRAE Climate Zone #3,NCHS Urban-Rural Classification: Large central metro,San Diego Gas & Electric Co.,"11119 North Torrey Pines Road, La Jolla, CA, USA",http://www.gbig.org/buildings/48086,LEED CS 2.0
2043,10523866,LEED,Investor,Office,"51,771 sq ft",May 10 2012,"San Diego-Carlsbad-San Marcos, CA Metropolitan Statistical Area",San Diego Chapter,EPA Region 9: Pacific Southwest,ASHRAE Climate Zone #3,NCHS Urban-Rural Classification: Large central metro,San Diego Gas & Electric Co.,"6455 Nancy Ridge Dr, San Diego, CA, USA",http://www.gbig.org/buildings/40781,LEED CS 2.0
2044,10524167,LEED,Local Government,Office: Mixed Use,"19,174 sq ft",March 25 2013,"Los Angeles-Long Beach-Santa Ana, CA Metropolitan Statistical Area",Orange County Chapter,EPA Region 9: Pacific Southwest,NA,NCHS Urban-Rural Classification: Large central metro,Southern California Edison Co.,"15505 Sand Canyon Ave, Irvine, CA, USA",http://www.gbig.org/buildings/27480,LEED CS 2.0
2045,10525460,LEED,Investor,Office,"70,309 sq ft",NA,"Los Angeles-Long Beach-Santa Ana, CA Metropolitan Statistical Area",Orange County Chapter,EPA Region 9: Pacific Southwest,ASHRAE Climate Zone #3,NCHS Urban-Rural Classification: Large central metro,Southern California Edison Co.,"500 City Pkwy W, Orange, CA, USA",http://www.gbig.org/buildings/15997,LEED CS 2.0
2046,10525483,LEED,Investor,Office,"194,421 sq ft",NA,"Los Angeles-Long Beach-Santa Ana, CA Metropolitan Statistical Area",Orange County Chapter,EPA Region 9: Pacific Southwest,ASHRAE Climate Zone #3,NCHS Urban-Rural Classification: Large central metro,Southern California Edison Co.,"505 City Pkwy W, Orange, CA, USA",http://www.gbig.org/buildings/16276,LEED CS 2.0
2047,10525514,LEED,Investor,Office,"192,745 sq ft",NA,"Los Angeles-Long Beach-Santa Ana, CA Metropolitan Statistical Area",Orange County Chapter,EPA Region 9: Pacific Southwest,ASHRAE Climate Zone #3,NCHS Urban-Rural Classification: Large central metro,Southern California Edison Co.,"600 City Pkwy W, Orange, CA, USA",http://www.gbig.org/buildings/39971,LEED CS 2.0
2048,10529369,LEED,Investor,Office,"12,144 sq ft",December 20 2010,"San Francisco-Oakland-Fremont, CA Metropolitan Statistical Area",Northern California Chapter,EPA Region 9: Pacific Southwest,ASHRAE Climate Zone #3,NCHS Urban-Rural Classification: Large fringe metro,Pacific Gas and Electric Co.,"3130 Alpine Rd, Ladera Shopping Center, Portola Valley, CA, USA",http://www.gbig.org/buildings/33898,LEED CS 2.0
2049,10529518,LEED,Higher Education,Laboratory,"84,003 sq ft",January 29 2018,"Santa Barbara-Santa Maria-Goleta, CA Metropolitan Statistical Area",California Central Coast Chapter,EPA Region 9: Pacific Southwest,NA,NCHS Urban-Rural Classification: Medium metro,NA,"494 UCEN Rd, Isla Vista, CA, USA",http://www.gbig.org/buildings/1310865,LEED NC 2.2
2050,10526904,LEED,Corporate,Lodging,"46,738 sq ft",December 17 2012,"Los Angeles-Long Beach-Santa Ana, CA Metropolitan Statistical Area",Los Angeles Chapter,EPA Region 9: Pacific Southwest,ASHRAE Climate Zone #3,NCHS Urban-Rural Classification: Large central metro,Los Angeles Dept. of Water & Power,"6317 Wilshire Boulevard, Los Angeles, CA, USA",http://www.gbig.org/buildings/90090,LEED NC 2.2
2051,10526917,LEED,Local Government,Public Assembly,"59,826 sq ft",September 17 2013,"Los Angeles-Long Beach-Santa Ana, CA Metropolitan Statistical Area",Orange County Chapter,EPA Region 9: Pacific Southwest,ASHRAE Climate Zone #3,NCHS Urban-Rural Classification: Large central metro,Southern California Edison Co.,"340 W Commonwealth Ave, Fullerton, CA, USA",http://www.gbig.org/buildings/34691,LEED NC 2.2
2052,10527992,LEED,Non-profit,Multi-Family Residential,"55,064 sq ft",NA,"Los Angeles-Long Beach-Santa Ana, CA Metropolitan Statistical Area",Los Angeles Chapter,EPA Region 9: Pacific Southwest,ASHRAE Climate Zone #3,NCHS Urban-Rural Classification: Large central metro,Los Angeles Dept. of Water & Power,"626 S Alvarado St, Los Angeles, CA, USA",http://www.gbig.org/buildings/18330,LEED NC 2.2
2053,10528511,LEED,Federal Government,Military Base,"23,935 sq ft",NA,"San Diego-Carlsbad-San Marcos, CA Metropolitan Statistical Area",San Diego Chapter,EPA Region 9: Pacific Southwest,NA,NCHS Urban-Rural Classification: Large central metro,NA,"20250 Vandegrift Blvd, Oceanside, CA, USA",http://www.gbig.org/buildings/1264678,LEED NC 2.2
2054,10528624,LEED,Federal Government,Military Base,"29,493 sq ft",NA,"San Diego-Carlsbad-San Marcos, CA Metropolitan Statistical Area",San Diego Chapter,EPA Region 9: Pacific Southwest,NA,NCHS Urban-Rural Classification: Large central metro,San Diego Gas & Electric Co.,"Manchester Child Development Center, University of San Diego, San Diego, CA, USA",http://www.gbig.org/buildings/790787,LEED NC 2.2
