,project_source_id,Activity Type,Owner Type,Space Type,Project Size,Certification date,CBSA,USGBC Chapter,EPA Region,ASHRAE Climate Zone,Urban Rural Classification,Electric Utility Provider,address,building.URL,rating_program_name
6009,11030992,LEED,NA,Retail,"3,498 sq ft",December 13 2016,"Los Angeles-Long Beach-Santa Ana, CA Metropolitan Statistical Area",Los Angeles Chapter,EPA Region 9: Pacific Southwest,NA,NCHS Urban-Rural Classification: Large central metro,Los Angeles Dept. of Water & Power,"1859 Hillhurst Ave, Los Angeles, CA, USA",http://www.gbig.org/buildings/1043849,LEED Retail CI 1.0 Pilot
6010,11030995,LEED,NA,Retail,"2,200 sq ft",December 13 2016,"Los Angeles-Long Beach-Santa Ana, CA Metropolitan Statistical Area",Los Angeles Chapter,EPA Region 9: Pacific Southwest,NA,NCHS Urban-Rural Classification: Large central metro,Southern California Edison Co.,"2301 Wilshire Blvd, Santa Monica, CA, USA",http://www.gbig.org/buildings/1043851,LEED Retail CI 1.0 Pilot
6011,11031029,LEED,NA,Retail,"4,350 sq ft",October 28 2015,"Los Angeles-Long Beach-Santa Ana, CA Metropolitan Statistical Area",Los Angeles Chapter,EPA Region 9: Pacific Southwest,NA,NCHS Urban-Rural Classification: Large central metro,Los Angeles Dept. of Water & Power,"Los Angeles, CA, USA",http://www.gbig.org/buildings/123396,LEED Retail CI 1.0 Pilot
6012,11039649,LEED,NA,Retail,"2,470 sq ft",December 11 2015,"Los Angeles-Long Beach-Santa Ana, CA Metropolitan Statistical Area",Los Angeles Chapter,EPA Region 9: Pacific Southwest,NA,NCHS Urban-Rural Classification: Large central metro,Los Angeles Dept. of Water & Power,"12746 Jefferson Blvd #2140, Playa Vista, CA, USA",http://www.gbig.org/buildings/1048458,LEED Retail CI 1.0 Pilot
6013,11039650,LEED,NA,Retail,"3,903 sq ft",December 11 2015,"San Diego-Carlsbad-San Marcos, CA Metropolitan Statistical Area",San Diego Chapter,EPA Region 9: Pacific Southwest,NA,NCHS Urban-Rural Classification: Large central metro,San Diego Gas & Electric Co.,"687 South Coast Highway 101, Encinitas, CA, USA",http://www.gbig.org/buildings/239882,LEED Retail CI 1.0 Pilot
6014,11039651,LEED,NA,Retail,"3,500 sq ft",December 11 2015,"Oxnard-Thousand Oaks-Ventura, CA Metropolitan Statistical Area",California Central Coast Chapter,EPA Region 9: Pacific Southwest,NA,NCHS Urban-Rural Classification: Medium metro,Southern California Edison Co.,"970 S Westlake Blvd, Thousand Oaks, CA, USA",http://www.gbig.org/buildings/1048459,LEED Retail CI 1.0 Pilot
6015,11039652,LEED,NA,Retail,"4,500 sq ft",December 11 2015,"San Diego-Carlsbad-San Marcos, CA Metropolitan Statistical Area",San Diego Chapter,EPA Region 9: Pacific Southwest,NA,NCHS Urban-Rural Classification: Large central metro,San Diego Gas & Electric Co.,"3446 Via Mercato, Carlsbad, CA, USA",http://www.gbig.org/buildings/1048460,LEED Retail CI 1.0 Pilot
6016,11016445,LEED,NA,Retail,"4,250 sq ft",August 18 2015,"Los Angeles-Long Beach-Santa Ana, CA Metropolitan Statistical Area",Los Angeles Chapter,EPA Region 9: Pacific Southwest,NA,NCHS Urban-Rural Classification: Large central metro,Los Angeles Dept. of Water & Power,"1305 Sepulveda Boulevard, Torrance, CA, USA",http://www.gbig.org/buildings/1032656,LEED NC 2.2
6017,11011395,LEED,NA,Retail,"3,971 sq ft",August 18 2015,"Los Angeles-Long Beach-Santa Ana, CA Metropolitan Statistical Area",Los Angeles Chapter,EPA Region 9: Pacific Southwest,NA,NCHS Urban-Rural Classification: Large central metro,Los Angeles Dept. of Water & Power,"14059 Ventura Boulevard, Sherman Oaks, CA, USA",http://www.gbig.org/buildings/1032648,LEED CI 2.0
6018,11016442,LEED,NA,Retail,"3,280 sq ft",August 18 2015,"Los Angeles-Long Beach-Santa Ana, CA Metropolitan Statistical Area",Los Angeles Chapter,EPA Region 9: Pacific Southwest,NA,NCHS Urban-Rural Classification: Large central metro,Los Angeles Dept. of Water & Power,"13455 Maxella Avenue, Marina del Rey, CA, USA",http://www.gbig.org/buildings/1032653,LEED CI 2.0
6019,1000060714,LEED,NA,Office,"99,162 sq ft",July 25 2017,"Los Angeles-Long Beach-Santa Ana, CA Metropolitan Statistical Area",Los Angeles Chapter,EPA Region 9: Pacific Southwest,NA,NCHS Urban-Rural Classification: Large central metro,Burbank Public Service Dept.,"203 West Olive Avenue, Burbank, CA, USA",http://www.gbig.org/buildings/1032777,LEED CI 2009
6020,1000060928,LEED,NA,Office,"4,877 sq ft",September 07 2018,"Sacramento--Arden-Arcade--Roseville, CA Metropolitan Statistical Area",Northern California Chapter,EPA Region 9: Pacific Southwest,NA,NCHS Urban-Rural Classification: Large central metro,Sacramento Municipal Utility District,"2020 W El Camino Ave, Sacramento, CA, USA",http://www.gbig.org/buildings/7799,LEED CI 2009
6021,1000060372,LEED,NA,Office,"9,371 sq ft",September 20 2016,"Los Angeles-Long Beach-Santa Ana, CA Metropolitan Statistical Area",Los Angeles Chapter,EPA Region 9: Pacific Southwest,NA,NCHS Urban-Rural Classification: Large central metro,Los Angeles Dept. of Water & Power,"Bible Institute of Los Angeles, 550 South Hope Street, Los Angeles, CA, USA",http://www.gbig.org/buildings/958394,LEED CI 2009
6022,1000060406,LEED,NA,Office,"300,721 sq ft",March 29 2017,"San Francisco-Oakland-Fremont, CA Metropolitan Statistical Area",Northern California Chapter,EPA Region 9: Pacific Southwest,NA,NCHS Urban-Rural Classification: Large central metro,Pacific Gas and Electric Co.,"222 2nd Street, San Francisco, CA, USA",http://www.gbig.org/buildings/434860,LEED CI 2009
6023,1000060474,LEED,NA,Retail,"30,398 sq ft",NA,"Riverside-San Bernardino-Ontario, CA Metropolitan Statistical Area",Inland Empire Chapter,EPA Region 9: Pacific Southwest,NA,NCHS Urban-Rural Classification: Large central metro,Riverside Public Utilities Dept.,"University of California, Riverside, 900 University Avenue, Riverside, CA, USA",http://www.gbig.org/buildings/1032268,LEED CI 2009
6024,1000060574,LEED,NA,Office,"38,979 sq ft",April 20 2016,"San Francisco-Oakland-Fremont, CA Metropolitan Statistical Area",Northern California Chapter,EPA Region 9: Pacific Southwest,NA,NCHS Urban-Rural Classification: Large central metro,Alameda Power & Telecom,"960 Atlantic Avenue, Alameda, CA, USA",http://www.gbig.org/buildings/1032334,LEED CI 2009
6025,1000060108,LEED,NA,Office,"43,220 sq ft",September 29 2016,"Los Angeles-Long Beach-Santa Ana, CA Metropolitan Statistical Area",Los Angeles Chapter,EPA Region 9: Pacific Southwest,NA,NCHS Urban-Rural Classification: Large central metro,Pasadena Water & Power Dept.,"55 S Lake Ave, Pasadena, CA, USA",http://www.gbig.org/buildings/39227,LEED CI 2009
6026,1000061378,LEED,NA,Retail,"17,554 sq ft",August 31 2016,"Los Angeles-Long Beach-Santa Ana, CA Metropolitan Statistical Area",Los Angeles Chapter,EPA Region 9: Pacific Southwest,NA,NCHS Urban-Rural Classification: Large central metro,Southern California Edison Co.,"1322 3rd Street Promenade, Santa Monica, CA, USA",http://www.gbig.org/buildings/147058,LEED CI 2009
6027,1000061379,LEED,NA,Retail,"2,542 sq ft",April 04 2017,"Los Angeles-Long Beach-Santa Ana, CA Metropolitan Statistical Area",Los Angeles Chapter,EPA Region 9: Pacific Southwest,NA,NCHS Urban-Rural Classification: Large central metro,Los Angeles Dept. of Water & Power,"14141 Ventura Boulevard, Sherman Oaks, CA, USA",http://www.gbig.org/buildings/1035724,LEED CI 2009
6028,1000061384,LEED,NA,Retail,"4,147 sq ft",March 10 2016,"San Francisco-Oakland-Fremont, CA Metropolitan Statistical Area",Northern California Chapter,EPA Region 9: Pacific Southwest,NA,NCHS Urban-Rural Classification: Large central metro,Pacific Gas and Electric Co.,"5221 Martinelli Way, Dublin, CA, USA",http://www.gbig.org/buildings/1035729,LEED CI 2009
6029,1000061462,LEED,NA,Office,"22,797 sq ft",August 04 2017,"Sacramento--Arden-Arcade--Roseville, CA Metropolitan Statistical Area",Northern California Chapter,EPA Region 9: Pacific Southwest,NA,NCHS Urban-Rural Classification: Large central metro,Sacramento Municipal Utility District,"2450 Venture Oaks Way, Sacramento, CA, USA",http://www.gbig.org/buildings/31660,LEED CI 2009
6030,1000061527,LEED,NA,Office,"32,427 sq ft",April 29 2016,"San Jose-Sunnyvale-Santa Clara, CA Metropolitan Statistical Area",Northern California Chapter,EPA Region 9: Pacific Southwest,NA,NCHS Urban-Rural Classification: Large central metro,Pacific Gas and Electric Co.,"1020 Enterprise Way, Sunnyvale, CA, USA",http://www.gbig.org/buildings/91987,LEED CI 2009
6031,1000061400,LEED,NA,Retail,"3,455 sq ft",June 14 2016,"San Francisco-Oakland-Fremont, CA Metropolitan Statistical Area",Northern California Chapter,EPA Region 9: Pacific Southwest,NA,NCHS Urban-Rural Classification: Large central metro,Pacific Gas and Electric Co.,"3251 20th Ave, San Francisco, CA, USA",http://www.gbig.org/buildings/12132,LEED CI 2009
6032,1000061646,LEED,NA,Laboratory,"228,539 sq ft",January 28 2019,"San Diego-Carlsbad-San Marcos, CA Metropolitan Statistical Area",San Diego Chapter,EPA Region 9: Pacific Southwest,NA,NCHS Urban-Rural Classification: Large central metro,San Diego Gas & Electric Co.,"5200 Illumina Way, San Diego, CA, USA",http://www.gbig.org/buildings/598476,LEED CI 2009
6033,1000061920,LEED,NA,Office,"106,318 sq ft",August 05 2016,"Los Angeles-Long Beach-Santa Ana, CA Metropolitan Statistical Area",Los Angeles Chapter,EPA Region 9: Pacific Southwest,NA,NCHS Urban-Rural Classification: Large central metro,Southern California Edison Co.,"2 Innovation Way, Pomona, CA, USA",http://www.gbig.org/buildings/966770,LEED CI 2009
6034,1000061923,LEED,NA,Warehouse and Distribution,"60,580 sq ft",June 20 2017,"Riverside-San Bernardino-Ontario, CA Metropolitan Statistical Area",Inland Empire Chapter,EPA Region 9: Pacific Southwest,NA,NCHS Urban-Rural Classification: Large fringe metro,Southern California Edison Co.,"9109 E 8th St, Rancho Cucamonga, CA, USA",http://www.gbig.org/buildings/1040604,LEED CI 2009
6035,1000062043,LEED,NA,Office,"127,936 sq ft",September 15 2017,"Stockton, CA Metropolitan Statistical Area",Northern California Chapter,EPA Region 9: Pacific Southwest,NA,NCHS Urban-Rural Classification: Medium metro,Pacific Gas and Electric Co.,"3136 Boeing Way, Stockton, CA, USA",http://www.gbig.org/buildings/1040937,LEED CI 2009
6036,1000059660,LEED,NA,Office,"51,420 sq ft",August 09 2017,"San Francisco-Oakland-Fremont, CA Metropolitan Statistical Area",Northern California Chapter,EPA Region 9: Pacific Southwest,NA,NCHS Urban-Rural Classification: Large central metro,Pacific Gas and Electric Co.,"555 California St, San Francisco, CA, USA",http://www.gbig.org/buildings/17148,LEED CI 2009
6037,1000059769,LEED,NA,Office,"24,840 sq ft",NA,"San Jose-Sunnyvale-Santa Clara, CA Metropolitan Statistical Area",Northern California Chapter,EPA Region 9: Pacific Southwest,NA,NCHS Urban-Rural Classification: Large central metro,Pacific Gas and Electric Co.,"319 North Bernardo Avenue, Mountain View, CA, USA",http://www.gbig.org/buildings/1030597,LEED CI 2009
6038,1000059782,LEED,NA,Office,"38,000 sq ft",December 02 2016,"Los Angeles-Long Beach-Santa Ana, CA Metropolitan Statistical Area",Los Angeles Chapter,EPA Region 9: Pacific Southwest,NA,NCHS Urban-Rural Classification: Large central metro,Los Angeles Dept. of Water & Power,"300 S Grand Ave, Los Angeles, CA, USA",http://www.gbig.org/buildings/11140,LEED CI 2009
6039,1000058741,LEED,NA,Office,"12,534 sq ft",January 24 2018,"San Francisco-Oakland-Fremont, CA Metropolitan Statistical Area",Northern California Chapter,EPA Region 9: Pacific Southwest,NA,NCHS Urban-Rural Classification: Large central metro,Pacific Gas and Electric Co.,"3801 3rd Street, San Francisco, CA, USA",http://www.gbig.org/buildings/594165,LEED CI 2009
6040,1000058874,LEED,NA,Office,"16,214 sq ft",NA,"San Francisco-Oakland-Fremont, CA Metropolitan Statistical Area",Northern California Chapter,EPA Region 9: Pacific Southwest,NA,NCHS Urban-Rural Classification: Large central metro,Pacific Gas and Electric Co.,"260 Townsend St, San Francisco, CA, USA",http://www.gbig.org/buildings/32146,LEED CI 2009
6041,1000058926,LEED,NA,Office,"15,600 sq ft",June 22 2016,"San Jose-Sunnyvale-Santa Clara, CA Metropolitan Statistical Area",Northern California Chapter,EPA Region 9: Pacific Southwest,NA,NCHS Urban-Rural Classification: Large central metro,Pacific Gas and Electric Co.,"1245 Terra Bella Avenue, Mountain View, CA, USA",http://www.gbig.org/buildings/1012181,LEED CI 2009
6042,1000059128,LEED,NA,Higher Ed,"84,317 sq ft",January 23 2018,"Los Angeles-Long Beach-Santa Ana, CA Metropolitan Statistical Area",Los Angeles Chapter,EPA Region 9: Pacific Southwest,NA,NCHS Urban-Rural Classification: Large central metro,Los Angeles Dept. of Water & Power,"Sunset Village, 330 De Neve Drive, Los Angeles, CA, USA",http://www.gbig.org/buildings/1012679,LEED CI 2009
6043,1000059219,LEED,NA,Office,"32,185 sq ft",July 12 2016,"Los Angeles-Long Beach-Santa Ana, CA Metropolitan Statistical Area",Los Angeles Chapter,EPA Region 9: Pacific Southwest,NA,NCHS Urban-Rural Classification: Large central metro,Los Angeles Dept. of Water & Power,"1999 Avenue of the Stars, Los Angeles, CA, USA",http://www.gbig.org/buildings/7255,LEED CI 2009
6044,1000059240,LEED,NA,Office,"49,266 sq ft",April 08 2016,"San Francisco-Oakland-Fremont, CA Metropolitan Statistical Area",Northern California Chapter,EPA Region 9: Pacific Southwest,NA,NCHS Urban-Rural Classification: Large fringe metro,Pacific Gas and Electric Co.,"2855 Campus Drive, San Mateo, CA, USA",http://www.gbig.org/buildings/391664,LEED CI 2009
6045,1000059297,LEED,NA,Office,"38,100 sq ft",March 21 2016,"San Diego-Carlsbad-San Marcos, CA Metropolitan Statistical Area",San Diego Chapter,EPA Region 9: Pacific Southwest,NA,NCHS Urban-Rural Classification: Large central metro,San Diego Gas & Electric Co.,"5600 Avenida Encinas, Carlsbad, CA, USA",http://www.gbig.org/buildings/89517,LEED CI 2009
6046,1000056475,LEED,NA,NA,"11,267 sq ft",October 29 2015,"San Diego-Carlsbad-San Marcos, CA Metropolitan Statistical Area",San Diego Chapter,EPA Region 9: Pacific Southwest,NA,NCHS Urban-Rural Classification: Large central metro,San Diego Gas & Electric Co.,"525 B St, San Diego, CA, USA",http://www.gbig.org/buildings/38842,LEED CI 2009
6047,1000056044,LEED,NA,Office,"49,463 sq ft",NA,"San Diego-Carlsbad-San Marcos, CA Metropolitan Statistical Area",San Diego Chapter,EPA Region 9: Pacific Southwest,NA,NCHS Urban-Rural Classification: Large central metro,San Diego Gas & Electric Co.,"8330 Century Park Ct, San Diego, CA, USA",http://www.gbig.org/buildings/43080,LEED CI 2009
6048,1000056406,LEED,NA,Higher Ed,"10,546 sq ft",May 02 2019,"San Francisco-Oakland-Fremont, CA Metropolitan Statistical Area",Northern California Chapter,EPA Region 9: Pacific Southwest,NA,NCHS Urban-Rural Classification: Large central metro,NA,"400 Parnassus Ave 5th Floor, San Francisco, CA, USA",http://www.gbig.org/buildings/1409803,LEED CI 2009
6049,1000056622,LEED,NA,Other,"6,279 sq ft",December 07 2017,"San Francisco-Oakland-Fremont, CA Metropolitan Statistical Area",Northern California Chapter,EPA Region 9: Pacific Southwest,NA,NCHS Urban-Rural Classification: Large fringe metro,NA,"International Terminal, San Francisco, CA, USA",http://www.gbig.org/buildings/1372437,LEED CI 2009
6050,1000056628,LEED,NA,Office,"162,083 sq ft",August 13 2018,"Riverside-San Bernardino-Ontario, CA Metropolitan Statistical Area",Inland Empire Chapter,EPA Region 9: Pacific Southwest,NA,NCHS Urban-Rural Classification: Large central metro,Riverside Public Utilities Dept.,"2085 Rustin Avenue, Riverside, CA, USA",http://www.gbig.org/buildings/173217,LEED CI 2009
6051,1000057043,LEED,NA,Office,"38,367 sq ft",October 06 2015,"San Diego-Carlsbad-San Marcos, CA Metropolitan Statistical Area",San Diego Chapter,EPA Region 9: Pacific Southwest,NA,NCHS Urban-Rural Classification: Large central metro,San Diego Gas & Electric Co.,"401 W A St, San Diego, CA, USA",http://www.gbig.org/buildings/36180,LEED CI 2009
6052,1000055412,LEED,NA,Office,"4,100 sq ft",October 31 2016,"Sacramento--Arden-Arcade--Roseville, CA Metropolitan Statistical Area",Northern California Chapter,EPA Region 9: Pacific Southwest,NA,NCHS Urban-Rural Classification: Large central metro,Sacramento Municipal Utility District,"431 I Street, Sacramento, CA, USA",http://www.gbig.org/buildings/987692,LEED CI 2009
6053,1000055422,LEED,NA,Office,"98,000 sq ft",NA,"Fresno, CA Metropolitan Statistical Area",Central California Chapter,EPA Region 9: Pacific Southwest,NA,NCHS Urban-Rural Classification: Medium metro,Pacific Gas and Electric Co.,"Manchester Shopping Center, 3502 North Blackstone Avenue, Fresno, CA, USA",http://www.gbig.org/buildings/987700,LEED CI 2009
6054,1000055571,LEED,NA,Office,"8,847 sq ft",May 16 2016,"San Francisco-Oakland-Fremont, CA Metropolitan Statistical Area",Northern California Chapter,EPA Region 9: Pacific Southwest,NA,NCHS Urban-Rural Classification: Large central metro,Pacific Gas and Electric Co.,"901 Rankin Street, San Francisco, CA, USA",http://www.gbig.org/buildings/123947,LEED CI 2009
6055,1000055651,LEED,NA,Higher Ed,"15,655 sq ft",January 31 2017,"Sacramento--Arden-Arcade--Roseville, CA Metropolitan Statistical Area",Northern California Chapter,EPA Region 9: Pacific Southwest,NA,NCHS Urban-Rural Classification: Large central metro,Sacramento Municipal Utility District,"2450 48th Street, Sacramento, CA, USA",http://www.gbig.org/buildings/987872,LEED CI 2009
6056,1000055960,LEED,NA,Office,"3,830 sq ft",NA,"San Jose-Sunnyvale-Santa Clara, CA Metropolitan Statistical Area",Northern California Chapter,EPA Region 9: Pacific Southwest,NA,NCHS Urban-Rural Classification: Large central metro,Palo Alto Utilities Dept.,"2650 Birch Street, Palo Alto, CA, USA",http://www.gbig.org/buildings/987975,LEED CI 2009
6057,1000055977,LEED,NA,Office,"212,928 sq ft",NA,"San Jose-Sunnyvale-Santa Clara, CA Metropolitan Statistical Area",Northern California Chapter,EPA Region 9: Pacific Southwest,NA,NCHS Urban-Rural Classification: Large central metro,Pacific Gas and Electric Co.,"350 Ellis Street, Mountain View, CA, USA",http://www.gbig.org/buildings/989804,LEED CI 2009
6058,1000056322,LEED,NA,Office,"18,155 sq ft",April 01 2016,"Los Angeles-Long Beach-Santa Ana, CA Metropolitan Statistical Area",Orange County Chapter,EPA Region 9: Pacific Southwest,NA,NCHS Urban-Rural Classification: Large central metro,Southern California Edison Co.,"2030 Main St, Irvine, CA, USA",http://www.gbig.org/buildings/29972,LEED CI 2009
6059,1000057518,LEED,NA,Office,"149,243 sq ft",August 19 2016,"San Francisco-Oakland-Fremont, CA Metropolitan Statistical Area",Northern California Chapter,EPA Region 9: Pacific Southwest,NA,NCHS Urban-Rural Classification: Large central metro,Pacific Gas and Electric Co.,"270 Brannan Street, San Francisco, CA, USA",http://www.gbig.org/buildings/98927,LEED CI 2009
6060,1000057599,LEED,NA,Office,"256,311 sq ft",NA,"Los Angeles-Long Beach-Santa Ana, CA Metropolitan Statistical Area",Los Angeles Chapter,EPA Region 9: Pacific Southwest,NA,NCHS Urban-Rural Classification: Large central metro,Los Angeles Dept. of Water & Power,"20000 Prairie Street, Chatsworth, CA, USA",http://www.gbig.org/buildings/110096,LEED CI 2009
6061,1000057665,LEED,NA,Office,"18,982 sq ft",September 26 2016,"Sacramento--Arden-Arcade--Roseville, CA Metropolitan Statistical Area",Northern California Chapter,EPA Region 9: Pacific Southwest,NA,NCHS Urban-Rural Classification: Large central metro,Sacramento Municipal Utility District,"2020 W El Camino Ave, Sacramento, CA, USA",http://www.gbig.org/buildings/7799,LEED CI 2009
6062,1000057671,LEED,NA,Higher Ed,"11,116 sq ft",February 08 2018,"San Diego-Carlsbad-San Marcos, CA Metropolitan Statistical Area",San Diego Chapter,EPA Region 9: Pacific Southwest,NA,NCHS Urban-Rural Classification: Large central metro,San Diego Gas & Electric Co.,"9500 Gilman Drive, La Jolla, CA, USA",http://www.gbig.org/buildings/596221,LEED CI 2009
6063,1000057896,LEED,NA,Office,"20,000 sq ft",February 17 2016,"San Diego-Carlsbad-San Marcos, CA Metropolitan Statistical Area",San Diego Chapter,EPA Region 9: Pacific Southwest,NA,NCHS Urban-Rural Classification: Large central metro,San Diego Gas & Electric Co.,"4655 Executive Drive, San Diego, CA, USA",http://www.gbig.org/buildings/1007790,LEED CI 2009
6064,1000058211,LEED,NA,Office,"7,000 sq ft",November 29 2016,"Sacramento--Arden-Arcade--Roseville, CA Metropolitan Statistical Area",Northern California Chapter,EPA Region 9: Pacific Southwest,NA,NCHS Urban-Rural Classification: Large central metro,Sacramento Municipal Utility District,"9266 Laguna Springs Drive, Elk Grove, CA, USA",http://www.gbig.org/buildings/1012145,LEED CI 2009
6065,1000057535,LEED,NA,Office,"8,900 sq ft",April 18 2016,"Los Angeles-Long Beach-Santa Ana, CA Metropolitan Statistical Area",Los Angeles Chapter,EPA Region 9: Pacific Southwest,NA,NCHS Urban-Rural Classification: Large central metro,Los Angeles Dept. of Water & Power,"707 Wilshire Blvd, Los Angeles, CA, USA",http://www.gbig.org/buildings/41569,LEED CI 2009
6066,1000058398,LEED,NA,Laboratory,"145,345 sq ft",May 24 2019,"Riverside-San Bernardino-Ontario, CA Metropolitan Statistical Area",Inland Empire Chapter,EPA Region 9: Pacific Southwest,NA,NCHS Urban-Rural Classification: Large fringe metro,Southern California Edison Co.,"13000 Peyton Drive, Chino Hills, CA, USA",http://www.gbig.org/buildings/145808,LEED CI 2009
6067,1000058689,LEED,NA,Retail,"4,148 sq ft",July 01 2015,"Santa Cruz-Watsonville, CA Metropolitan Statistical Area",Northern California Chapter,EPA Region 9: Pacific Southwest,NA,NCHS Urban-Rural Classification: Medium metro,Pacific Gas and Electric Co.,"1440 41st Avenue, Capitola, CA, USA",http://www.gbig.org/buildings/1012635,LEED CI 2009
6068,1000058700,LEED,NA,Retail,"3,950 sq ft",October 01 2015,"Vallejo-Fairfield, CA Metropolitan Statistical Area",Northern California Chapter,EPA Region 9: Pacific Southwest,NA,NCHS Urban-Rural Classification: Medium metro,Pacific Gas and Electric Co.,"1610 East Monte Vista Avenue, Vacaville, CA, USA",http://www.gbig.org/buildings/1012638,LEED CI 2009
6069,1000058701,LEED,NA,Retail,"3,448 sq ft",July 01 2015,"Los Angeles-Long Beach-Santa Ana, CA Metropolitan Statistical Area",Los Angeles Chapter,EPA Region 9: Pacific Southwest,NA,NCHS Urban-Rural Classification: Large central metro,Southern California Edison Co.,"3419 West Century Boulevard, Inglewood, CA, USA",http://www.gbig.org/buildings/1012639,LEED CI 2009
6070,1000058702,LEED,NA,Retail,"3,349 sq ft",August 08 2015,"Los Angeles-Long Beach-Santa Ana, CA Metropolitan Statistical Area",Orange County Chapter,EPA Region 9: Pacific Southwest,NA,NCHS Urban-Rural Classification: Large central metro,Southern California Edison Co.,"13280 Jamboree Road, Irvine, CA, USA",http://www.gbig.org/buildings/1012640,LEED CI 2009
6071,1000058703,LEED,NA,Retail,"4,024 sq ft",August 08 2015,"Oxnard-Thousand Oaks-Ventura, CA Metropolitan Statistical Area",California Central Coast Chapter,EPA Region 9: Pacific Southwest,NA,NCHS Urban-Rural Classification: Medium metro,Southern California Edison Co.,"2750 Portico Way, Oxnard, CA, USA",http://www.gbig.org/buildings/1012641,LEED CI 2009
6072,1000064819,LEED,NA,Public Assembly,"7,605 sq ft",January 08 2019,"San Francisco-Oakland-Fremont, CA Metropolitan Statistical Area",Northern California Chapter,EPA Region 9: Pacific Southwest,NA,NCHS Urban-Rural Classification: Large central metro,Pacific Gas and Electric Co.,"210 Lincoln Blvd, San Francisco, CA, USA",http://www.gbig.org/buildings/1048360,LEED CI 2009
6073,1000065197,LEED,NA,Office,"34,321 sq ft",August 07 2017,"Los Angeles-Long Beach-Santa Ana, CA Metropolitan Statistical Area",Los Angeles Chapter,EPA Region 9: Pacific Southwest,NA,NCHS Urban-Rural Classification: Large central metro,Southern California Edison Co.,"245 E 3rd St, Long Beach, CA, USA",http://www.gbig.org/buildings/1048325,LEED CI 2009
6074,1000064613,LEED,NA,Office,"10,650 sq ft",NA,"San Francisco-Oakland-Fremont, CA Metropolitan Statistical Area",Northern California Chapter,EPA Region 9: Pacific Southwest,NA,NCHS Urban-Rural Classification: Large fringe metro,Pacific Gas and Electric Co.,"40 Muir Rd, Martinez, CA, USA",http://www.gbig.org/buildings/13800,LEED CI 2009
6075,1000064615,LEED,NA,Retail,"2,145 sq ft",May 20 2016,"Eureka-Arcata-Fortuna, CA Micropolitan Statistical Area",Redwood Empire Chapter,EPA Region 9: Pacific Southwest,NA,NCHS Urban-Rural Classification: Micropolitan (nonmetropolitan),Pacific Gas and Electric Co.,"1122 Broadway Street, Eureka, CA, USA",http://www.gbig.org/buildings/572855,LEED CI 2009
6076,1000064794,LEED,NA,Retail,"3,873 sq ft",June 14 2016,"San Diego-Carlsbad-San Marcos, CA Metropolitan Statistical Area",San Diego Chapter,EPA Region 9: Pacific Southwest,NA,NCHS Urban-Rural Classification: Large central metro,San Diego Gas & Electric Co.,"11890 Carmel Mountain Rd, San Diego, CA, USA",http://www.gbig.org/buildings/1048322,LEED CI 2009
6077,1000064795,LEED,NA,Retail,"3,651 sq ft",June 14 2016,"Riverside-San Bernardino-Ontario, CA Metropolitan Statistical Area",Inland Empire Chapter,EPA Region 9: Pacific Southwest,NA,NCHS Urban-Rural Classification: Large fringe metro,Southern California Edison Co.,"7825 Monticello Ave, Rancho Cucamonga, CA, USA",http://www.gbig.org/buildings/1048323,LEED CI 2009
6078,1000064803,LEED,NA,Retail,"4,640 sq ft",June 14 2016,"Los Angeles-Long Beach-Santa Ana, CA Metropolitan Statistical Area",Los Angeles Chapter,EPA Region 9: Pacific Southwest,NA,NCHS Urban-Rural Classification: Large central metro,Burbank Public Service Dept.,"1729 N Victory Blvd, Burbank, CA, USA",http://www.gbig.org/buildings/1048326,LEED CI 2009
6079,1000063512,LEED,NA,Public Assembly,"39,970 sq ft",May 15 2018,"Los Angeles-Long Beach-Santa Ana, CA Metropolitan Statistical Area",Los Angeles Chapter,EPA Region 9: Pacific Southwest,NA,NCHS Urban-Rural Classification: Large central metro,Los Angeles Dept. of Water & Power,"5935 Playa Vista Dr, Playa Vista, CA, USA",http://www.gbig.org/buildings/1044128,LEED CI 2009
6080,1000063657,LEED,NA,Office,"150,000 sq ft",NA,"San Jose-Sunnyvale-Santa Clara, CA Metropolitan Statistical Area",Northern California Chapter,EPA Region 9: Pacific Southwest,NA,NCHS Urban-Rural Classification: Large central metro,Pacific Gas and Electric Co.,"150 Baytech Drive, San Jose, CA, USA",http://www.gbig.org/buildings/125833,LEED CI 2009
6081,1000064066,LEED,NA,Office,"212,344 sq ft",April 05 2018,"San Jose-Sunnyvale-Santa Clara, CA Metropolitan Statistical Area",Northern California Chapter,EPA Region 9: Pacific Southwest,NA,NCHS Urban-Rural Classification: Large central metro,Pacific Gas and Electric Co.,"3333 Scott Boulevard, Santa Clara, CA, USA",http://www.gbig.org/buildings/92080,LEED CI 2009
6082,1000064272,LEED,NA,K-12,"6,933 sq ft",October 02 2018,"Los Angeles-Long Beach-Santa Ana, CA Metropolitan Statistical Area",Los Angeles Chapter,EPA Region 9: Pacific Southwest,NA,NCHS Urban-Rural Classification: Large central metro,Los Angeles Dept. of Water & Power,"15800 Zeldins Way, Los Angeles, CA, USA",http://www.gbig.org/buildings/1045661,LEED CI 2009
