"","project_source_id","Activity.Type","Owner.Type","Space.Type","Project.Size","Certification.date","CBSA","USGBC.Chapter","EPA.Region","ASHRAE.Climate.Zone","Urban.Rural.Classification","Electric.Utility.Provider","address","building.URL","rating_program_name","building.URL","reg.date","reg.std","owner.type"
"4895","1000029199","LEED",NA,"Retail","5,013 sq ft",NA,"Napa, CA Metropolitan Statistical Area","Redwood Empire Chapter","EPA Region 9: Pacific Southwest",NA,"NCHS Urban-Rural Classification: Small metro","Pacific Gas and Electric Co.","3350 California Boulevard #2, Napa, CA, USA","http://www.gbig.org/buildings/798521","LEED CS 2009","http://www.gbig.org/buildings/798521/details","12/13/2012","LEED CS 2009","Corporate: Privately Held"
"4896","1000028675","LEED",NA,"Office","210,000 sq ft",NA,"San Jose-Sunnyvale-Santa Clara, CA Metropolitan Statistical Area","Northern California Chapter","EPA Region 9: Pacific Southwest",NA,"NCHS Urban-Rural Classification: Large central metro","Pacific Gas and Electric Co.","6001 America Center Drive, Alviso, CA, USA","http://www.gbig.org/buildings/572537","LEED CS 2009","http://www.gbig.org/buildings/572537/details","11/19/2012","LEED CS 2009","Corporate: Privately Held"
"4897","1000028566","LEED",NA,"Office","99,317 sq ft","October 23 2014","San Jose-Sunnyvale-Santa Clara, CA Metropolitan Statistical Area","Northern California Chapter","EPA Region 9: Pacific Southwest","ASHRAE Climate Zone #3","NCHS Urban-Rural Classification: Large central metro","Pacific Gas and Electric Co.","384 Santa Trinita Avenue, Sunnyvale, CA, USA","http://www.gbig.org/buildings/64756","LEED CS 2009","http://www.gbig.org/buildings/64756/details","11/13/2012","LEED CS 2009","Investor: Investment Manager"
"4898","1000028390","LEED",NA,"Office","106,617 sq ft",NA,"San Jose-Sunnyvale-Santa Clara, CA Metropolitan Statistical Area","Northern California Chapter","EPA Region 9: Pacific Southwest","ASHRAE Climate Zone #3","NCHS Urban-Rural Classification: Large central metro","Pacific Gas and Electric Co.","860 West California Avenue, Sunnyvale, CA, USA","http://www.gbig.org/buildings/76511","LEED CS 2009","http://www.gbig.org/buildings/76511/details","11/06/2012","LEED CS 2009","Investor: Investment Manager"
"4899","1000028331","LEED",NA,"Office","36,000 sq ft",NA,"San Francisco-Oakland-Fremont, CA Metropolitan Statistical Area","Northern California Chapter","EPA Region 9: Pacific Southwest","ASHRAE Climate Zone #3","NCHS Urban-Rural Classification: Large fringe metro","Pacific Gas and Electric Co.","1035 O'Brien Drive, Menlo Park, CA, USA","http://www.gbig.org/buildings/46882","LEED CS 2009","http://www.gbig.org/buildings/46882/details","11/05/2012","LEED CS 2009","Investor: REIT,Non-traded"
"4900","1000028315","LEED",NA,"Office","492,045 sq ft","October 12 2018","San Jose-Sunnyvale-Santa Clara, CA Metropolitan Statistical Area","Northern California Chapter","EPA Region 9: Pacific Southwest","ASHRAE Climate Zone #3","NCHS Urban-Rural Classification: Large central metro","Pacific Gas and Electric Co.","100 Mayfield Avenue, Mountain View, CA, USA","http://www.gbig.org/buildings/45953","LEED CS 2009","http://www.gbig.org/buildings/45953/details","11/05/2012","LEED CS 2009","Corporate: Publicly Traded"
"4901","1000027493","LEED",NA,"Office","56,560 sq ft","September 19 2014","San Diego-Carlsbad-San Marcos, CA Metropolitan Statistical Area","San Diego Chapter","EPA Region 9: Pacific Southwest","ASHRAE Climate Zone #3","NCHS Urban-Rural Classification: Large central metro","San Diego Gas & Electric Co.","12680 High Bluff Drive, San Diego, CA, USA","http://www.gbig.org/buildings/50070","LEED CS 2009","http://www.gbig.org/buildings/50070/details","09/25/2012","LEED CS 2009","Investor: Pension Fund"
"4902","1000027730","LEED",NA,"Office","105,566 sq ft","October 14 2014","Los Angeles-Long Beach-Santa Ana, CA Metropolitan Statistical Area","Orange County Chapter","EPA Region 9: Pacific Southwest","ASHRAE Climate Zone #3","NCHS Urban-Rural Classification: Large central metro","Southern California Edison Co.","19500 Jamboree Rd, Irvine, CA, USA","http://www.gbig.org/buildings/7149","LEED CS 2009","http://www.gbig.org/buildings/7149/details","10/08/2012","LEED CS 2009","Corporate: Privately Held"
"4903","1000028059","LEED",NA,"Industrial Manufacturing","574,647 sq ft","July 21 2014","San Francisco-Oakland-Fremont, CA Metropolitan Statistical Area","Northern California Chapter","EPA Region 9: Pacific Southwest","ASHRAE Climate Zone #3","NCHS Urban-Rural Classification: Large central metro","Pacific Gas and Electric Co.","38811 Cherry Street, Newark, CA, USA","http://www.gbig.org/buildings/64823","LEED CS 2009","http://www.gbig.org/buildings/64823/details","10/23/2012","LEED CS 2009","Corporate: Privately Held"
"4904","1000026548","LEED",NA,"Retail","8,315 sq ft","July 20 2015","Los Angeles-Long Beach-Santa Ana, CA Metropolitan Statistical Area","Orange County Chapter","EPA Region 9: Pacific Southwest",NA,"NCHS Urban-Rural Classification: Large central metro","Southern California Edison Co.","18502 Beach Boulevard, Huntington Beach, CA, USA","http://www.gbig.org/buildings/1031753","LEED CS 2009","http://www.gbig.org/buildings/1031753/details","08/09/2012","LEED CS 2009","Corporate: Privately Held"
"4905","1000026504","LEED",NA,"Office","158,843 sq ft","February 27 2018","San Francisco-Oakland-Fremont, CA Metropolitan Statistical Area","Northern California Chapter","EPA Region 9: Pacific Southwest",NA,"NCHS Urban-Rural Classification: Large central metro","Pacific Gas and Electric Co.","505 Brannan Street, San Francisco, CA, USA","http://www.gbig.org/buildings/1026273","LEED CS 2009","http://www.gbig.org/buildings/1026273/details","08/08/2012","LEED CS 2009","Corporate: Privately Held"
"4906","1000026583","LEED",NA,"Office","21,537 sq ft","December 24 2014","San Jose-Sunnyvale-Santa Clara, CA Metropolitan Statistical Area","Northern California Chapter","EPA Region 9: Pacific Southwest","ASHRAE Climate Zone #3","NCHS Urban-Rural Classification: Large central metro","Pacific Gas and Electric Co.","900 Villa St, Mountain View, CA, USA","http://www.gbig.org/buildings/77146","LEED CS 2009","http://www.gbig.org/buildings/77146/details","08/10/2012","LEED CS 2009","Investor: Individual/Family"
"4907","1000026612","LEED",NA,"Warehouse and Distribution","583,331 sq ft","October 06 2014","Riverside-San Bernardino-Ontario, CA Metropolitan Statistical Area","Inland Empire Chapter","EPA Region 9: Pacific Southwest","ASHRAE Climate Zone #3","NCHS Urban-Rural Classification: Large central metro","Southern California Edison Co.","7295 Gorgonio Way, Moreno Valley, CA, USA","http://www.gbig.org/buildings/122166","LEED CS 2009","http://www.gbig.org/buildings/122166/details","08/13/2012","LEED CS 2009","Corporate: Privately Held"
"4908","1000026619","LEED",NA,"Office","357,414 sq ft","December 17 2015","Los Angeles-Long Beach-Santa Ana, CA Metropolitan Statistical Area","Orange County Chapter","EPA Region 9: Pacific Southwest","ASHRAE Climate Zone #3","NCHS Urban-Rural Classification: Large central metro","Southern California Edison Co.","520 Newport Center Dr, Newport Beach, CA, USA","http://www.gbig.org/buildings/69226","LEED CS 2009","http://www.gbig.org/buildings/69226/details","08/14/2012","LEED CS 2009","Corporate: Privately Held, Corporate: Publicly Traded"
"4909","1000026624","LEED",NA,"Warehouse and Distribution","800,444 sq ft","September 24 2014","Riverside-San Bernardino-Ontario, CA Metropolitan Statistical Area","Inland Empire Chapter","EPA Region 9: Pacific Southwest","ASHRAE Climate Zone #3","NCHS Urban-Rural Classification: Large fringe metro","Southern California Edison Co.","27582 Pioneer Avenue, Redlands, CA, USA","http://www.gbig.org/buildings/122170","LEED CS 2009","http://www.gbig.org/buildings/122170/details","08/14/2012","LEED CS 2009","Corporate: Publicly Traded"
"4910","1000026346","LEED",NA,"Office","90,000 sq ft","August 22 2013","San Jose-Sunnyvale-Santa Clara, CA Metropolitan Statistical Area","Northern California Chapter","EPA Region 9: Pacific Southwest","ASHRAE Climate Zone #3","NCHS Urban-Rural Classification: Large central metro","Pacific Gas and Electric Co.","3175 Bowers Ave, Santa Clara, CA, USA","http://www.gbig.org/buildings/62411","LEED CS 2009","http://www.gbig.org/buildings/62411/details","07/31/2012","LEED CS 2009","Corporate: Privately Held, Educational: University, Public"
"4911","1000026109","LEED",NA,"Warehouse and Distribution","305,327 sq ft","June 05 2013","Los Angeles-Long Beach-Santa Ana, CA Metropolitan Statistical Area","Los Angeles Chapter","EPA Region 9: Pacific Southwest","ASHRAE Climate Zone #3","NCHS Urban-Rural Classification: Large central metro","Southern California Edison Co.","9306 Sorensen Ave, Santa Fe Springs, CA, USA","http://www.gbig.org/buildings/77767","LEED CS 2009","http://www.gbig.org/buildings/77767/details","07/19/2012","LEED CS 2009","Investor: REIT,Non-traded"
"4912","1000025529","LEED",NA,"Warehouse and Distribution","209,374 sq ft",NA,"Los Angeles-Long Beach-Santa Ana, CA Metropolitan Statistical Area","Orange County Chapter","EPA Region 9: Pacific Southwest","ASHRAE Climate Zone #3","NCHS Urban-Rural Classification: Large central metro","Anaheim Public Utilities Dept.","2201 E Cerritos Ave, Anaheim, CA, USA","http://www.gbig.org/buildings/57498","LEED CS 2009","http://www.gbig.org/buildings/57498/details","06/20/2012","LEED CS 2009","Corporate: Privately Held"
"4913","1000025442","LEED",NA,"Health Care","55,473 sq ft","September 04 2014","Los Angeles-Long Beach-Santa Ana, CA Metropolitan Statistical Area","Orange County Chapter","EPA Region 9: Pacific Southwest","ASHRAE Climate Zone #3","NCHS Urban-Rural Classification: Large central metro","Southern California Edison Co.","19582 Beach Blvd, Huntington Beach, CA, USA","http://www.gbig.org/buildings/55520","LEED CS 2009","http://www.gbig.org/buildings/55520/details","06/17/2012","LEED CS 2009","Non-Profit (that do not fit into ot"
"4914","1000026737","LEED",NA,"Office","31,073 sq ft","November 12 2013","Sacramento--Arden-Arcade--Roseville, CA Metropolitan Statistical Area","Northern California Chapter","EPA Region 9: Pacific Southwest",NA,"NCHS Urban-Rural Classification: Large central metro","Sacramento Municipal Utility District","3140 Peacekeeper Way, McClellan Park, CA, USA","http://www.gbig.org/buildings/614937","LEED CS 2009","http://www.gbig.org/buildings/614937/details","08/21/2012","LEED CS 2009","Corporate: Privately Held"
"4915","1000027081","LEED",NA,"Warehouse and Distribution","375,725 sq ft",NA,"San Francisco-Oakland-Fremont, CA Metropolitan Statistical Area","Northern California Chapter","EPA Region 9: Pacific Southwest","ASHRAE Climate Zone #3","NCHS Urban-Rural Classification: Large central metro","Pacific Gas and Electric Co.","8350 Pardee Dr, Oakland, CA, USA","http://www.gbig.org/buildings/76123","LEED CS 2009","http://www.gbig.org/buildings/76123/details","09/05/2012","LEED CS 2009","Corporate: Privately Held"
"4916","1000027082","LEED",NA,"Warehouse and Distribution","522,772 sq ft","January 06 2014","Riverside-San Bernardino-Ontario, CA Metropolitan Statistical Area","Inland Empire Chapter","EPA Region 9: Pacific Southwest","ASHRAE Climate Zone #3","NCHS Urban-Rural Classification: Large central metro","Southern California Edison Co.","22750 Cactus Ave, Moreno Valley, CA, USA","http://www.gbig.org/buildings/57922","LEED CS 2009","http://www.gbig.org/buildings/57922/details","09/05/2012","LEED CS 2009","Corporate: Privately Held"
"4918","1000026998","LEED",NA,"Office","55,883 sq ft","February 27 2015","San Francisco-Oakland-Fremont, CA Metropolitan Statistical Area","Northern California Chapter","EPA Region 9: Pacific Southwest","ASHRAE Climate Zone #3","NCHS Urban-Rural Classification: Large central metro","Pacific Gas and Electric Co.","988 Market St, San Francisco, CA, USA","http://www.gbig.org/buildings/78448","LEED CS 2009","http://www.gbig.org/buildings/78448/details","08/31/2012","LEED CS 2009","Corporate: Privately Held"
"4919","1000027411","LEED",NA,"Retail","44,953 sq ft",NA,"Los Angeles-Long Beach-Santa Ana, CA Metropolitan Statistical Area","Los Angeles Chapter","EPA Region 9: Pacific Southwest","ASHRAE Climate Zone #3","NCHS Urban-Rural Classification: Large central metro","Pasadena Water & Power Dept.","61 South Fair Oaks Avenue, Pasadena, CA, USA","http://www.gbig.org/buildings/71478","LEED CS 2009","http://www.gbig.org/buildings/71478/details","09/20/2012","LEED CS 2009","Corporate: Privately Held"
"4921","1000027442","LEED",NA,"Office","62,514 sq ft","September 03 2015","San Francisco-Oakland-Fremont, CA Metropolitan Statistical Area","Northern California Chapter","EPA Region 9: Pacific Southwest","ASHRAE Climate Zone #3","NCHS Urban-Rural Classification: Large central metro","Pacific Gas and Electric Co.","460 Bryant Street, San Francisco, CA, USA","http://www.gbig.org/buildings/123190","LEED CS 2009","http://www.gbig.org/buildings/123190/details","09/21/2012","LEED CS 2009","Corporate: Privately Held"
"4922","1000027457","LEED",NA,"Office",NA,NA,"San Jose-Sunnyvale-Santa Clara, CA Metropolitan Statistical Area","Northern California Chapter","EPA Region 9: Pacific Southwest",NA,"NCHS Urban-Rural Classification: Large central metro","Pacific Gas and Electric Co.","6280 America Center Drive, Sunnyvale, CA, USA","http://www.gbig.org/buildings/1007492","LEED CS 2009","http://www.gbig.org/buildings/1007492/details","09/24/2012","LEED CS 2009","Corporate: Privately Held, Investor: REIT, Publicly traded"
"4923","1000027458","LEED",NA,"Warehouse and Distribution","549,804 sq ft","July 12 2018","Riverside-San Bernardino-Ontario, CA Metropolitan Statistical Area","Inland Empire Chapter","EPA Region 9: Pacific Southwest",NA,"NCHS Urban-Rural Classification: Large fringe metro",NA,"1350 S Waterman Ave, San Bernardino, CA, USA","http://www.gbig.org/buildings/1090258","LEED CS 2009","http://www.gbig.org/buildings/1090258/details","09/24/2012","LEED CS 2009","Corporate: Privately Held"
"4924","1000027982","LEED",NA,"Office","115,584 sq ft","August 11 2015","San Jose-Sunnyvale-Santa Clara, CA Metropolitan Statistical Area","Northern California Chapter","EPA Region 9: Pacific Southwest","ASHRAE Climate Zone #3","NCHS Urban-Rural Classification: Large central metro","Palo Alto Utilities Dept.","1701 Page Mill Road, Palo Alto, CA, USA","http://www.gbig.org/buildings/53905","LEED CS 2009","http://www.gbig.org/buildings/53905/details","10/19/2012","LEED CS 2009","Educational: University, Private, Investor: REIT, Publicly traded"
"4925","1000022800","LEED",NA,"Office","79,520 sq ft",NA,"Los Angeles-Long Beach-Santa Ana, CA Metropolitan Statistical Area","Los Angeles Chapter","EPA Region 9: Pacific Southwest","ASHRAE Climate Zone #3","NCHS Urban-Rural Classification: Large central metro","Los Angeles Dept. of Water & Power","15225 Vanowen Street, Van Nuys, CA, USA","http://www.gbig.org/buildings/112106","LEED CS 2009","http://www.gbig.org/buildings/112106/details","03/02/2012","LEED CS 2009","Corporate: Privately Held"
"4926","1000022779","LEED",NA,"Warehouse and Distribution","265,771 sq ft","July 02 2013","Los Angeles-Long Beach-Santa Ana, CA Metropolitan Statistical Area","Los Angeles Chapter","EPA Region 9: Pacific Southwest","ASHRAE Climate Zone #3","NCHS Urban-Rural Classification: Large central metro","Southern California Edison Co.","500 Crenshaw Boulevard, Torrance, CA, USA","http://www.gbig.org/buildings/81218","LEED CS 2009","http://www.gbig.org/buildings/81218/details","03/01/2012","LEED CS 2009","Investor: REIT,Non-traded"
"4927","1000022759","LEED",NA,NA,"343,091 sq ft","July 21 2014","San Francisco-Oakland-Fremont, CA Metropolitan Statistical Area","Northern California Chapter","EPA Region 9: Pacific Southwest","ASHRAE Climate Zone #3","NCHS Urban-Rural Classification: Large central metro","Pacific Gas and Electric Co.","875 Stevenson Street, San Francisco, CA, USA","http://www.gbig.org/buildings/112099","LEED CS 2009","http://www.gbig.org/buildings/112099/details","02/29/2012","LEED CS 2009","Corporate: Privately Held"
"4928","1000022547","LEED",NA,"Health Care","272,613 sq ft","May 23 2019","San Francisco-Oakland-Fremont, CA Metropolitan Statistical Area","Northern California Chapter","EPA Region 9: Pacific Southwest",NA,"NCHS Urban-Rural Classification: Large central metro",NA,"1100 Van Ness Avenue, San Francisco, CA, USA","http://www.gbig.org/buildings/594739","LEED CS 2009","http://www.gbig.org/buildings/594739/details","02/20/2012","LEED CS 2009","Corporate: Privately Held"
"4929","1000022212","LEED",NA,"Office","85,207 sq ft",NA,"San Diego-Carlsbad-San Marcos, CA Metropolitan Statistical Area","San Diego Chapter","EPA Region 9: Pacific Southwest","ASHRAE Climate Zone #3","NCHS Urban-Rural Classification: Large central metro","San Diego Gas & Electric Co.","15025 Innovation Dr, San Diego, CA, USA","http://www.gbig.org/buildings/4939","LEED CS 2009","http://www.gbig.org/buildings/4939/details","02/07/2012","LEED CS 2009","Office"
"4930","1000022207","LEED",NA,"Office","41,250 sq ft",NA,"Los Angeles-Long Beach-Santa Ana, CA Metropolitan Statistical Area","Los Angeles Chapter","EPA Region 9: Pacific Southwest","ASHRAE Climate Zone #3","NCHS Urban-Rural Classification: Large central metro","Southern California Edison Co.","2 Park Court, Long Beach, CA, USA","http://www.gbig.org/buildings/117666","LEED CS 2009","http://www.gbig.org/buildings/117666/details","02/06/2012","LEED CS 2009","Government Use: Federal"
"4931","1000022204","LEED",NA,"Retail","21,227 sq ft","October 29 2013","Los Angeles-Long Beach-Santa Ana, CA Metropolitan Statistical Area","Orange County Chapter","EPA Region 9: Pacific Southwest",NA,"NCHS Urban-Rural Classification: Large central metro","Southern California Edison Co.","7601 Edinger Ave, Huntington Beach, CA, USA","http://www.gbig.org/buildings/19991","LEED CS 2009","http://www.gbig.org/buildings/19991/details","02/06/2012","LEED CS 2009","Investor: Investment Manager"
"4933","1000021227","LEED",NA,"Warehouse and Distribution","1.225 Million sq ft","April 13 2018","Riverside-San Bernardino-Ontario, CA Metropolitan Statistical Area","Inland Empire Chapter","EPA Region 9: Pacific Southwest",NA,"NCHS Urban-Rural Classification: Large central metro","Southern California Edison Co.","3300 Indian Ave, Perris, CA, USA","http://www.gbig.org/buildings/34402","LEED CS 2009","http://www.gbig.org/buildings/34402/details","12/29/2011","LEED CS 2009","Investor: REIT,Non-traded"
"4934","1000021310","LEED",NA,"Warehouse and Distribution","783,407 sq ft","September 06 2016","Riverside-San Bernardino-Ontario, CA Metropolitan Statistical Area","Inland Empire Chapter","EPA Region 9: Pacific Southwest","ASHRAE Climate Zone #3","NCHS Urban-Rural Classification: Large central metro","Southern California Edison Co.","3500 Indian Ave, Perris, CA, USA","http://www.gbig.org/buildings/34969","LEED CS 2009","http://www.gbig.org/buildings/34969/details","01/03/2012","LEED CS 2009","Investor: REIT,Non-traded"
"4935","1000020707","LEED",NA,"Health Care","105,838 sq ft",NA,"Los Angeles-Long Beach-Santa Ana, CA Metropolitan Statistical Area","Los Angeles Chapter","EPA Region 9: Pacific Southwest","ASHRAE Climate Zone #3","NCHS Urban-Rural Classification: Large central metro","Southern California Edison Co.","5215 Torrance Blvd, Torrance, CA, USA","http://www.gbig.org/buildings/16610","LEED CS 2009","http://www.gbig.org/buildings/16610/details","12/07/2011","LEED CS 2009","Corporate: Privately Held"
"4936","1000024003","LEED",NA,"Office","196,063 sq ft",NA,"San Diego-Carlsbad-San Marcos, CA Metropolitan Statistical Area","San Diego Chapter","EPA Region 9: Pacific Southwest",NA,"NCHS Urban-Rural Classification: Large central metro",NA,"4930 Directors Place, San Diego, CA, USA","http://www.gbig.org/buildings/112394","LEED CS 2009","http://www.gbig.org/buildings/112394/details","04/18/2012","LEED CS 2009","Investor: REIT, Publicly traded"
"4937","1000023662","LEED",NA,"Retail","219,026 sq ft",NA,"Los Angeles-Long Beach-Santa Ana, CA Metropolitan Statistical Area","Los Angeles Chapter","EPA Region 9: Pacific Southwest","ASHRAE Climate Zone #3","NCHS Urban-Rural Classification: Large central metro","Southern California Edison Co.","8653 Atlantic Avenue, South Gate, CA, USA","http://www.gbig.org/buildings/112312","LEED CS 2009","http://www.gbig.org/buildings/112312/details","04/05/2012","LEED CS 2009","Investor: Investment Manager"
"4938","1000023933","LEED",NA,"Office","152,294 sq ft","April 04 2014","San Jose-Sunnyvale-Santa Clara, CA Metropolitan Statistical Area","Northern California Chapter","EPA Region 9: Pacific Southwest","ASHRAE Climate Zone #3","NCHS Urban-Rural Classification: Large central metro","Pacific Gas and Electric Co.","3355 Scott Boulevard, Santa Clara, CA, USA","http://www.gbig.org/buildings/112373","LEED CS 2009","http://www.gbig.org/buildings/112373/details","04/16/2012","LEED CS 2009","Investor: Equity Fund"
"4939","1000023935","LEED",NA,"Office","153,932 sq ft","April 04 2014","San Jose-Sunnyvale-Santa Clara, CA Metropolitan Statistical Area","Northern California Chapter","EPA Region 9: Pacific Southwest","ASHRAE Climate Zone #3","NCHS Urban-Rural Classification: Large central metro","Pacific Gas and Electric Co.","3325 Scott Boulevard, Santa Clara, CA, USA","http://www.gbig.org/buildings/112374","LEED CS 2009","http://www.gbig.org/buildings/112374/details","04/16/2012","LEED CS 2009","Investor: Equity Fund"
"4940","1000023937","LEED",NA,"Office","153,411 sq ft","April 04 2014","San Jose-Sunnyvale-Santa Clara, CA Metropolitan Statistical Area","Northern California Chapter","EPA Region 9: Pacific Southwest","ASHRAE Climate Zone #3","NCHS Urban-Rural Classification: Large central metro","Pacific Gas and Electric Co.","3315 Scott Boulevard, Santa Clara, CA, USA","http://www.gbig.org/buildings/112376","LEED CS 2009","http://www.gbig.org/buildings/112376/details","04/16/2012","LEED CS 2009","Investor: Equity Fund"
"4941","1000023309","LEED",NA,"Warehouse and Distribution","601,024 sq ft","December 09 2013","Riverside-San Bernardino-Ontario, CA Metropolitan Statistical Area","Inland Empire Chapter","EPA Region 9: Pacific Southwest","ASHRAE Climate Zone #3","NCHS Urban-Rural Classification: Large central metro","Southern California Edison Co.","14600 Innovation Drive, March Air Reserve Base, CA, USA","http://www.gbig.org/buildings/112245","LEED CS 2009","http://www.gbig.org/buildings/112245/details","03/22/2012","LEED CS 2009","Investor: REIT,Non-traded"
"4942","1000024574","LEED",NA,"Warehouse and Distribution","649,480 sq ft",NA,"Riverside-San Bernardino-Ontario, CA Metropolitan Statistical Area","Inland Empire Chapter","EPA Region 9: Pacific Southwest","ASHRAE Climate Zone #3","NCHS Urban-Rural Classification: Large fringe metro","Colton Electric Utility Dept.","2063 Miguel Bustamante Parkway, Colton, CA, USA","http://www.gbig.org/buildings/112553","LEED CS 2009","http://www.gbig.org/buildings/112553/details","05/10/2012","LEED CS 2009","Corporate: Privately Held"
"4943","1000025329","LEED",NA,"Retail","75,201 sq ft","March 21 2014","Los Angeles-Long Beach-Santa Ana, CA Metropolitan Statistical Area","Los Angeles Chapter","EPA Region 9: Pacific Southwest","ASHRAE Climate Zone #3","NCHS Urban-Rural Classification: Large central metro","Los Angeles Dept. of Water & Power","13450 Maxella Avenue, Marina del Rey, CA, USA","http://www.gbig.org/buildings/112725","LEED CS 2009","http://www.gbig.org/buildings/112725/details","06/12/2012","LEED CS 2009","Investor: Investment Manager"
"4944","1000025006","LEED",NA,"K-12","150,000 sq ft",NA,"San Diego-Carlsbad-San Marcos, CA Metropolitan Statistical Area","San Diego Chapter","EPA Region 9: Pacific Southwest",NA,"NCHS Urban-Rural Classification: Large central metro",NA,"17050 Del Sur Ridge, San Diego, CA, USA","http://www.gbig.org/buildings/1312239","LEED Schools 2009","http://www.gbig.org/buildings/1312239/details","05/30/2012","LEED Schools 2009","Educational: K-12 School, Public"
"4945","1000023776","LEED",NA,"K-12","17,600 sq ft","May 22 2014","Los Angeles-Long Beach-Santa Ana, CA Metropolitan Statistical Area","Los Angeles Chapter","EPA Region 9: Pacific Southwest","ASHRAE Climate Zone #3","NCHS Urban-Rural Classification: Large central metro","Los Angeles Dept. of Water & Power","3900 Stansbury Ave, Sherman Oaks, CA, USA","http://www.gbig.org/buildings/13637","LEED Schools 2009","http://www.gbig.org/buildings/13637/details","04/10/2012","LEED Schools 2009","Educational: College, Private, Educational: K-12 School, Private"
"4946","1000002474","LEED",NA,"K-12","46,743 sq ft",NA,"Sacramento--Arden-Arcade--Roseville, CA Metropolitan Statistical Area","Northern California Chapter","EPA Region 9: Pacific Southwest","ASHRAE Climate Zone #3","NCHS Urban-Rural Classification: Large central metro","Sacramento Municipal Utility District","2775 Millcreek Dr, Sacramento, CA, USA","http://www.gbig.org/buildings/10409","LEED Schools 2009","http://www.gbig.org/buildings/10409/details","11/11/2009","NCES Public Schools","Educational: K-12 School, Public"
"4947","1000027424","LEED",NA,"K-12","39,297 sq ft",NA,"Napa, CA Metropolitan Statistical Area","Redwood Empire Chapter","EPA Region 9: Pacific Southwest","ASHRAE Climate Zone #3","NCHS Urban-Rural Classification: Small metro","Pacific Gas and Electric Co.","3000 Newell Drive, American Canyon, CA, USA","http://www.gbig.org/buildings/122237","LEED Schools 2009","http://www.gbig.org/buildings/122237/details","09/12/2012","NCES Public Schools","Educational: K-12 School, Public"
"4950","1000026722","LEED",NA,"K-12","89,930 sq ft","May 17 2016","San Francisco-Oakland-Fremont, CA Metropolitan Statistical Area","Northern California Chapter","EPA Region 9: Pacific Southwest","ASHRAE Climate Zone #3","NCHS Urban-Rural Classification: Large fringe metro","Pacific Gas and Electric Co.","131 28th Ave, San Mateo, CA, USA","http://www.gbig.org/buildings/50544","LEED Schools 2009","http://www.gbig.org/buildings/50544/details","08/20/2012","LEED Schools 2009","Educational: K-12 School, Private"
"4953","1000028073","LEED",NA,"K-12",NA,NA,"Los Angeles-Long Beach-Santa Ana, CA Metropolitan Statistical Area","Los Angeles Chapter","EPA Region 9: Pacific Southwest","ASHRAE Climate Zone #3","NCHS Urban-Rural Classification: Large central metro","Los Angeles Dept. of Water & Power","3914 South Main Street, Los Angeles, CA, USA","http://www.gbig.org/buildings/64949","LEED Schools 2009","http://www.gbig.org/buildings/64949/details","10/24/2012","LEED Schools 2009","Educational: K-12 School, Private"
"4957","1000027680","LEED",NA,"K-12","21,660 sq ft",NA,"Los Angeles-Long Beach-Santa Ana, CA Metropolitan Statistical Area","Los Angeles Chapter","EPA Region 9: Pacific Southwest","ASHRAE Climate Zone #3","NCHS Urban-Rural Classification: Large central metro","Los Angeles Dept. of Water & Power","812 West 165th Place, Gardena, CA, USA","http://www.gbig.org/buildings/75760","LEED Schools 2009","http://www.gbig.org/buildings/75760/details","10/05/2012","LEED Schools 2009","Educational: K-12 School, Public"
"4961","1000030850","LEED",NA,"K-12","37,061 sq ft","December 04 2014","San Diego-Carlsbad-San Marcos, CA Metropolitan Statistical Area","San Diego Chapter","EPA Region 9: Pacific Southwest","ASHRAE Climate Zone #3","NCHS Urban-Rural Classification: Large central metro","San Diego Gas & Electric Co.","458 26th Street, San Diego, CA, USA","http://www.gbig.org/buildings/84407","LEED Schools 2009","http://www.gbig.org/buildings/84407/details","02/26/2013","LEED Schools 2009","Educational: K-12 School, Private"
"4962","1000031184","LEED",NA,"K-12","30,768 sq ft","September 19 2016","Los Angeles-Long Beach-Santa Ana, CA Metropolitan Statistical Area","Orange County Chapter","EPA Region 9: Pacific Southwest","ASHRAE Climate Zone #3","NCHS Urban-Rural Classification: Large central metro","Southern California Edison Co.","1901 North Fairview Street, Santa Ana, CA, USA","http://www.gbig.org/buildings/85766","LEED Schools 2009","http://www.gbig.org/buildings/85766/details","03/11/2013","LEED Schools 2009","Educational: K-12 School, Private"
"4963","1000031521","LEED",NA,"Educational Facilities","2,922 sq ft","September 11 2014","Stockton, CA Metropolitan Statistical Area","Northern California Chapter","EPA Region 9: Pacific Southwest","ASHRAE Climate Zone #3","NCHS Urban-Rural Classification: Medium metro","Pacific Gas and Electric Co.","2271 W Louise Ave, Manteca, CA, USA","http://www.gbig.org/buildings/31065","LEED Schools 2009","http://www.gbig.org/buildings/31065/details","01/01/2010","Energy Star Office","Government Use: Local, City"
"4966","1000032363","LEED",NA,"K-12","16,240 sq ft","August 24 2018","San Jose-Sunnyvale-Santa Clara, CA Metropolitan Statistical Area","Northern California Chapter","EPA Region 9: Pacific Southwest","ASHRAE Climate Zone #3","NCHS Urban-Rural Classification: Large central metro","Pacific Gas and Electric Co.","3535 Truman Ave, Mountain View, CA, USA","http://www.gbig.org/buildings/12894","LEED Schools 2009","http://www.gbig.org/buildings/12894/details","01/01/2010","NCES Public Schools","Educational: K-12 School, Public"
