"","project_source_id","Activity.Type","Owner.Type","Space.Type","Project.Size","Certification.date","CBSA","USGBC.Chapter","EPA.Region","ASHRAE.Climate.Zone","Urban.Rural.Classification","Electric.Utility.Provider","address","building.URL","rating_program_name","building.URL","reg.date","reg.std","owner.type"
"123","10000844","LEED","Local Government","Public Order and Safety","22,538 sq ft","October 20 2009","Los Angeles-Long Beach-Santa Ana, CA Metropolitan Statistical Area","Los Angeles Chapter","EPA Region 9: Pacific Southwest","ASHRAE Climate Zone #3","NCHS Urban-Rural Classification: Large central metro","Los Angeles Dept. of Water & Power","1187 E 52nd St, Los Angeles, CA, USA","http://www.gbig.org/buildings/2639","LEED NC 2.1","http://www.gbig.org/buildings/2639/details","05/23/2003","LEED NC 2.1","Local Government"
"124","10000845","LEED","Local Government","Public Order and Safety","15,273 sq ft","June 02 2009","Los Angeles-Long Beach-Santa Ana, CA Metropolitan Statistical Area","Los Angeles Chapter","EPA Region 9: Pacific Southwest","ASHRAE Climate Zone #3","NCHS Urban-Rural Classification: Large central metro","Los Angeles Dept. of Water & Power","3690 Motor Ave, Los Angeles, CA, USA","http://www.gbig.org/buildings/35391","LEED NC 2.1","http://www.gbig.org/buildings/35391/details","05/23/2003","LEED NC 2.1","Local Government"
"125","10000846","LEED","Higher Education","Public Order and Safety","9,000 sq ft",NA,"Los Angeles-Long Beach-Santa Ana, CA Metropolitan Statistical Area","Los Angeles Chapter","EPA Region 9: Pacific Southwest","ASHRAE Climate Zone #3","NCHS Urban-Rural Classification: Large central metro","Los Angeles Dept. of Water & Power","11505 W Olympic Blvd, Los Angeles, CA, USA","http://www.gbig.org/buildings/24678","LEED NC 2.1","http://www.gbig.org/buildings/24678/details","05/23/2003","LEED NC 2.1","Local Government"
"126","10000847","LEED","Local Government","Public Order and Safety","15,165 sq ft","July 23 2009","Los Angeles-Long Beach-Santa Ana, CA Metropolitan Statistical Area","Los Angeles Chapter","EPA Region 9: Pacific Southwest","ASHRAE Climate Zone #3","NCHS Urban-Rural Classification: Large central metro","Los Angeles Dept. of Water & Power","1801 E Century Blvd, Los Angeles, CA, USA","http://www.gbig.org/buildings/6490","LEED NC 2.1","http://www.gbig.org/buildings/6490/details","05/23/2003","LEED NC 2.1","Local Government"
"127","10000848","LEED","Local Government","Public Order and Safety","53,750 sq ft","November 29 2007","Los Angeles-Long Beach-Santa Ana, CA Metropolitan Statistical Area","Los Angeles Chapter","EPA Region 9: Pacific Southwest",NA,"NCHS Urban-Rural Classification: Large central metro",NA,"14355 Arminta St, Panorama City, CA, USA","http://www.gbig.org/buildings/1308762","LEED NC 2.1","http://www.gbig.org/buildings/1308762/details","05/23/2003","LEED NC 2.1","Local Government"
"128","10000850","LEED","Local Government","Public Order and Safety","15,028 sq ft","August 16 2006","Los Angeles-Long Beach-Santa Ana, CA Metropolitan Statistical Area","Los Angeles Chapter","EPA Region 9: Pacific Southwest","ASHRAE Climate Zone #3","NCHS Urban-Rural Classification: Large central metro","Los Angeles Dept. of Water & Power","16843 Moorpark St, Encino, CA, USA","http://www.gbig.org/buildings/5875","LEED NC 2.1","http://www.gbig.org/buildings/5875/details","05/23/2003","LEED NC 2.1","Local Government"
"129","10000851","LEED","Local Government","Public Order and Safety","24,933 sq ft","June 26 2008","Los Angeles-Long Beach-Santa Ana, CA Metropolitan Statistical Area","Los Angeles Chapter","EPA Region 9: Pacific Southwest","ASHRAE Climate Zone #3","NCHS Urban-Rural Classification: Large central metro","Los Angeles Dept. of Water & Power","21050 West Burbank Boulevard, Woodland Hills, CA, USA","http://www.gbig.org/buildings/112862","LEED NC 2.1","http://www.gbig.org/buildings/112862/details","05/23/2003","LEED NC 2.1","Local Government"
"130","10000852","LEED","Non-profit","Laboratory","62,215 sq ft","April 15 2008","Riverside-San Bernardino-Ontario, CA Metropolitan Statistical Area","Inland Empire Chapter","EPA Region 9: Pacific Southwest","ASHRAE Climate Zone #3","NCHS Urban-Rural Classification: Large central metro","Southern California Edison Co.","2345 Searl Pkwy, Hemet, CA, USA","http://www.gbig.org/buildings/9203","LEED NC 2.1","http://www.gbig.org/buildings/9203/details","05/23/2003","LEED NC 2.1","Non-Profit Org."
"131","10000853","LEED","Local Government","Public Order and Safety","24,813 sq ft",NA,"Los Angeles-Long Beach-Santa Ana, CA Metropolitan Statistical Area","Los Angeles Chapter","EPA Region 9: Pacific Southwest",NA,"NCHS Urban-Rural Classification: Large central metro",NA,"10124 Balboa Blvd, Granada Hills, CA, USA","http://www.gbig.org/buildings/1323589","LEED NC 2.1","http://www.gbig.org/buildings/1323589/details","05/23/2003","LEED NC 2.1","Local Government"
"132","10000863","LEED","K-12 Education","K-12","21,230 sq ft","November 27 2007","Salinas, CA Metropolitan Statistical Area","Northern California Chapter","EPA Region 9: Pacific Southwest","ASHRAE Climate Zone #3","NCHS Urban-Rural Classification: Medium metro","Pacific Gas and Electric Co.","2511 Numa Watson Rd, Seaside, CA, USA","http://www.gbig.org/buildings/31945","LEED NC 2.1","http://www.gbig.org/buildings/31945/details","06/03/2003","NCES Private Schools","Non-Profit Org."
"133","10000868","LEED","Corporate","Industrial Manufacturing","23,066 sq ft","December 14 2004","Riverside-San Bernardino-Ontario, CA Metropolitan Statistical Area","Inland Empire Chapter","EPA Region 9: Pacific Southwest","ASHRAE Climate Zone #3","NCHS Urban-Rural Classification: Large central metro","Southern California Edison Co.","25620 Jefferson Ave, Murrieta, CA, USA","http://www.gbig.org/buildings/32079","LEED NC 2.1","http://www.gbig.org/buildings/32079/details","06/06/2003","LEED NC 2.1","Profit Org."
"134","10000876","LEED","Local Government","Retail","72,144 sq ft","August 26 2005","San Jose-Sunnyvale-Santa Clara, CA Metropolitan Statistical Area","Northern California Chapter","EPA Region 9: Pacific Southwest","ASHRAE Climate Zone #3","NCHS Urban-Rural Classification: Large central metro","Pacific Gas and Electric Co.","16200 Condit Rd, Morgan Hill, CA, USA","http://www.gbig.org/buildings/5636","LEED NC 2.1","http://www.gbig.org/buildings/5636/details","06/11/2003","LEED NC 2.1","Local Government"
"135","10000880","LEED","Higher Education","Higher Ed","92,710 sq ft","August 01 2005","Los Angeles-Long Beach-Santa Ana, CA Metropolitan Statistical Area","Los Angeles Chapter","EPA Region 9: Pacific Southwest","ASHRAE Climate Zone #3","NCHS Urban-Rural Classification: Large central metro","Pasadena Water & Power Dept.","950 S Raymond Ave, Pasadena, CA, USA","http://www.gbig.org/buildings/22050","LEED NC 2.1","http://www.gbig.org/buildings/22050/details","06/18/2003","LEED NC 2.1","Non-Profit Org."
"136","10000887","LEED","Higher Education","Multi-Family Residential","486,422 sq ft","March 20 2007","Los Angeles-Long Beach-Santa Ana, CA Metropolitan Statistical Area","Orange County Chapter","EPA Region 9: Pacific Southwest",NA,"NCHS Urban-Rural Classification: Large central metro",NA,"1471 Palo Verde Rd, Irvine, CA, USA","http://www.gbig.org/buildings/1390132","LEED NC 2.1","http://www.gbig.org/buildings/1390132/details","06/23/2003","LEED NC 2.1","Other"
"137","10000895","LEED","Non-profit","Office","14,200 sq ft","September 28 2007","San Jose-Sunnyvale-Santa Clara, CA Metropolitan Statistical Area","Northern California Chapter","EPA Region 9: Pacific Southwest","ASHRAE Climate Zone #3","NCHS Urban-Rural Classification: Large central metro","Pacific Gas and Electric Co.","17500 Depot St, Morgan Hill, CA, USA","http://www.gbig.org/buildings/28455","LEED NC 2.1","http://www.gbig.org/buildings/28455/details","06/24/2003","LEED NC 2.1","Other"
"139","10000308","LEED","Local Government","Health Care","508,414 sq ft","June 18 2010","San Francisco-Oakland-Fremont, CA Metropolitan Statistical Area","Northern California Chapter","EPA Region 9: Pacific Southwest","ASHRAE Climate Zone #3","NCHS Urban-Rural Classification: Large central metro","Pacific Gas and Electric Co.","375 Laguna Honda Blvd, San Francisco, CA, USA","http://www.gbig.org/buildings/13335","LEED NC 2.1","http://www.gbig.org/buildings/13335/details","02/27/2002","HRSA Data Warehouse Hospitals","Local Government"
"140","10000184","LEED","Higher Education","Higher Ed","380,000 sq ft","May 04 2009","Santa Barbara-Santa Maria-Goleta, CA Metropolitan Statistical Area","California Central Coast Chapter","EPA Region 9: Pacific Southwest","ASHRAE Climate Zone #3","NCHS Urban-Rural Classification: Medium metro","Southern California Edison Co.","6510 El Colegio Road, UC Santa Barbara, Goleta, CA, USA","http://www.gbig.org/buildings/112775","LEED NC 2.1","http://www.gbig.org/buildings/112775/details","02/02/2007","LEED NC 2.1","State Government, Government Use: State"
"141","10000173","LEED","Local Government","Public Assembly","95,916 sq ft","August 13 2008","San Francisco-Oakland-Fremont, CA Metropolitan Statistical Area","Northern California Chapter","EPA Region 9: Pacific Southwest","ASHRAE Climate Zone #3","NCHS Urban-Rural Classification: Large central metro","Pacific Gas and Electric Co.","500 Treat Ave, San Francisco, CA, USA","http://www.gbig.org/buildings/38276","LEED NC 2.1","http://www.gbig.org/buildings/38276/details","07/27/2001","LEED NC 2.1","Local Government"
"142","10000129","LEED","State Government","Other","1.729 Million sq ft","February 11 2004","Sacramento--Arden-Arcade--Roseville, CA Metropolitan Statistical Area","Northern California Chapter","EPA Region 9: Pacific Southwest","ASHRAE Climate Zone #3","NCHS Urban-Rural Classification: Large central metro","Sacramento Municipal Utility District","1500 Capitol Ave, Sacramento, CA, USA","http://www.gbig.org/buildings/27084","LEED NC 2.1","http://www.gbig.org/buildings/27084/details","05/31/2001","LEED NC 2.1","State Government, Government Use: State"
"143","10001352","LEED","Non-profit","Public Assembly","32,245 sq ft","July 03 2008","San Francisco-Oakland-Fremont, CA Metropolitan Statistical Area","Northern California Chapter","EPA Region 9: Pacific Southwest","ASHRAE Climate Zone #3","NCHS Urban-Rural Classification: Large fringe metro","Pacific Gas and Electric Co.","550 Bell St, East Palo Alto, CA, USA","http://www.gbig.org/buildings/39242","LEED NC 2.1","http://www.gbig.org/buildings/39242/details","03/29/2004","LEED NC 2.1","Non-Profit Org."
"145","10001419","LEED","Investor","Office","144,000 sq ft","December 22 2006","Bakersfield-Delano, CA Metropolitan Statistical Area","Central California Chapter","EPA Region 9: Pacific Southwest",NA,"NCHS Urban-Rural Classification: Medium metro","Pacific Gas and Electric Co.","8200 Stockdale Hwy, Bakersfield, CA, USA","http://www.gbig.org/buildings/599985","LEED NC 2.1","http://www.gbig.org/buildings/599985/details","04/29/2004","LEED NC 2.1","Profit Org."
"146","10001434","LEED","Investor","Multi-Family Residential","287,439 sq ft","September 14 2007","Los Angeles-Long Beach-Santa Ana, CA Metropolitan Statistical Area","Los Angeles Chapter","EPA Region 9: Pacific Southwest","ASHRAE Climate Zone #3","NCHS Urban-Rural Classification: Large central metro","Los Angeles Dept. of Water & Power","1111 S Grand Ave, Los Angeles, CA, USA","http://www.gbig.org/buildings/24313","LEED NC 2.1","http://www.gbig.org/buildings/24313/details","05/05/2004","LEED NC 2.1","Profit Org."
"147","10001439","LEED","Corporate","Lodging","70,000 sq ft","December 01 2009","Redding, CA Metropolitan Statistical Area","Northern California Chapter","EPA Region 9: Pacific Southwest",NA,"NCHS Urban-Rural Classification: Small metro",NA,"4125 Riverside Place, Anderson, CA, USA","http://www.gbig.org/buildings/300545","LEED NC 2.1","http://www.gbig.org/buildings/300545/details","05/07/2004","LEED NC 2.1","Profit Org."
"148","10001809","LEED","Investor",NA,NA,NA,"San Diego-Carlsbad-San Marcos, CA Metropolitan Statistical Area","San Diego Chapter","EPA Region 9: Pacific Southwest","ASHRAE Climate Zone #3","NCHS Urban-Rural Classification: Large central metro","San Diego Gas & Electric Co.","601 16th St, Ramona, CA, USA","http://www.gbig.org/buildings/40069","LEED NC 2.1","http://www.gbig.org/buildings/40069/details","10/07/2004","LEED NC 2.1","Profit Org."
"150","10001850","LEED","Corporate","Laboratory","551,000 sq ft","June 29 2007","San Diego-Carlsbad-San Marcos, CA Metropolitan Statistical Area","San Diego Chapter","EPA Region 9: Pacific Southwest","ASHRAE Climate Zone #3","NCHS Urban-Rural Classification: Large central metro","San Diego Gas & Electric Co.","5751 Pacific Center Blvd, San Diego, CA, USA","http://www.gbig.org/buildings/39655","LEED NC 2.1","http://www.gbig.org/buildings/39655/details","10/26/2004","LEED NC 2.1","Profit Org."
"151","10001882","LEED","Higher Education","Higher Ed","44,000 sq ft",NA,"Los Angeles-Long Beach-Santa Ana, CA Metropolitan Statistical Area","Los Angeles Chapter","EPA Region 9: Pacific Southwest","ASHRAE Climate Zone #3","NCHS Urban-Rural Classification: Large central metro","Los Angeles Dept. of Water & Power","13356 Eldridge Avenue, San Fernando Valley, CA, USA","http://www.gbig.org/buildings/112994","LEED NC 2.1","http://www.gbig.org/buildings/112994/details","11/12/2004","LEED NC 2.1","Other, Local Government, Educational: College, Public, Educational: Community College, Pub"
"152","10001915","LEED","Investor","Public Order and Safety","16,000 sq ft","June 05 2008","Los Angeles-Long Beach-Santa Ana, CA Metropolitan Statistical Area","Los Angeles Chapter","EPA Region 9: Pacific Southwest","ASHRAE Climate Zone #3","NCHS Urban-Rural Classification: Large central metro","Los Angeles Dept. of Water & Power","5451 Playa Vista Drive, Playa Vista, CA, USA","http://www.gbig.org/buildings/113001","LEED NC 2.1","http://www.gbig.org/buildings/113001/details","11/30/2004","LEED NC 2.1","Profit Org."
"153","10001929","LEED","Local Government","Public Assembly","60,678 sq ft","December 08 2009","Los Angeles-Long Beach-Santa Ana, CA Metropolitan Statistical Area","Los Angeles Chapter","EPA Region 9: Pacific Southwest","ASHRAE Climate Zone #3","NCHS Urban-Rural Classification: Large central metro","Burbank Public Service Dept.","150 N 3rd St, Burbank, CA, USA","http://www.gbig.org/buildings/4807","LEED NC 2.1","http://www.gbig.org/buildings/4807/details","12/03/2004","USDA Farmers Markets","Local Government"
"154","10001979","LEED","Local Government","Industrial Manufacturing","16,510 sq ft","August 03 2009","Los Angeles-Long Beach-Santa Ana, CA Metropolitan Statistical Area","Los Angeles Chapter","EPA Region 9: Pacific Southwest","ASHRAE Climate Zone #3","NCHS Urban-Rural Classification: Large central metro","Southern California Edison Co.","9333 West 3rd Street, Los Angeles, CA, USA","http://www.gbig.org/buildings/113015","LEED NC 2.1","http://www.gbig.org/buildings/113015/details","12/20/2004","LEED NC 2.1","Local Government"
"155","10001982","LEED","Local Government","Public Assembly","23,673 sq ft","October 27 2008","Los Angeles-Long Beach-Santa Ana, CA Metropolitan Statistical Area","Orange County Chapter","EPA Region 9: Pacific Southwest","ASHRAE Climate Zone #3","NCHS Urban-Rural Classification: Large central metro","Anaheim Public Utilities Dept.","2650 W Broadway, Anaheim, CA, USA","http://www.gbig.org/buildings/32292","LEED NC 2.1","http://www.gbig.org/buildings/32292/details","12/20/2004","LEED NC 2.1","Local Government"
"156","10002079","LEED","Higher Education","Higher Ed","92,000 sq ft","December 04 2007","Los Angeles-Long Beach-Santa Ana, CA Metropolitan Statistical Area","Los Angeles Chapter","EPA Region 9: Pacific Southwest","ASHRAE Climate Zone #3","NCHS Urban-Rural Classification: Large central metro","Southern California Edison Co.","185 East 6th Street, The Claremont Colleges, Claremont, CA, USA","http://www.gbig.org/buildings/113022","LEED NC 2.1","http://www.gbig.org/buildings/113022/details","01/26/2005","LEED NC 2.1","Profit Org."
"157","10002089","LEED","Higher Education","Higher Ed","62,000 sq ft","July 14 2008","Los Angeles-Long Beach-Santa Ana, CA Metropolitan Statistical Area","Orange County Chapter","EPA Region 9: Pacific Southwest","ASHRAE Climate Zone #3","NCHS Urban-Rural Classification: Large central metro","Southern California Edison Co.","653 E Peltason Dr, Irvine, CA, USA","http://www.gbig.org/buildings/40908","LEED NC 2.1","http://www.gbig.org/buildings/40908/details","01/28/2005","LEED NC 2.1","State Government"
"158","10002091","LEED","Local Government","Public Assembly","16,542 sq ft","July 06 2010","San Francisco-Oakland-Fremont, CA Metropolitan Statistical Area","Northern California Chapter","EPA Region 9: Pacific Southwest","ASHRAE Climate Zone #3","NCHS Urban-Rural Classification: Large central metro","Pacific Gas and Electric Co.","1520 Lakeside Dr, Oakland, CA, USA","http://www.gbig.org/buildings/27281","LEED NC 2.1","http://www.gbig.org/buildings/27281/details","01/28/2005","LEED NC 2.1","Local Government"
"159","10002102","LEED","Non-profit","K-12","3,100 sq ft","July 17 2009","Los Angeles-Long Beach-Santa Ana, CA Metropolitan Statistical Area","Los Angeles Chapter","EPA Region 9: Pacific Southwest","ASHRAE Climate Zone #3","NCHS Urban-Rural Classification: Large central metro","Southern California Edison Co.","100 Aquarium Way, Long Beach, CA, USA","http://www.gbig.org/buildings/22813","LEED NC 2.1","http://www.gbig.org/buildings/22813/details","02/02/2005","LEED NC 2.1","Non-Profit Org., Non-Profit (that do not fit into ot"
"160","10002105","LEED","Higher Education","Multi-Family Residential","69,024 sq ft","May 08 2008","Los Angeles-Long Beach-Santa Ana, CA Metropolitan Statistical Area","Los Angeles Chapter","EPA Region 9: Pacific Southwest","ASHRAE Climate Zone #3","NCHS Urban-Rural Classification: Large central metro","Southern California Edison Co.","1050 North Mills Avenue, The Claremont Colleges, Claremont, CA, USA","http://www.gbig.org/buildings/113024","LEED NC 2.1","http://www.gbig.org/buildings/113024/details","02/03/2005","LEED NC 2.1","Other"
"161","10002133","LEED","Higher Education","Higher Ed","6,445 sq ft","February 22 2011","Santa Barbara-Santa Maria-Goleta, CA Metropolitan Statistical Area","California Central Coast Chapter","EPA Region 9: Pacific Southwest",NA,"NCHS Urban-Rural Classification: Medium metro",NA,"Sedgwick Reserve, 3566 Brinkerhoff Ave, Santa Ynez, CA, USA","http://www.gbig.org/buildings/1308822","LEED NC 2.1","http://www.gbig.org/buildings/1308822/details","02/18/2005","LEED NC 2.1","State Government"
"162","10002144","LEED","Corporate","Office","10,744 sq ft","February 16 2007","Napa, CA Metropolitan Statistical Area","Redwood Empire Chapter","EPA Region 9: Pacific Southwest","ASHRAE Climate Zone #3","NCHS Urban-Rural Classification: Small metro","Pacific Gas and Electric Co.","8815 Conn Creek Road, Saint Helena, CA, USA","http://www.gbig.org/buildings/88480","LEED NC 2.1","http://www.gbig.org/buildings/88480/details","03/02/2005","LEED NC 2.1","Individual"
"163","10002151","LEED","Non-profit","Multi-Family Residential","40,935 sq ft","July 14 2008","San Jose-Sunnyvale-Santa Clara, CA Metropolitan Statistical Area","Northern California Chapter","EPA Region 9: Pacific Southwest","ASHRAE Climate Zone #3","NCHS Urban-Rural Classification: Large central metro","Pacific Gas and Electric Co.","35 E Gish Rd, San Jose, CA, USA","http://www.gbig.org/buildings/12709","LEED NC 2.1","http://www.gbig.org/buildings/12709/details","03/07/2005","LEED NC 2.1","Non-Profit Org."
"164","10002155","LEED","Non-profit","Multi-Family Residential","66,384 sq ft","August 25 2008","San Francisco-Oakland-Fremont, CA Metropolitan Statistical Area","Northern California Chapter","EPA Region 9: Pacific Southwest","ASHRAE Climate Zone #3","NCHS Urban-Rural Classification: Large fringe metro","Pacific Gas and Electric Co.","1540 El Camino Real, Redwood City, CA, USA","http://www.gbig.org/buildings/27395","LEED NC 2.1","http://www.gbig.org/buildings/27395/details","03/08/2005","LEED NC 2.1","Non-Profit Org."
"165","10002237","LEED","Investor","Lodging","49,634 sq ft","May 31 2007","San Francisco-Oakland-Fremont, CA Metropolitan Statistical Area","Northern California Chapter","EPA Region 9: Pacific Southwest","ASHRAE Climate Zone #3","NCHS Urban-Rural Classification: Large central metro","Pacific Gas and Electric Co.","466 Bush St, San Francisco, CA, USA","http://www.gbig.org/buildings/15380","LEED NC 2.1","http://www.gbig.org/buildings/15380/details","04/13/2005","LEED NC 2.1","Profit Org."
"166","10002244","LEED","Non-profit","Multi-Family Residential","79,152 sq ft","October 02 2006","San Francisco-Oakland-Fremont, CA Metropolitan Statistical Area","Northern California Chapter","EPA Region 9: Pacific Southwest","ASHRAE Climate Zone #3","NCHS Urban-Rural Classification: Large central metro","Pacific Gas and Electric Co.","75 Dore St, San Francisco, CA, USA","http://www.gbig.org/buildings/42065","LEED NC 2.1","http://www.gbig.org/buildings/42065/details","04/18/2005","LEED NC 2.1","Non-Profit Org."
"167","10002246","LEED","Non-profit","Office: Mixed Use","36,729 sq ft","October 27 2009","Eureka-Arcata-Fortuna, CA Micropolitan Statistical Area","Redwood Empire Chapter","EPA Region 9: Pacific Southwest",NA,"NCHS Urban-Rural Classification: Micropolitan (nonmetropolitan)","Pacific Gas and Electric Co.","1380 9th St, Arcata, CA, USA","http://www.gbig.org/buildings/600172","LEED NC 2.1","http://www.gbig.org/buildings/600172/details","04/19/2005","LEED NC 2.1","Non-Profit Org."
"168","10002018","LEED","Higher Education","Higher Ed","38,930 sq ft","May 28 2010","San Diego-Carlsbad-San Marcos, CA Metropolitan Statistical Area","San Diego Chapter","EPA Region 9: Pacific Southwest","ASHRAE Climate Zone #3","NCHS Urban-Rural Classification: Large central metro","San Diego Gas & Electric Co.","3249 Fordham St, San Diego, CA, USA","http://www.gbig.org/buildings/12096","LEED NC 2.1","http://www.gbig.org/buildings/12096/details","01/10/2005","LEED NC 2.1","Other"
"169","10002023","LEED","Higher Education","Higher Ed","26,509 sq ft","January 24 2006","Los Angeles-Long Beach-Santa Ana, CA Metropolitan Statistical Area","Los Angeles Chapter","EPA Region 9: Pacific Southwest","ASHRAE Climate Zone #3","NCHS Urban-Rural Classification: Large central metro","Southern California Edison Co.","385 E 12th St, Claremont, CA, USA","http://www.gbig.org/buildings/13538","LEED NC 2.1","http://www.gbig.org/buildings/13538/details","01/11/2005","LEED NC 2.1","Other"
"170","10002041","LEED","Investor","Lodging","680,000 sq ft","July 27 2010","Los Angeles-Long Beach-Santa Ana, CA Metropolitan Statistical Area","Los Angeles Chapter","EPA Region 9: Pacific Southwest","ASHRAE Climate Zone #3","NCHS Urban-Rural Classification: Large central metro","Los Angeles Dept. of Water & Power","6250 Hollywood Blvd, Los Angeles, CA, USA","http://www.gbig.org/buildings/18322","LEED NC 2.1","http://www.gbig.org/buildings/18322/details","01/18/2005","LEED NC 2.1","Profit Org."
"171","10002065","LEED","Investor","Multi-Family Residential","361,766 sq ft","April 18 2008","Los Angeles-Long Beach-Santa Ana, CA Metropolitan Statistical Area","Los Angeles Chapter","EPA Region 9: Pacific Southwest","ASHRAE Climate Zone #3","NCHS Urban-Rural Classification: Large central metro","Los Angeles Dept. of Water & Power","1100 S Hope St, Los Angeles, CA, USA","http://www.gbig.org/buildings/1932","LEED NC 2.1","http://www.gbig.org/buildings/1932/details","01/24/2005","LEED NC 2.1","Profit Org."
"172","10002264","LEED","State Government","Office","158,908 sq ft","November 27 2007","Sacramento--Arden-Arcade--Roseville, CA Metropolitan Statistical Area","Northern California Chapter","EPA Region 9: Pacific Southwest","ASHRAE Climate Zone #3","NCHS Urban-Rural Classification: Large central metro","Sacramento Municipal Utility District","721 Capitol Mall, Sacramento, CA, USA","http://www.gbig.org/buildings/41766","LEED NC 2.1","http://www.gbig.org/buildings/41766/details","04/26/2005","LEED NC 2.1","State Government, Government Use: State"
"173","10002268","LEED","Local Government","Office","191,000 sq ft","February 28 2008","Los Angeles-Long Beach-Santa Ana, CA Metropolitan Statistical Area","Los Angeles Chapter","EPA Region 9: Pacific Southwest","ASHRAE Climate Zone #3","NCHS Urban-Rural Classification: Large central metro","Pasadena Water & Power Dept.","100 North Garfield Avenue, Pasadena, CA, USA","http://www.gbig.org/buildings/113047","LEED NC 2.1","http://www.gbig.org/buildings/113047/details","04/28/2005","USDA Farmers Markets","Local Government"
"174","10002283","LEED","Local Government","Laboratory","17,675 sq ft","February 28 2012","Santa Cruz-Watsonville, CA Metropolitan Statistical Area","Northern California Chapter","EPA Region 9: Pacific Southwest","ASHRAE Climate Zone #3","NCHS Urban-Rural Classification: Medium metro","Pacific Gas and Electric Co.","401 Panabaker Rd, Watsonville, CA, USA","http://www.gbig.org/buildings/14031","LEED NC 2.1","http://www.gbig.org/buildings/14031/details","05/02/2005","LEED NC 2.1","Local Government"
"175","10002318","LEED","Local Government","Public Assembly","3,200 sq ft","December 29 2008","San Diego-Carlsbad-San Marcos, CA Metropolitan Statistical Area","San Diego Chapter","EPA Region 9: Pacific Southwest",NA,"NCHS Urban-Rural Classification: Large central metro","San Diego Gas & Electric Co.","13920 California 67, Lakeside, CA, USA","http://www.gbig.org/buildings/784017","LEED NC 2.1","http://www.gbig.org/buildings/784017/details","05/13/2005","LEED NC 2.1","Local Government"
"176","10002329","LEED","Local Government","Retail","298,786 sq ft","April 24 2008","Los Angeles-Long Beach-Santa Ana, CA Metropolitan Statistical Area","Los Angeles Chapter","EPA Region 9: Pacific Southwest","ASHRAE Climate Zone #3","NCHS Urban-Rural Classification: Large central metro","Southern California Edison Co.","333 Civic Center Dr, Santa Monica, CA, USA","http://www.gbig.org/buildings/34495","LEED NC 2.1","http://www.gbig.org/buildings/34495/details","05/17/2005","LEED NC 2.1","Local Government"
"177","10002330","LEED","Higher Education","Higher Ed","147,975 sq ft","July 28 2009","Los Angeles-Long Beach-Santa Ana, CA Metropolitan Statistical Area","Orange County Chapter","EPA Region 9: Pacific Southwest",NA,"NCHS Urban-Rural Classification: Large central metro","Southern California Edison Co.","4102 Bison Avenue, University of California Irvine, University Research Park, Irvine, CA, USA","http://www.gbig.org/buildings/784019","LEED NC 2.1","http://www.gbig.org/buildings/784019/details","05/17/2005","LEED NC 2.1","State Government"
"178","10002331","LEED","Higher Education","Higher Ed","120,868 sq ft","April 20 2009","Los Angeles-Long Beach-Santa Ana, CA Metropolitan Statistical Area","Orange County Chapter","EPA Region 9: Pacific Southwest",NA,"NCHS Urban-Rural Classification: Large central metro","Southern California Edison Co.","113 Pereira Drive, University of California Irvine, Irvine, CA, USA","http://www.gbig.org/buildings/573413","LEED NC 2.1","http://www.gbig.org/buildings/573413/details","05/17/2005","LEED NC 2.1","State Government"
"179","10002293","LEED","Investor","Office: Mixed Use","29,912 sq ft","November 30 2006","Los Angeles-Long Beach-Santa Ana, CA Metropolitan Statistical Area","Los Angeles Chapter","EPA Region 9: Pacific Southwest","ASHRAE Climate Zone #3","NCHS Urban-Rural Classification: Large central metro","Pasadena Water & Power Dept.","45 West Eureka Street, Pasadena, CA, USA","http://www.gbig.org/buildings/113050","LEED NC 2.1","http://www.gbig.org/buildings/113050/details","05/04/2005","LEED NC 2.1","Profit Org."
"180","10002396","LEED","Higher Education","Higher Ed","1.405 Million sq ft","November 09 2009","San Luis Obispo-Paso Robles, CA Metropolitan Statistical Area","California Central Coast Chapter","EPA Region 9: Pacific Southwest",NA,"NCHS Urban-Rural Classification: Medium metro","Pacific Gas and Electric Co.","Cal Poly Corporation Administration, California Polytechnic State University, San Luis Obispo, CA, USA","http://www.gbig.org/buildings/784032","LEED NC 2.1","http://www.gbig.org/buildings/784032/details","06/10/2005","LEED NC 2.1","State Government"
"181","10002415","LEED","Higher Education","Laboratory","25,000 sq ft","November 30 2007","San Francisco-Oakland-Fremont, CA Metropolitan Statistical Area","Northern California Chapter","EPA Region 9: Pacific Southwest","ASHRAE Climate Zone #3","NCHS Urban-Rural Classification: Large central metro","Pacific Gas and Electric Co.","5000 MacArthur Boulevard, Oakland, CA, USA","http://www.gbig.org/buildings/110026","LEED NC 2.1","http://www.gbig.org/buildings/110026/details","06/16/2005","NCES Private Schools","Non-Profit Org., Profit Org., Non-Profit Org."
"182","10002468","LEED","Higher Education","Higher Ed","53,000 sq ft","July 14 2010","San Diego-Carlsbad-San Marcos, CA Metropolitan Statistical Area","San Diego Chapter","EPA Region 9: Pacific Southwest","ASHRAE Climate Zone #3","NCHS Urban-Rural Classification: Large central metro","San Diego Gas & Electric Co.","4343 Ocean View Blvd, San Diego, CA, USA","http://www.gbig.org/buildings/14797","LEED NC 2.1","http://www.gbig.org/buildings/14797/details","07/05/2005","LEED NC 2.1","Non-Profit Org., Educational: Community College, Pub"
