,project_source_id,Activity Type,Owner Type,Space Type,Project Size,Certification date,CBSA,USGBC Chapter,EPA Region,ASHRAE Climate Zone,Urban Rural Classification,Electric Utility Provider,address,building.URL
8388,1000118141,LEED,NA,Service,"75,570 sq ft",NA,"Los Angeles-Long Beach-Santa Ana, CA Metropolitan Statistical Area",Los Angeles Chapter,EPA Region 9: Pacific Southwest,NA,NCHS Urban-Rural Classification: Large central metro,NA,"611 N Hoover St, Los Angeles, CA, USA",http://www.gbig.org/buildings/1408658
8389,1000118143,LEED,NA,Service,"320,851 sq ft",NA,"Los Angeles-Long Beach-Santa Ana, CA Metropolitan Statistical Area",Los Angeles Chapter,EPA Region 9: Pacific Southwest,NA,NCHS Urban-Rural Classification: Large central metro,NA,"12300 Nebraska Ave, Los Angeles, CA, 90025, USA",http://www.gbig.org/buildings/1408659
8390,1000117059,LEED,NA,NA,"204,500 sq ft",NA,"Los Angeles-Long Beach-Santa Ana, CA Metropolitan Statistical Area",Los Angeles Chapter,EPA Region 9: Pacific Southwest,NA,NCHS Urban-Rural Classification: Large central metro,NA,"5600 W Century Blvd, Los Angeles, CA, USA",http://www.gbig.org/buildings/1405144
8391,1000118313,LEED,NA,Multi-Family Residential,"100,865 sq ft",NA,"San Jose-Sunnyvale-Santa Clara, CA Metropolitan Statistical Area",Northern California Chapter,EPA Region 9: Pacific Southwest,NA,NCHS Urban-Rural Classification: Large central metro,NA,"2 Pierce Avenue, San Jose, CA, USA",http://www.gbig.org/buildings/804359
8392,1000119119,LEED,NA,Health Care,"50,000 sq ft",NA,"Los Angeles-Long Beach-Santa Ana, CA Metropolitan Statistical Area",Orange County Chapter,EPA Region 9: Pacific Southwest,NA,NCHS Urban-Rural Classification: Large central metro,NA,"3 San Joaquin Plaza, Newport Beach, CA, USA",http://www.gbig.org/buildings/1410119
8393,1000119121,LEED,NA,Office,"109,000 sq ft",NA,"Los Angeles-Long Beach-Santa Ana, CA Metropolitan Statistical Area",Orange County Chapter,EPA Region 9: Pacific Southwest,NA,NCHS Urban-Rural Classification: Large central metro,NA,"10844 Ellis Ave, Fountain Valley, CA, USA",http://www.gbig.org/buildings/1736
8394,1000119132,LEED,NA,Office,"100,000 sq ft",NA,"Los Angeles-Long Beach-Santa Ana, CA Metropolitan Statistical Area",Los Angeles Chapter,EPA Region 9: Pacific Southwest,NA,NCHS Urban-Rural Classification: Large central metro,NA,"26455 Rockwell Canyon Road, Santa Clarita, CA, USA",http://www.gbig.org/buildings/459446
8395,1000119149,LEED,NA,Office,"105,127 sq ft",NA,"Los Angeles-Long Beach-Santa Ana, CA Metropolitan Statistical Area",Los Angeles Chapter,EPA Region 9: Pacific Southwest,NA,NCHS Urban-Rural Classification: Large central metro,NA,"26455 Rockwell Canyon Road, Santa Clarita, CA, USA",http://www.gbig.org/buildings/459446
8396,1000117353,LEED,NA,Service,"83,300 sq ft",NA,"Hanford-Corcoran, CA Metropolitan Statistical Area",Central California Chapter,EPA Region 9: Pacific Southwest,NA,NCHS Urban-Rural Classification: Small metro,NA,"800 Bon Homme Richard, Lemoore, CA, USA",http://www.gbig.org/buildings/1407968
8397,1000117516,LEED,NA,NA,"41,874 sq ft",NA,"Los Angeles-Long Beach-Santa Ana, CA Metropolitan Statistical Area",Los Angeles Chapter,EPA Region 9: Pacific Southwest,NA,NCHS Urban-Rural Classification: Large central metro,NA,"9225 Aviation Blvd, Los Angeles, CA, USA",http://www.gbig.org/buildings/1408300
8398,1000117279,LEED,NA,Office,"8,000 sq ft",NA,"Riverside-San Bernardino-Ontario, CA Metropolitan Statistical Area",Inland Empire Chapter,EPA Region 9: Pacific Southwest,NA,NCHS Urban-Rural Classification: Large fringe metro,NA,"239 3rd St, Fort Irwin, CA, USA",http://www.gbig.org/buildings/1421586
8399,1000117983,LEED,NA,Higher Ed,"208,994 sq ft",NA,"Sacramento--Arden-Arcade--Roseville, CA Metropolitan Statistical Area",Northern California Chapter,EPA Region 9: Pacific Southwest,NA,NCHS Urban-Rural Classification: Large fringe metro,NA,"Emerson Hall, 565 Oxford Cir, Davis, CA, USA",http://www.gbig.org/buildings/1408465
8400,1000123806,LEED,NA,Higher Ed,"73,713 sq ft",NA,"Santa Barbara-Santa Maria-Goleta, CA Metropolitan Statistical Area",California Central Coast Chapter,EPA Region 9: Pacific Southwest,NA,NCHS Urban-Rural Classification: Medium metro,NA,"408 UCEN Rd, Isla Vista, CA, USA",http://www.gbig.org/buildings/1422117
8401,1000123879,LEED,NA,Higher Ed,"92,142 sq ft",NA,"Santa Cruz-Watsonville, CA Metropolitan Statistical Area",Northern California Chapter,EPA Region 9: Pacific Southwest,NA,NCHS Urban-Rural Classification: Medium metro,NA,"Programs Annex, 510 Porter-Kresge Rd, Santa Cruz, CA, USA",http://www.gbig.org/buildings/1422153
8402,1000123893,LEED,NA,Office,"8,636 sq ft",NA,"Santa Cruz-Watsonville, CA Metropolitan Statistical Area",Northern California Chapter,EPA Region 9: Pacific Southwest,NA,NCHS Urban-Rural Classification: Medium metro,NA,"Programs Annex, 510 Porter-Kresge Rd, Santa Cruz, CA, USA",http://www.gbig.org/buildings/1422153
8403,1000123894,LEED,NA,Public Assembly,"3,218 sq ft",NA,"Santa Cruz-Watsonville, CA Metropolitan Statistical Area",Northern California Chapter,EPA Region 9: Pacific Southwest,NA,NCHS Urban-Rural Classification: Medium metro,NA,"Programs Annex, 510 Porter-Kresge Rd, Santa Cruz, CA, USA",http://www.gbig.org/buildings/1422153
8404,1000123895,LEED,NA,Office,"18,799 sq ft",NA,"Santa Cruz-Watsonville, CA Metropolitan Statistical Area",Northern California Chapter,EPA Region 9: Pacific Southwest,NA,NCHS Urban-Rural Classification: Medium metro,NA,"Programs Annex, 510 Porter-Kresge Rd, Santa Cruz, CA, USA",http://www.gbig.org/buildings/1422153
8405,1000123900,LEED,NA,Higher Ed,"24,839 sq ft",NA,"Santa Cruz-Watsonville, CA Metropolitan Statistical Area",Northern California Chapter,EPA Region 9: Pacific Southwest,NA,NCHS Urban-Rural Classification: Medium metro,NA,"Programs Annex, 510 Porter-Kresge Rd, Santa Cruz, CA, USA",http://www.gbig.org/buildings/1422153
8406,1000123201,LEED,NA,Lodging,"48,786 sq ft",NA,"San Jose-Sunnyvale-Santa Clara, CA Metropolitan Statistical Area",Northern California Chapter,EPA Region 9: Pacific Southwest,NA,NCHS Urban-Rural Classification: Large central metro,NA,"1090 S De Anza Blvd, San Jose, CA, USA",http://www.gbig.org/buildings/1421953
8407,1000123324,LEED,NA,Health Care,"4,124 sq ft",NA,"Sacramento--Arden-Arcade--Roseville, CA Metropolitan Statistical Area",Northern California Chapter,EPA Region 9: Pacific Southwest,NA,NCHS Urban-Rural Classification: Large fringe metro,NA,"1 Shields Ave, Davis, CA, USA",http://www.gbig.org/buildings/328
8408,1000122232,LEED,NA,Public Assembly,"720,000 sq ft",NA,"San Diego-Carlsbad-San Marcos, CA Metropolitan Statistical Area",San Diego Chapter,EPA Region 9: Pacific Southwest,NA,NCHS Urban-Rural Classification: Large central metro,NA,"2 Stadium Plaza, San Diego, CA, USA",http://www.gbig.org/buildings/1415379
8409,1000122267,LEED,NA,Public Assembly,"134,000 sq ft",NA,"San Diego-Carlsbad-San Marcos, CA Metropolitan Statistical Area",San Diego Chapter,EPA Region 9: Pacific Southwest,NA,NCHS Urban-Rural Classification: Large central metro,NA,"Aztec Recreation Center, 5301 55th St, San Diego, CA, USA",http://www.gbig.org/buildings/1415449
8410,1000122882,LEED,NA,Office,"782,730 sq ft",NA,"San Francisco-Oakland-Fremont, CA Metropolitan Statistical Area",Northern California Chapter,EPA Region 9: Pacific Southwest,NA,NCHS Urban-Rural Classification: Large central metro,NA,"30 Van Ness Avenue, San Francisco, CA, USA",http://www.gbig.org/buildings/390909
8411,1000122900,LEED,NA,Office,"181,620 sq ft",NA,"Los Angeles-Long Beach-Santa Ana, CA Metropolitan Statistical Area",Orange County Chapter,EPA Region 9: Pacific Southwest,NA,NCHS Urban-Rural Classification: Large central metro,NA,"15442 Newport Ave, Tustin, CA, USA",http://www.gbig.org/buildings/1415560
8412,1000122942,LEED,NA,K-12,"13,310 sq ft",NA,"San Jose-Sunnyvale-Santa Clara, CA Metropolitan Statistical Area",Northern California Chapter,EPA Region 9: Pacific Southwest,NA,NCHS Urban-Rural Classification: Large central metro,NA,"80 West Central Avenue, Morgan Hill, CA, USA",http://www.gbig.org/buildings/457148
8413,1000122997,LEED,NA,Higher Ed,"102,000 sq ft",NA,"Sacramento--Arden-Arcade--Roseville, CA Metropolitan Statistical Area",Northern California Chapter,EPA Region 9: Pacific Southwest,NA,NCHS Urban-Rural Classification: Large fringe metro,NA,"1333 Research Park Dr, Davis, CA, USA",http://www.gbig.org/buildings/1415667
8414,1000121156,LEED,NA,Multi-Family Residential,"624,420 sq ft",NA,"San Francisco-Oakland-Fremont, CA Metropolitan Statistical Area",Northern California Chapter,EPA Region 9: Pacific Southwest,NA,NCHS Urban-Rural Classification: Large central metro,NA,"500 Folsom St, San Francisco, CA, USA",http://www.gbig.org/buildings/1380210
8415,1000121157,LEED,NA,Multi-Family Residential,"198,630 sq ft",NA,"San Francisco-Oakland-Fremont, CA Metropolitan Statistical Area",Northern California Chapter,EPA Region 9: Pacific Southwest,NA,NCHS Urban-Rural Classification: Large central metro,NA,"720 Howard St, San Francisco, CA, USA",http://www.gbig.org/buildings/1412999
8416,1000120829,LEED,NA,Health Care,"103,738 sq ft",NA,"Los Angeles-Long Beach-Santa Ana, CA Metropolitan Statistical Area",Los Angeles Chapter,EPA Region 9: Pacific Southwest,NA,NCHS Urban-Rural Classification: Large central metro,NA,"5601 De Soto Avenue, Woodland Hills, CA, USA",http://www.gbig.org/buildings/562621
8417,1000120800,LEED,NA,Office,"90,000 sq ft",NA,"Los Angeles-Long Beach-Santa Ana, CA Metropolitan Statistical Area",Orange County Chapter,EPA Region 9: Pacific Southwest,NA,NCHS Urban-Rural Classification: Large central metro,NA,"1588 S Coast Dr, Costa Mesa, CA, USA",http://www.gbig.org/buildings/1057703
8418,1000119305,LEED,NA,Higher Ed,"37,280 sq ft",NA,"San Francisco-Oakland-Fremont, CA Metropolitan Statistical Area",Northern California Chapter,EPA Region 9: Pacific Southwest,NA,NCHS Urban-Rural Classification: Large central metro,NA,"2607 Hearst Ave, Berkeley, CA, USA",http://www.gbig.org/buildings/1410244
8419,1000121468,LEED,NA,Laboratory,"175,000 sq ft",NA,"San Francisco-Oakland-Fremont, CA Metropolitan Statistical Area",Northern California Chapter,EPA Region 9: Pacific Southwest,NA,NCHS Urban-Rural Classification: Large central metro,NA,"1001 Potrero Ave, San Francisco, CA, USA",http://www.gbig.org/buildings/23143
8420,1000121473,LEED,NA,Multi-Family Residential,"348,270 sq ft",NA,"San Francisco-Oakland-Fremont, CA Metropolitan Statistical Area",Northern California Chapter,EPA Region 9: Pacific Southwest,NA,NCHS Urban-Rural Classification: Large central metro,NA,"2129 Shattuck Ave, Berkeley, CA, USA",http://www.gbig.org/buildings/1058067
8421,1000121517,LEED,NA,Health Care,"43,384 sq ft",NA,"Redding, CA Metropolitan Statistical Area",Northern California Chapter,EPA Region 9: Pacific Southwest,NA,NCHS Urban-Rural Classification: Small metro,NA,"1201 Industrial St, Redding, CA, USA",http://www.gbig.org/buildings/1413337
8422,1000121720,LEED,NA,Higher Ed,"78,000 sq ft",NA,"San Francisco-Oakland-Fremont, CA Metropolitan Statistical Area",Northern California Chapter,EPA Region 9: Pacific Southwest,NA,NCHS Urban-Rural Classification: Large central metro,NA,"3000 Campus Hill Dr, Livermore, CA, USA",http://www.gbig.org/buildings/1042846
8423,1000121761,LEED,NA,Higher Ed,"45,280 sq ft",NA,"Sacramento--Arden-Arcade--Roseville, CA Metropolitan Statistical Area",Northern California Chapter,EPA Region 9: Pacific Southwest,NA,NCHS Urban-Rural Classification: Large central metro,NA,"3753 Bradview Dr, Sacramento, CA, USA",http://www.gbig.org/buildings/1414418
8424,1000121567,LEED,NA,Lodging,"80,000 sq ft",NA,"San Francisco-Oakland-Fremont, CA Metropolitan Statistical Area",Northern California Chapter,EPA Region 9: Pacific Southwest,NA,NCHS Urban-Rural Classification: Large fringe metro,NA,"200 Edmonds Rd, Redwood City, CA, USA",http://www.gbig.org/buildings/1413903
8425,1000121687,LEED,NA,Health Care,"84,612 sq ft",NA,"Riverside-San Bernardino-Ontario, CA Metropolitan Statistical Area",Inland Empire Chapter,EPA Region 9: Pacific Southwest,NA,NCHS Urban-Rural Classification: Large central metro,NA,"28150 Keller Rd, Murrieta, CA, USA",http://www.gbig.org/buildings/1413908
8426,1000121699,LEED,NA,Public Assembly,"17,500 sq ft",NA,"San Francisco-Oakland-Fremont, CA Metropolitan Statistical Area",Northern California Chapter,EPA Region 9: Pacific Southwest,NA,NCHS Urban-Rural Classification: Large central metro,NA,"300 Bartlett St, San Francisco, CA, USA",http://www.gbig.org/buildings/1414301
8427,1000121701,LEED,NA,Office,"29,764 sq ft",NA,"San Francisco-Oakland-Fremont, CA Metropolitan Statistical Area",Northern California Chapter,EPA Region 9: Pacific Southwest,NA,NCHS Urban-Rural Classification: Large central metro,NA,"1621 Market Street, San Francisco, CA, USA",http://www.gbig.org/buildings/415348
8428,1000122066,LEED,NA,Higher Ed,"70,092 sq ft",NA,"Los Angeles-Long Beach-Santa Ana, CA Metropolitan Statistical Area",Los Angeles Chapter,EPA Region 9: Pacific Southwest,NA,NCHS Urban-Rural Classification: Large central metro,NA,"Keck Science Center, 925 N Mills Ave, Claremont, CA, USA",http://www.gbig.org/buildings/1415241
8429,1000121722,LEED,NA,Office,"119,000 sq ft",NA,"San Jose-Sunnyvale-Santa Clara, CA Metropolitan Statistical Area",Northern California Chapter,EPA Region 9: Pacific Southwest,NA,NCHS Urban-Rural Classification: Large central metro,NA,"456 W Olive Ave, Sunnyvale, CA, USA",http://www.gbig.org/buildings/1315309
8430,1000122086,LEED,NA,Office,"248,579 sq ft",NA,"San Diego-Carlsbad-San Marcos, CA Metropolitan Statistical Area",San Diego Chapter,EPA Region 9: Pacific Southwest,NA,NCHS Urban-Rural Classification: Large central metro,NA,"9233 Balboa Ave #9223, San Diego, CA, USA",http://www.gbig.org/buildings/1415264
8431,1000122154,LEED,NA,Multi-Family Residential,"138,000 sq ft",NA,"Los Angeles-Long Beach-Santa Ana, CA Metropolitan Statistical Area",Los Angeles Chapter,EPA Region 9: Pacific Southwest,NA,NCHS Urban-Rural Classification: Large central metro,NA,"15303 Ventura Blvd Ste 200, Sherman Oaks, CA, USA",http://www.gbig.org/buildings/1415308
8432,1000124078,LEED,NA,Multi-Family Residential,"500,847 sq ft",NA,"San Jose-Sunnyvale-Santa Clara, CA Metropolitan Statistical Area",Northern California Chapter,EPA Region 9: Pacific Southwest,NA,NCHS Urban-Rural Classification: Large central metro,NA,"5123 Calle Del Sol, Santa Clara, CA, USA",http://www.gbig.org/buildings/1422196
8433,1000124109,LEED,NA,Public Assembly,"18,800 sq ft",NA,"Los Angeles-Long Beach-Santa Ana, CA Metropolitan Statistical Area",Los Angeles Chapter,EPA Region 9: Pacific Southwest,NA,NCHS Urban-Rural Classification: Large central metro,NA,"2500 Whittier Blvd, Los Angeles, CA, USA",http://www.gbig.org/buildings/1422212
8434,1000124119,LEED,NA,Higher Ed,"34,800 sq ft",NA,"Los Angeles-Long Beach-Santa Ana, CA Metropolitan Statistical Area",Los Angeles Chapter,EPA Region 9: Pacific Southwest,NA,NCHS Urban-Rural Classification: Large central metro,NA,"Learning Resource Center, 700 Westwood Plaza, Los Angeles, CA, USA",http://www.gbig.org/buildings/1422214
8435,1000124273,LEED,NA,Multi-Family Residential,"76,211 sq ft",NA,"San Francisco-Oakland-Fremont, CA Metropolitan Statistical Area",Northern California Chapter,EPA Region 9: Pacific Southwest,NA,NCHS Urban-Rural Classification: Large central metro,NA,"2750 19th Street, San Francisco, CA, USA",http://www.gbig.org/buildings/594263
8436,1000124296,LEED,NA,Other,"45,091 sq ft",NA,"Los Angeles-Long Beach-Santa Ana, CA Metropolitan Statistical Area",Los Angeles Chapter,EPA Region 9: Pacific Southwest,NA,NCHS Urban-Rural Classification: Large central metro,NA,"6100 Woodley Ave, Van Nuys, CA, USA",http://www.gbig.org/buildings/1422295
8437,1000124415,LEED,NA,Public Assembly,"7,500 sq ft",NA,"Los Angeles-Long Beach-Santa Ana, CA Metropolitan Statistical Area",Los Angeles Chapter,EPA Region 9: Pacific Southwest,NA,NCHS Urban-Rural Classification: Large central metro,NA,"1262 Westwood Boulevard, Los Angeles, CA, USA",http://www.gbig.org/buildings/144322
8438,1000124421,LEED,NA,Laboratory,"73,600 sq ft",NA,"San Francisco-Oakland-Fremont, CA Metropolitan Statistical Area",Northern California Chapter,EPA Region 9: Pacific Southwest,NA,NCHS Urban-Rural Classification: Large central metro,NA,"1 Cyclotron Road, Berkeley, CA, USA",http://www.gbig.org/buildings/987604
8439,1000124460,LEED,NA,Office,"56,000 sq ft",NA,"Los Angeles-Long Beach-Santa Ana, CA Metropolitan Statistical Area",Los Angeles Chapter,EPA Region 9: Pacific Southwest,NA,NCHS Urban-Rural Classification: Large central metro,NA,"12139 Hawthorne Blvd, Hawthorne, CA, USA",http://www.gbig.org/buildings/1422365
8440,1000124503,LEED,NA,Lodging,"8,308 sq ft",NA,"San Luis Obispo-Paso Robles, CA Metropolitan Statistical Area",California Central Coast Chapter,EPA Region 9: Pacific Southwest,NA,NCHS Urban-Rural Classification: Medium metro,NA,"833 Embarcadero, Morro Bay, CA, USA",http://www.gbig.org/buildings/1422390
8441,1000124510,LEED,NA,Multi-Family Residential,"85,663 sq ft",NA,"San Jose-Sunnyvale-Santa Clara, CA Metropolitan Statistical Area",Northern California Chapter,EPA Region 9: Pacific Southwest,NA,NCHS Urban-Rural Classification: Large central metro,NA,"1366 S De Anza Blvd, San Jose, CA, USA",http://www.gbig.org/buildings/1422395
8442,1000125061,LEED,NA,Higher Ed,"74,968 sq ft",NA,"San Diego-Carlsbad-San Marcos, CA Metropolitan Statistical Area",San Diego Chapter,EPA Region 9: Pacific Southwest,NA,NCHS Urban-Rural Classification: Large central metro,NA,"Atkinson Hall, 9500 Gilman Dr, La Jolla, CA, USA",http://www.gbig.org/buildings/1380457
8443,1000125076,LEED,NA,Office,"25,451 sq ft",NA,"San Diego-Carlsbad-San Marcos, CA Metropolitan Statistical Area",San Diego Chapter,EPA Region 9: Pacific Southwest,NA,NCHS Urban-Rural Classification: Large central metro,NA,"6875 Consolidated Way, San Diego, CA, USA",http://www.gbig.org/buildings/1422608
8444,1000125107,LEED,NA,Multi-Family Residential,"826,000 sq ft",NA,"Los Angeles-Long Beach-Santa Ana, CA Metropolitan Statistical Area",Los Angeles Chapter,EPA Region 9: Pacific Southwest,NA,NCHS Urban-Rural Classification: Large central metro,NA,"6201 Sunset Blvd, Los Angeles, CA, USA",http://www.gbig.org/buildings/1057711
8445,1000126431,LEED,NA,Office,"27,139 sq ft",NA,"Hanford-Corcoran, CA Metropolitan Statistical Area",Central California Chapter,EPA Region 9: Pacific Southwest,NA,NCHS Urban-Rural Classification: Small metro,NA,"870 Franklin Ave, Lemoore, CA Franklin Ave, Lemoore, CA, USA",http://www.gbig.org/buildings/1425158
8446,1000125669,LEED,NA,Office,"34,000 sq ft",NA,"San Diego-Carlsbad-San Marcos, CA Metropolitan Statistical Area",San Diego Chapter,EPA Region 9: Pacific Southwest,NA,NCHS Urban-Rural Classification: Large central metro,NA,"8100 Gigantic St Building 4100, Suite 4106, San Diego, CA, USA",http://www.gbig.org/buildings/1424059
8447,1000125691,LEED,NA,Lodging,"81,292 sq ft",NA,"Los Angeles-Long Beach-Santa Ana, CA Metropolitan Statistical Area",Los Angeles Chapter,EPA Region 9: Pacific Southwest,NA,NCHS Urban-Rural Classification: Large central metro,NA,"18111 Nordhoff St, Northridge, CA, USA",http://www.gbig.org/buildings/1042454
8448,1000126843,LEED,NA,Retail,"5,199 sq ft",NA,"Los Angeles-Long Beach-Santa Ana, CA Metropolitan Statistical Area",Los Angeles Chapter,EPA Region 9: Pacific Southwest,NA,NCHS Urban-Rural Classification: Large central metro,NA,"3800 Sepulveda Blvd, Culver City, CA, USA",http://www.gbig.org/buildings/1425759
8449,1000126706,LEED,NA,NA,1.283 Million sq ft,NA,"San Francisco-Oakland-Fremont, CA Metropolitan Statistical Area",Northern California Chapter,EPA Region 9: Pacific Southwest,NA,NCHS Urban-Rural Classification: Large fringe metro,NA,"North McDonnell Rd., San Francisco, CA, 94128, USA",http://www.gbig.org/buildings/1425440
8450,1000126878,LEED,NA,Office,"10,718 sq ft",NA,"Bakersfield-Delano, CA Metropolitan Statistical Area",Central California Chapter,EPA Region 9: Pacific Southwest,NA,NCHS Urban-Rural Classification: Medium metro,NA,"631 Jefferson St, Delano, CA, USA",http://www.gbig.org/buildings/1426002
8451,1000126915,LEED,NA,Multi-Family Residential,"456,296 sq ft",NA,"Los Angeles-Long Beach-Santa Ana, CA Metropolitan Statistical Area",Los Angeles Chapter,EPA Region 9: Pacific Southwest,NA,NCHS Urban-Rural Classification: Large central metro,NA,"4827 Sepulveda Boulevard, Sherman Oaks, CA, USA",http://www.gbig.org/buildings/89061
8452,1000127067,LEED,NA,Office,"180,000 sq ft",NA,"San Jose-Sunnyvale-Santa Clara, CA Metropolitan Statistical Area",Northern California Chapter,EPA Region 9: Pacific Southwest,NA,NCHS Urban-Rural Classification: Large central metro,NA,"1265 Borregas Avenue, Sunnyvale, CA, USA",http://www.gbig.org/buildings/265749
8453,1000127148,LEED,NA,Retail,"7,000 sq ft",NA,"Visalia-Porterville, CA Metropolitan Statistical Area",Central California Chapter,EPA Region 9: Pacific Southwest,NA,NCHS Urban-Rural Classification: Medium metro,NA,"5222 W Cypress Ave, Visalia, CA, USA",http://www.gbig.org/buildings/1426487
8454,1000127180,LEED,NA,Office,"9,800 sq ft",NA,"Eureka-Arcata-Fortuna, CA Micropolitan Statistical Area",Redwood Empire Chapter,EPA Region 9: Pacific Southwest,NA,NCHS Urban-Rural Classification: Micropolitan (nonmetropolitan),NA,"1500 Alamar Way, Fortuna, CA, USA",http://www.gbig.org/buildings/1426489
8455,1000127262,LEED,NA,Retail,"19,300 sq ft",NA,"Santa Cruz-Watsonville, CA Metropolitan Statistical Area",Northern California Chapter,EPA Region 9: Pacific Southwest,NA,NCHS Urban-Rural Classification: Medium metro,NA,"1156 High Street, Santa Cruz, CA, USA",http://www.gbig.org/buildings/48654
8456,1000129039,LEED,NA,Service,"16,000 sq ft",NA,"Los Angeles-Long Beach-Santa Ana, CA Metropolitan Statistical Area",Los Angeles Chapter,EPA Region 9: Pacific Southwest,NA,NCHS Urban-Rural Classification: Large central metro,NA,"9000 Overland Ave, Culver City, CA, USA",http://www.gbig.org/buildings/21521
8457,1000129071,LEED,NA,Higher Ed,"61,000 sq ft",NA,"Los Angeles-Long Beach-Santa Ana, CA Metropolitan Statistical Area",Los Angeles Chapter,EPA Region 9: Pacific Southwest,NA,NCHS Urban-Rural Classification: Large central metro,NA,"9000 Overland Ave, Culver City, CA, USA",http://www.gbig.org/buildings/21521
8458,1000129289,LEED,NA,Office,"34,239 sq ft",NA,"Santa Cruz-Watsonville, CA Metropolitan Statistical Area",Northern California Chapter,EPA Region 9: Pacific Southwest,NA,NCHS Urban-Rural Classification: Medium metro,NA,"Programs Annex, 510 Porter-Kresge Rd, Santa Cruz, CA, USA",http://www.gbig.org/buildings/1422153
8459,1000129335,LEED,NA,Higher Ed,"99,654 sq ft",NA,"Santa Cruz-Watsonville, CA Metropolitan Statistical Area",Northern California Chapter,EPA Region 9: Pacific Southwest,NA,NCHS Urban-Rural Classification: Medium metro,NA,"Programs Annex, 510 Porter-Kresge Rd, Santa Cruz, CA, USA",http://www.gbig.org/buildings/1422153
8460,1000129336,LEED,NA,Higher Ed,"11,665 sq ft",NA,"Santa Cruz-Watsonville, CA Metropolitan Statistical Area",Northern California Chapter,EPA Region 9: Pacific Southwest,NA,NCHS Urban-Rural Classification: Medium metro,NA,"Programs Annex, 510 Porter-Kresge Rd, Santa Cruz, CA, USA",http://www.gbig.org/buildings/1422153
8461,1000129337,LEED,NA,Office,"19,981 sq ft",NA,"Santa Cruz-Watsonville, CA Metropolitan Statistical Area",Northern California Chapter,EPA Region 9: Pacific Southwest,NA,NCHS Urban-Rural Classification: Medium metro,NA,"Programs Annex, 510 Porter-Kresge Rd, Santa Cruz, CA, USA",http://www.gbig.org/buildings/1422153
8462,1000129338,LEED,NA,Higher Ed,"14,748 sq ft",NA,"Santa Cruz-Watsonville, CA Metropolitan Statistical Area",Northern California Chapter,EPA Region 9: Pacific Southwest,NA,NCHS Urban-Rural Classification: Medium metro,NA,"Programs Annex, 510 Porter-Kresge Rd, Santa Cruz, CA, USA",http://www.gbig.org/buildings/1422153
8463,1000129340,LEED,NA,Public Assembly,"3,588 sq ft",NA,"Santa Cruz-Watsonville, CA Metropolitan Statistical Area",Northern California Chapter,EPA Region 9: Pacific Southwest,NA,NCHS Urban-Rural Classification: Medium metro,NA,"Programs Annex, 510 Porter-Kresge Rd, Santa Cruz, CA, USA",http://www.gbig.org/buildings/1422153
8464,1000129481,LEED,NA,Higher Ed,"51,500 sq ft",NA,"Los Angeles-Long Beach-Santa Ana, CA Metropolitan Statistical Area",Los Angeles Chapter,EPA Region 9: Pacific Southwest,NA,NCHS Urban-Rural Classification: Large central metro,NA,"1301 Avenida Cesar Chavez, Monterey Park, CA, USA",http://www.gbig.org/buildings/25853
8465,1000129484,LEED,NA,Public Assembly,"4,150 sq ft",NA,"Santa Rosa-Petaluma, CA Metropolitan Statistical Area",Redwood Empire Chapter,EPA Region 9: Pacific Southwest,NA,NCHS Urban-Rural Classification: Medium metro,NA,"1640 Windsor River Rd, Windsor, CA, USA",http://www.gbig.org/buildings/1430621
8466,1000129485,LEED,NA,Office,"20,190 sq ft",NA,"Santa Rosa-Petaluma, CA Metropolitan Statistical Area",Redwood Empire Chapter,EPA Region 9: Pacific Southwest,NA,NCHS Urban-Rural Classification: Medium metro,NA,"1640 Windsor River Rd, Windsor, CA, USA",http://www.gbig.org/buildings/1430621
8467,1000129500,LEED,NA,Office,"20,882 sq ft",NA,"San Jose-Sunnyvale-Santa Clara, CA Metropolitan Statistical Area",Northern California Chapter,EPA Region 9: Pacific Southwest,NA,NCHS Urban-Rural Classification: Large central metro,NA,"12 N Akron Rd, Mountain View, CA, USA",http://www.gbig.org/buildings/1430624
8468,1000129501,LEED,NA,Higher Ed,"61,806 sq ft",NA,"Riverside-San Bernardino-Ontario, CA Metropolitan Statistical Area",Inland Empire Chapter,EPA Region 9: Pacific Southwest,NA,NCHS Urban-Rural Classification: Large central metro,NA,"900 University Ave, Riverside, CA, USA",http://www.gbig.org/buildings/43714
8469,1000127580,LEED,NA,Office,"58,800 sq ft",NA,"Los Angeles-Long Beach-Santa Ana, CA Metropolitan Statistical Area",Los Angeles Chapter,EPA Region 9: Pacific Southwest,NA,NCHS Urban-Rural Classification: Large central metro,NA,"1249 South Sunset Avenue, West Covina, CA, USA",http://www.gbig.org/buildings/388280
8470,1000122902,LEED,NA,Public Assembly,"20,000 sq ft",NA,"Riverside-San Bernardino-Ontario, CA Metropolitan Statistical Area",Inland Empire Chapter,EPA Region 9: Pacific Southwest,NA,NCHS Urban-Rural Classification: Large central metro,NA,"30620 Bayport Ln, Menifee, CA, USA",http://www.gbig.org/buildings/1426979
8471,1000128094,LEED,NA,Office,"7,660 sq ft",NA,"San Diego-Carlsbad-San Marcos, CA Metropolitan Statistical Area",San Diego Chapter,EPA Region 9: Pacific Southwest,NA,NCHS Urban-Rural Classification: Large central metro,NA,"Atkinson Hall, 9500 Gilman Dr, La Jolla, CA, USA",http://www.gbig.org/buildings/1380457
