"","building.URL","reg.date","reg.std","owner.type"
"2498","http://www.gbig.org/buildings/5530/details","06/26/2009","LEED EB 2008","Profit Org."
"2499","http://www.gbig.org/buildings/5217/details","06/26/2009","LEED EB 2008","Profit Org."
"2500","http://www.gbig.org/buildings/7723/details","01/01/2009","Energy Star Office","Other"
"2501","http://www.gbig.org/buildings/15248/details","06/25/2009","LEED EB 2008","Profit Org."
"2502","http://www.gbig.org/buildings/929/details","06/25/2009","LEED EB 2008","Profit Org."
"2503","http://www.gbig.org/buildings/4826/details","01/01/2008","Energy Star Office","Profit Org., Investor: Equity Fund, Investor: Investment Manager"
"2504","http://www.gbig.org/buildings/1347/details","06/25/2009","LEED EB 2008","Non-Profit Org."
"2505","http://www.gbig.org/buildings/20572/details","06/24/2009","NCES Private Schools","Non-Profit Org."
"2506","http://www.gbig.org/buildings/15978/details","06/25/2009","LEED EB 2008","Other, Investor: Investment Manager"
"2507","http://www.gbig.org/buildings/37448/details","06/24/2009","LEED EB 2008","Profit Org."
"2508","http://www.gbig.org/buildings/15378/details","06/24/2009","LEED EB 2008","Profit Org."
"2509","http://www.gbig.org/buildings/31355/details","09/25/2006","LEED CI 2.0","Profit Org., Other, Corporate: Privately Held, Non-Profit Org."
"2510","http://www.gbig.org/buildings/15082/details","01/01/2008","Energy Star Office","Profit Org., Other, Corporate: Privately Held, Investor: Individual/Family, Corporate: Publicly Traded"
"2511","http://www.gbig.org/buildings/38090/details","01/01/2007","Energy Star Office","Profit Org., Other, Corporate: Privately Held, Non-Profit (that do not fit into ot, Investor: Investment Manager"
"2512","http://www.gbig.org/buildings/789466/details","03/02/2009","LEED NC 2.2","Federal Government, Other"
"2513","http://www.gbig.org/buildings/29207/details","01/01/2007","Energy Star Office","Other, Corporate: Privately Held"
"2514","http://www.gbig.org/buildings/102915/details","06/24/2009","LEED EB 2008","Profit Org."
"2515","http://www.gbig.org/buildings/391837/details","06/24/2009","LEED EB 2008","Profit Org."
"2516","http://www.gbig.org/buildings/5001/details","06/24/2009","LEED EB 2008","Profit Org."
"2517","http://www.gbig.org/buildings/115/details","01/01/2008","Energy Star Office","Profit Org., Corporate: Privately Held"
"2518","http://www.gbig.org/buildings/7295/details","01/01/2008","Energy Star Office","Profit Org., Corporate: Privately Held"
"2519","http://www.gbig.org/buildings/30481/details","01/01/2007","Energy Star Office","Profit Org., Corporate: Publicly Traded"
"2520","http://www.gbig.org/buildings/115519/details","01/01/2008","Energy Star Office","Profit Org."
"2521","http://www.gbig.org/buildings/40779/details","06/23/2009","LEED EB 2008","Profit Org."
"2522","http://www.gbig.org/buildings/40792/details","01/01/2008","Energy Star Office","Profit Org., Investor: Investment Manager"
"2523","http://www.gbig.org/buildings/42114/details","01/01/2002","Energy Star Office","Profit Org."
"2524","http://www.gbig.org/buildings/1399698/details","08/11/2009","LEED EB 2008","State Government"
"2525","http://www.gbig.org/buildings/20070/details","01/01/2002","Energy Star Office","Other"
"2526","http://www.gbig.org/buildings/15748/details","06/23/2009","LEED EB 2008","Profit Org., Investor: Insurance Company"
"2527","http://www.gbig.org/buildings/20036/details","01/01/2003","Energy Star Office","Profit Org."
"2528","http://www.gbig.org/buildings/9564/details","01/01/2009","Energy Star Office","Profit Org."
"2529","http://www.gbig.org/buildings/40745/details","01/01/2009","Energy Star Office","Profit Org., Investor: Investment Manager"
"2530","http://www.gbig.org/buildings/34779/details","01/01/2000","Energy Star Office","Profit Org., Corporate: Privately Held, Corporate: Publicly Traded"
"2531","http://www.gbig.org/buildings/115512/details","06/23/2009","LEED EB 2008","Other"
"2532","http://www.gbig.org/buildings/42427/details","07/06/2009","LEED EB 2008","Profit Org."
"2533","http://www.gbig.org/buildings/18502/details","07/06/2009","LEED EB 2008","Profit Org., Investor: Investment Manager"
"2534","http://www.gbig.org/buildings/41167/details","07/06/2009","LEED EB 2008","Profit Org., Investor: Investment Manager"
"2535","http://www.gbig.org/buildings/30339/details","01/01/2009","Energy Star Office","Profit Org."
"2536","http://www.gbig.org/buildings/20956/details","07/06/2009","LEED EB 2008","Profit Org., Investor: Investment Manager"
"2537","http://www.gbig.org/buildings/20425/details","07/06/2009","LEED EB 2008","Profit Org., Investor: Investment Manager"
"2538","http://www.gbig.org/buildings/15513/details","02/23/2006","LEED CS 1.0 Pilots Only","Profit Org., Investor: REIT,Non-traded"
"2539","http://www.gbig.org/buildings/16130/details","01/01/2009","Energy Star Office","Profit Org., Corporate: Privately Held"
"2540","http://www.gbig.org/buildings/37935/details","01/01/2009","Energy Star Office","Profit Org."
"2541","http://www.gbig.org/buildings/18876/details","07/06/2009","LEED EB 2008","Profit Org., Corporate: Privately Held"
"2542","http://www.gbig.org/buildings/17838/details","07/06/2009","LEED EB 2008","Profit Org., Investor: Investment Manager"
"2543","http://www.gbig.org/buildings/13926/details","07/06/2009","LEED EB 2008","Profit Org., Investor: Investment Manager"
"2544","http://www.gbig.org/buildings/14705/details","07/06/2009","LEED EB 2008","Profit Org., Investor: Investment Manager"
"2545","http://www.gbig.org/buildings/15739/details","07/06/2009","LEED EB 2008","Profit Org."
"2546","http://www.gbig.org/buildings/15296/details","07/06/2009","LEED EB 2008","Profit Org., Investor: Investment Manager"
"2547","http://www.gbig.org/buildings/1033228/details","06/17/2009","LEED NC 2.2","Federal Government, Government Use: State"
"2548","http://www.gbig.org/buildings/142620/details","06/19/2009","LEED EB 2008","Profit Org., Investor: Investment Manager"
"2549","http://www.gbig.org/buildings/40745/details","01/01/2009","Energy Star Office","Profit Org., Investor: Investment Manager"
"2550","http://www.gbig.org/buildings/40779/details","06/23/2009","LEED EB 2008","Profit Org."
"2551","http://www.gbig.org/buildings/40792/details","01/01/2008","Energy Star Office","Profit Org., Investor: Investment Manager"
"2552","http://www.gbig.org/buildings/41080/details","01/01/2009","Energy Star Office","Profit Org."
"2553","http://www.gbig.org/buildings/41171/details","07/06/2009","LEED EB 2008","Profit Org., Corporate: Privately Held"
"2554","http://www.gbig.org/buildings/41179/details","07/06/2009","LEED EB 2008","Profit Org."
"2555","http://www.gbig.org/buildings/33068/details","01/01/2008","Energy Star Office","Profit Org."
"2556","http://www.gbig.org/buildings/32905/details","01/01/2008","Energy Star Office","Profit Org."
"2557","http://www.gbig.org/buildings/13236/details","01/01/2009","Energy Star Office","Profit Org."
"2558","http://www.gbig.org/buildings/13322/details","01/01/2008","Energy Star Office","Profit Org."
"2559","http://www.gbig.org/buildings/33366/details","01/01/2009","Energy Star Office","Profit Org."
"2560","http://www.gbig.org/buildings/598476/details","06/15/2009","LEED EB 2008","Other, Investor: REIT, Publicly traded, Corporate: Privately Held, Investor: REIT,Non-traded"
"2561","http://www.gbig.org/buildings/14995/details","07/21/2009","LEED EB 2008","Profit Org., Corporate: Publicly Traded, Corporate: Privately Held"
"2562","http://www.gbig.org/buildings/42359/details","06/08/2009","LEED EB 2008","Local Government"
"2563","http://www.gbig.org/buildings/37144/details","06/10/2009","LEED EB 2008","Profit Org., Corporate: Publicly Traded"
"2564","http://www.gbig.org/buildings/8894/details","06/10/2009","LEED EB 2008","Profit Org."
"2565","http://www.gbig.org/buildings/34709/details","01/01/2008","Energy Star Office","Profit Org., Corporate: Privately Held"
"2566","http://www.gbig.org/buildings/21324/details","01/01/2008","Energy Star Office","Other, Investor: REIT,Non-traded"
"2567","http://www.gbig.org/buildings/7910/details","01/01/2008","Energy Star Office","Profit Org."
"2568","http://www.gbig.org/buildings/24535/details","01/01/2003","Energy Star Office","Profit Org., Corporate: Privately Held"
"2569","http://www.gbig.org/buildings/18616/details","01/01/2002","Energy Star Office","Profit Org."
"2570","http://www.gbig.org/buildings/33065/details","01/01/2008","Energy Star Office","Profit Org."
"2571","http://www.gbig.org/buildings/17918/details","01/01/2008","Energy Star Office","Profit Org."
"2572","http://www.gbig.org/buildings/44240/details","01/01/2009","Energy Star Office","Profit Org."
"2573","http://www.gbig.org/buildings/33081/details","01/01/2007","Energy Star Office","Profit Org."
"2574","http://www.gbig.org/buildings/5774/details","01/01/2009","Energy Star Office","Individual, Government Use: State, Investor: Individual/Family, Corporate: Privately Held"
"2575","http://www.gbig.org/buildings/18221/details","01/01/2008","Energy Star Office","Other"
"2576","http://www.gbig.org/buildings/32364/details","01/01/2006","Energy Star Mixed Use Property","Other, Profit Org., Corporate: Publicly Traded, Investor: Investment Manager"
"2577","http://www.gbig.org/buildings/13443/details","01/01/2003","Energy Star Office","Profit Org., Investor: Investment Manager"
"2578","http://www.gbig.org/buildings/17519/details","01/01/2007","Energy Star Office","Profit Org., Investor: Investment Manager"
"2579","http://www.gbig.org/buildings/14887/details","06/07/2009","LEED EB 2008","Profit Org., Government Use: Federal, Corporate: Privately Held, Investor: Investment Manager"
"2580","http://www.gbig.org/buildings/37/details","01/01/2007","Energy Star Office","Profit Org., Corporate: Publicly Traded, Corporate: Privately Held"
"2581","http://www.gbig.org/buildings/29972/details","01/01/2007","Energy Star Office","Profit Org., Corporate: Publicly Traded, Investor: REIT,Non-traded"
"2582","http://www.gbig.org/buildings/40319/details","01/01/2007","Energy Star Office","Other"
"2583","http://www.gbig.org/buildings/31635/details","06/04/2009","LEED EB 2008","Profit Org."
"2584","http://www.gbig.org/buildings/5155/details","06/05/2009","LEED EB 2008","Profit Org."
"2585","http://www.gbig.org/buildings/27356/details","06/05/2009","LEED EB 2008","Profit Org."
"2586","http://www.gbig.org/buildings/5163/details","06/05/2009","LEED EB 2008","Profit Org."
"2587","http://www.gbig.org/buildings/5169/details","06/05/2009","LEED EB 2008","Profit Org."
"2588","http://www.gbig.org/buildings/573582/details","06/03/2009","LEED EB 2008","Local Government"
"2589","http://www.gbig.org/buildings/113608/details","01/01/2007","Energy Star Office","Local Government"
"2590","http://www.gbig.org/buildings/44480/details","06/03/2009","LEED EB 2008","Profit Org."
"2591","http://www.gbig.org/buildings/22881/details","06/03/2009","LEED EB 2008","Profit Org."
"2592","http://www.gbig.org/buildings/31660/details","06/03/2009","LEED EB 2008","Profit Org., Corporate: Privately Held"
"2593","http://www.gbig.org/buildings/35354/details","01/01/2007","Energy Star Office","Profit Org."
"2594","http://www.gbig.org/buildings/8396/details","01/01/2009","Energy Star Office","Profit Org."
"2595","http://www.gbig.org/buildings/8404/details","01/01/2009","Energy Star Office","Profit Org."
"2596","http://www.gbig.org/buildings/8987/details","01/01/2009","Energy Star Office","Profit Org."
"2597","http://www.gbig.org/buildings/31965/details","01/01/2009","Energy Star Office","Profit Org."
"2598","http://www.gbig.org/buildings/17081/details","05/22/2009","LEED EB 2008","Profit Org., Investor: Investment Manager, Corporate: Privately Held"
"2599","http://www.gbig.org/buildings/18068/details","05/22/2009","LEED EB 2008","Profit Org."
"2600","http://www.gbig.org/buildings/6880/details","06/24/2009","LEED EB 2008","Individual"
"2601","http://www.gbig.org/buildings/25178/details","01/01/2007","Energy Star Office","Profit Org."
"2602","http://www.gbig.org/buildings/20435/details","01/01/2005","Energy Star Office","Profit Org., Corporate: Privately Held"
"2603","http://www.gbig.org/buildings/32429/details","05/07/2009","LEED EB 2008","Profit Org., Corporate: Privately Held"
"2604","http://www.gbig.org/buildings/31390/details","01/01/2008","Energy Star Office","Profit Org., Investor: Investment Manager"
"2605","http://www.gbig.org/buildings/115238/details","01/01/2003","Energy Star Office","Profit Org., Corporate: Privately Held"
"2606","http://www.gbig.org/buildings/89807/details","06/04/2009","LEED EB 2008","Profit Org."
"2607","http://www.gbig.org/buildings/28058/details","06/04/2009","LEED EB 2008","Local Government"
"2608","http://www.gbig.org/buildings/10964/details","01/01/2005","Energy Star Office","Profit Org."
"2609","http://www.gbig.org/buildings/3883/details","01/01/2002","Energy Star Office","Profit Org."
"2610","http://www.gbig.org/buildings/17071/details","01/01/2002","Energy Star Office","Corporate: Privately Held, Profit Org., Corporate: Publicly Traded, Investor: Investment Manager"
"2611","http://www.gbig.org/buildings/22813/details","02/02/2005","LEED NC 2.1","Non-Profit Org., Non-Profit (that do not fit into ot"
"2612","http://www.gbig.org/buildings/9460/details","04/22/2009","LEED EB 2008","Profit Org."
"2613","http://www.gbig.org/buildings/322/details","01/01/2003","Energy Star Office","Corporate: Privately Held, Profit Org., Investor: Bank"
"2614","http://www.gbig.org/buildings/13859/details","01/01/2008","Energy Star Mixed Use Property","Local Government"
"2615","http://www.gbig.org/buildings/37762/details","01/01/2002","Energy Star Office","Profit Org., Investor: REIT, Publicly traded, Investor: Investment Manager"
"2616","http://www.gbig.org/buildings/21607/details","04/24/2009","LEED EB 2008","Profit Org."
"2617","http://www.gbig.org/buildings/11113/details","04/22/2009","LEED EB 2008","Local Government, Investor: Pension Fund, Corporate: Privately Held, Investor: Investment Manager"
"2618","http://www.gbig.org/buildings/112038/details","01/01/2005","UC Berkeley Best Practice Awards","State Government, Educational: University, Public, Other, Government Use: State"
"2619","http://www.gbig.org/buildings/3816/details","01/01/2007","Energy Star Office","Profit Org."
"2620","http://www.gbig.org/buildings/28801/details","05/01/2009","LEED EB 2008","Profit Org."
"2621","http://www.gbig.org/buildings/773/details","03/27/2009","LEED EB 2008","Profit Org., Corporate: Privately Held"
"2622","http://www.gbig.org/buildings/31952/details","03/25/2009","LEED EB 2008","Profit Org., Main Street Organization"
"2623","http://www.gbig.org/buildings/115096/details","03/10/2009","LEED EB 2008","Profit Org."
"2624","http://www.gbig.org/buildings/8722/details","01/01/2009","Energy Star Office","Individual"
"2625","http://www.gbig.org/buildings/8819/details","01/01/2009","Energy Star Office","Individual"
"2626","http://www.gbig.org/buildings/115131/details","03/19/2009","LEED EB 2008","Profit Org."
"2627","http://www.gbig.org/buildings/115132/details","03/19/2009","LEED EB 2008","Profit Org."
"2628","http://www.gbig.org/buildings/32210/details","01/01/2009","Energy Star Non-Refrigerated Warehouse","Profit Org."
"2629","http://www.gbig.org/buildings/30913/details","01/01/2007","Energy Star Office","Profit Org."
"2630","http://www.gbig.org/buildings/89704/details","03/20/2009","LEED EB 2008","Profit Org."
"2631","http://www.gbig.org/buildings/26848/details","03/31/2009","LEED EB 2008","Other, Corporate: Privately Held"
"2632","http://www.gbig.org/buildings/4826/details","01/01/2008","Energy Star Office","Profit Org., Investor: Equity Fund, Investor: Investment Manager"
"2633","http://www.gbig.org/buildings/17234/details","01/01/2008","Energy Star Office","Other, Corporate: Privately Held, Investor: REIT,Non-traded"
"2634","http://www.gbig.org/buildings/791515/details","08/07/2009","LEED Retail NC 1.0 Pilots","Profit Org."
"2635","http://www.gbig.org/buildings/7076/details","08/07/2009","LEED Retail NC 1.0 Pilots","Profit Org."
"2636","http://www.gbig.org/buildings/29158/details","02/08/2010","LEED Retail NC 1.0 Pilots","Profit Org."
"2637","http://www.gbig.org/buildings/28971/details","05/19/2009","LEED CI 2009","Corporate: Privately Held"
"2638","http://www.gbig.org/buildings/16431/details","05/18/2009","LEED CI 2009","Retail"
"2639","http://www.gbig.org/buildings/6127/details","05/15/2009","LEED CI 2009","Corporate: Privately Held"
"2640","http://www.gbig.org/buildings/115759/details","06/23/2009","LEED CI 2009","Investor: Endowment"
"2641","http://www.gbig.org/buildings/791693/details","06/25/2009","LEED CI 2009","Corporate: Privately Held"
"2642","http://www.gbig.org/buildings/115799/details","08/10/2009","LEED CI 2009","Corporate: Publicly Traded"
"2643","http://www.gbig.org/buildings/37539/details","07/29/2009","LEED CI 2009","Corporate: Privately Held"
"2644","http://www.gbig.org/buildings/9996/details","07/30/2009","LEED CI 2009","Corporate: Privately Held"
"2645","http://www.gbig.org/buildings/791748/details","08/03/2009","LEED CI 2009","Corporate: Privately Held"
"2646","http://www.gbig.org/buildings/20694/details","07/16/2009","LEED CI 2009","Non-Profit (that do not fit into ot, Corporate: Privately Held"
"2647","http://www.gbig.org/buildings/17903/details","01/01/2001","Energy Star Office","Corporate: Publicly Traded, Investor: REIT, Publicly traded"
"2648","http://www.gbig.org/buildings/115834/details","09/02/2009","LEED CI 2009","Corporate: Privately Held"
"2649","http://www.gbig.org/buildings/17311/details","09/01/2009","LEED CI 2009","Government Use: Local, City"
"2650","http://www.gbig.org/buildings/34859/details","09/03/2009","LEED CI 2009","Corporate: Privately Held"
"2651","http://www.gbig.org/buildings/607726/details","09/28/2009","LEED CI 2009","Government Use: Other (utility, airport,"
"2652","http://www.gbig.org/buildings/115884/details","10/12/2009","USDA Farmers Markets","Corporate: Privately Held"
"2653","http://www.gbig.org/buildings/268/details","05/14/2007","LEED NC 2.2","Profit Org., Corporate: Privately Held, Corporate: Publicly Traded"
"2654","http://www.gbig.org/buildings/42454/details","11/02/2009","LEED CI 2009","Corporate: Privately Held"
"2655","http://www.gbig.org/buildings/83078/details","08/28/2007","LEED CS 2.0","Profit Org., Corporate: Publicly Traded"
"2656","http://www.gbig.org/buildings/4204/details","11/09/2009","LEED CI 2009","Corporate: Privately Held, Investor: Investment Manager"
"2657","http://www.gbig.org/buildings/12173/details","10/27/2009","LEED CI 2009","Corporate: Publicly Traded"
"2658","http://www.gbig.org/buildings/791972/details","11/17/2009","LEED CI 2009","Corporate: Privately Held"
"2659","http://www.gbig.org/buildings/31388/details","11/25/2009","LEED CI 2009","Corporate: Privately Held"
"2660","http://www.gbig.org/buildings/3968/details","11/24/2009","LEED CI 2009","Investor: Individual/Family"
"2661","http://www.gbig.org/buildings/90498/details","12/01/2009","LEED CI 2009","Government Use: Local, City"
"2662","http://www.gbig.org/buildings/39364/details","06/03/2008","LEED CI 2.0","Other, Profit Org., Corporate: Privately Held, Investor: Investment Manager, Corporate: Publicly Traded, Investor: Bank"
"2663","http://www.gbig.org/buildings/9892/details","12/11/2009","LEED CI 2009","Corporate: Privately Held"
"2664",NA,NA,NA,NA
"2665","http://www.gbig.org/buildings/115964/details","12/14/2009","LEED CI 2009","Corporate: Publicly Traded"
"2666","http://www.gbig.org/buildings/11116/details","06/24/2009","LEED CI 2.0","Federal Government, Government Use: Federal"
"2667","http://www.gbig.org/buildings/90559/details","12/23/2009","LEED CI 2009","Office"
"2668","http://www.gbig.org/buildings/38290/details","01/01/2007","Energy Star Office","Non-Profit Org., Non-Profit (that do not fit into ot"
"2669","http://www.gbig.org/buildings/116055/details","01/08/2010","LEED CI 2009","Corporate: Publicly Traded"
"2670","http://www.gbig.org/buildings/39288/details","01/08/2010","LEED CI 2009","Corporate: Publicly Traded"
"2671","http://www.gbig.org/buildings/116056/details","01/08/2010","LEED CI 2009","Corporate: Publicly Traded"
"2672","http://www.gbig.org/buildings/116057/details","01/08/2010","LEED CI 2009","Corporate: Publicly Traded"
"2673","http://www.gbig.org/buildings/59206/details","01/08/2010","LEED CI 2009","Corporate: Publicly Traded"
"2674","http://www.gbig.org/buildings/4857/details","11/08/2007","HRSA Data Warehouse Hospitals","Non-Profit Org., Corporate: Privately Held, Non-Profit (that do not fit into ot"
"2675","http://www.gbig.org/buildings/8496/details","01/08/2010","LEED CI 2009","Corporate: Publicly Traded"
"2676","http://www.gbig.org/buildings/1379625/details","01/08/2010","LEED CI 2009","Corporate: Publicly Traded"
"2677","http://www.gbig.org/buildings/116043/details","01/08/2010","LEED CI 2009","Corporate: Publicly Traded"
"2678","http://www.gbig.org/buildings/116045/details","01/08/2010","LEED CI 2009","Corporate: Publicly Traded"
"2679","http://www.gbig.org/buildings/973528/details","01/08/2010","LEED CI 2009","Corporate: Publicly Traded"
"2680","http://www.gbig.org/buildings/116047/details","01/08/2010","LEED CI 2009","Corporate: Publicly Traded"
"2681","http://www.gbig.org/buildings/42220/details","01/08/2010","LEED CI 2009","Corporate: Publicly Traded"
"2682","http://www.gbig.org/buildings/18260/details","01/11/2010","LEED CI 2009","Investor: Individual/Family"
"2683","http://www.gbig.org/buildings/90661/details","02/03/2010","LEED CI 2009","Government Use: Local, City"
"2684","http://www.gbig.org/buildings/15355/details","02/11/2010","LEED CI 2009","Corporate: Privately Held"
"2685","http://www.gbig.org/buildings/38572/details","01/01/2009","Energy Star Medical Office","Non-Profit (that do not fit into ot"
"2686","http://www.gbig.org/buildings/42831/details","03/04/2010","LEED CI 2009","Corporate: Privately Held"
"2687","http://www.gbig.org/buildings/116157/details","03/09/2010","LEED CI 2009","Government Use: Local, City"
"2688","http://www.gbig.org/buildings/17940/details","03/09/2010","LEED CI 2009","Corporate: Publicly Traded"
"2689","http://www.gbig.org/buildings/40380/details","01/01/2009","Energy Star Office","Profit Org., Corporate: Privately Held, Educational: University, Private, Investor: Equity Fund"
"2690","http://www.gbig.org/buildings/268/details","05/14/2007","LEED NC 2.2","Profit Org., Corporate: Privately Held, Corporate: Publicly Traded"
"2691","http://www.gbig.org/buildings/35413/details","03/23/2010","LEED CI 2009","Corporate: Privately Held"
"2692","http://www.gbig.org/buildings/2475/details","03/25/2010","LEED CI 2009","Corporate: Privately Held"
"2693","http://www.gbig.org/buildings/319/details","01/01/2007","Energy Star Office","Local Government, State Government, Government Use: Local, City"
"2694","http://www.gbig.org/buildings/27216/details","04/01/2010","LEED CI 2009","Non-Profit (that do not fit into ot"
"2695","http://www.gbig.org/buildings/36805/details","04/02/2010","LEED CI 2009","Corporate: Privately Held"
"2696","http://www.gbig.org/buildings/19479/details","04/02/2010","LEED CI 2009","Corporate: Privately Held"
"2697","http://www.gbig.org/buildings/25519/details","04/07/2010","LEED CI 2009","Investor: Individual/Family"
"2698","http://www.gbig.org/buildings/38297/details","01/01/1999","Energy Star Office","Corporate: Privately Held"
"2699","http://www.gbig.org/buildings/8187/details","04/01/2010","LEED CI 2009","Investor: Investment Manager"
"2700","http://www.gbig.org/buildings/32842/details","01/01/2010","Energy Star Office","Corporate: Privately Held"
"2701","http://www.gbig.org/buildings/25603/details","01/01/2009","Energy Star Office","Investor: Investment Manager"
"2702","http://www.gbig.org/buildings/9382/details","09/08/2008","LEED EB 2.0","Profit Org., Investor: Investment Manager"
"2703","http://www.gbig.org/buildings/38934/details","01/01/2002","Energy Star Office","Investor: Bank"
"2704","http://www.gbig.org/buildings/30496/details","03/19/2010","LEED EB 2009","Religious"
"2705","http://www.gbig.org/buildings/7942/details","03/19/2010","LEED EB 2009","Corporate: Privately Held, Investor: REIT,Non-traded"
"2706","http://www.gbig.org/buildings/11064/details","03/11/2010","LEED EB 2009","Investor: Bank"
"2707","http://www.gbig.org/buildings/17921/details","01/01/2000","Energy Star Office","Profit Org., Corporate: Publicly Traded, Corporate: Privately Held"
"2708","http://www.gbig.org/buildings/37576/details","03/09/2010","LEED EB 2009","Corporate: Publicly Traded"
"2709","http://www.gbig.org/buildings/20779/details","01/11/2010","LEED EB 2009","Corporate: Privately Held"
"2710","http://www.gbig.org/buildings/23097/details","03/09/2010","LEED EB 2009","Corporate: Privately Held, Investor: REIT, Publicly traded"
"2711","http://www.gbig.org/buildings/5030/details","02/01/2010","LEED EB 2009","Investor: Individual/Family, Corporate: Privately Held"
"2712","http://www.gbig.org/buildings/27443/details","01/01/2001","Energy Star Office","Profit Org., Investor: REIT, Publicly traded, Investor: REIT,Non-traded"
"2713","http://www.gbig.org/buildings/27006/details","10/04/2004","LEED CI 1.0 Pilots Only","Profit Org., Investor: Bank"
"2714","http://www.gbig.org/buildings/44166/details","01/01/2008","Energy Star Retail Store","Corporate: Publicly Traded"
"2715","http://www.gbig.org/buildings/28925/details","01/01/2007","Energy Star Office","Corporate: Privately Held"
"2716","http://www.gbig.org/buildings/39971/details","06/25/2009","LEED CS 2.0","Profit Org., Corporate: Privately Held"
"2717","http://www.gbig.org/buildings/16276/details","06/25/2009","LEED CS 2.0","Profit Org., Corporate: Privately Held"
"2718","http://www.gbig.org/buildings/15997/details","06/25/2009","LEED CS 2.0","Profit Org., Corporate: Privately Held"
"2719","http://www.gbig.org/buildings/16667/details","01/01/2009","Energy Star Retail Store","Corporate: Publicly Traded"
"2720","http://www.gbig.org/buildings/116099/details","01/01/2009","Energy Star Retail Store","Corporate: Publicly Traded"
"2721","http://www.gbig.org/buildings/16872/details","02/04/2010","LEED EB 2009","Corporate: Publicly Traded"
"2722","http://www.gbig.org/buildings/116100/details","01/01/2008","Energy Star Retail Store","Corporate: Publicly Traded"
"2723","http://www.gbig.org/buildings/116101/details","01/01/2009","Energy Star Retail Store","Corporate: Publicly Traded"
"2724","http://www.gbig.org/buildings/15424/details","01/01/2008","Energy Star Retail Store","Corporate: Publicly Traded"
"2725","http://www.gbig.org/buildings/28418/details","01/01/2008","Energy Star Retail Store","Corporate: Publicly Traded"
"2726","http://www.gbig.org/buildings/35398/details","01/01/2008","Energy Star Retail Store","Corporate: Publicly Traded"
"2727","http://www.gbig.org/buildings/18930/details","01/01/2008","Energy Star Retail Store","Corporate: Publicly Traded"
"2728","http://www.gbig.org/buildings/27188/details","01/01/2008","Energy Star Retail Store","Corporate: Publicly Traded"
"2729","http://www.gbig.org/buildings/14213/details","01/01/2008","Energy Star Retail Store","Corporate: Publicly Traded"
"2730","http://www.gbig.org/buildings/9152/details","02/04/2010","LEED EB 2009","Corporate: Publicly Traded"
"2731","http://www.gbig.org/buildings/4734/details","01/01/2008","Energy Star Retail Store","Corporate: Publicly Traded"
"2732","http://www.gbig.org/buildings/32497/details","01/01/2008","Energy Star Retail Store","Corporate: Publicly Traded"
"2733","http://www.gbig.org/buildings/32286/details","01/01/2008","Energy Star Retail Store","Corporate: Publicly Traded"
"2734","http://www.gbig.org/buildings/25328/details","01/01/2008","Energy Star Retail Store","Corporate: Publicly Traded"
"2735","http://www.gbig.org/buildings/8762/details","01/01/2008","Energy Star Retail Store","Corporate: Publicly Traded"
"2736","http://www.gbig.org/buildings/32505/details","02/05/2010","LEED EB 2009","Corporate: Publicly Traded"
"2737","http://www.gbig.org/buildings/21226/details","01/01/2009","Energy Star Retail Store","Corporate: Publicly Traded"
"2738","http://www.gbig.org/buildings/35893/details","01/01/2008","Energy Star Retail Store","Corporate: Publicly Traded"
"2739","http://www.gbig.org/buildings/22925/details","01/01/2008","Energy Star Retail Store","Corporate: Publicly Traded"
"2740","http://www.gbig.org/buildings/26270/details","01/01/2008","Energy Star Retail Store","Corporate: Publicly Traded"
"2741","http://www.gbig.org/buildings/31192/details","01/01/2008","Energy Star Retail Store","Corporate: Publicly Traded"
"2742","http://www.gbig.org/buildings/3492/details","01/01/2009","Energy Star Retail Store","Corporate: Publicly Traded"
"2743","http://www.gbig.org/buildings/9262/details","01/01/2008","Energy Star Retail Store","Corporate: Publicly Traded"
"2744","http://www.gbig.org/buildings/31693/details","01/01/2008","Energy Star Retail Store","Corporate: Publicly Traded"
"2745","http://www.gbig.org/buildings/34744/details","01/01/2008","Energy Star Retail Store","Corporate: Publicly Traded"
"2746","http://www.gbig.org/buildings/1539/details","01/01/2008","Energy Star Retail Store","Corporate: Publicly Traded"
"2747","http://www.gbig.org/buildings/14854/details","01/01/2009","Energy Star Retail Store","Corporate: Publicly Traded"
"2748","http://www.gbig.org/buildings/19502/details","01/01/2009","Energy Star Retail Store","Corporate: Publicly Traded"
"2749","http://www.gbig.org/buildings/9725/details","01/01/2008","Energy Star Retail Store","Corporate: Publicly Traded"
"2750","http://www.gbig.org/buildings/13325/details","01/01/2008","Energy Star Retail Store","Corporate: Publicly Traded"
"2751","http://www.gbig.org/buildings/21977/details","01/01/2008","Energy Star Retail Store","Corporate: Publicly Traded"
"2752","http://www.gbig.org/buildings/3180/details","01/01/2009","Energy Star Retail Store","Corporate: Publicly Traded"
"2753","http://www.gbig.org/buildings/1738/details","02/05/2010","LEED EB 2009","Corporate: Publicly Traded"
"2754","http://www.gbig.org/buildings/12000/details","02/05/2010","LEED EB 2009","Corporate: Publicly Traded"
"2755","http://www.gbig.org/buildings/29342/details","02/05/2010","LEED EB 2009","Corporate: Publicly Traded"
"2756","http://www.gbig.org/buildings/116109/details","01/01/2009","Energy Star Retail Store","Corporate: Publicly Traded"
"2757","http://www.gbig.org/buildings/7046/details","01/01/2009","Energy Star Retail Store","Corporate: Publicly Traded"
